semestre,codigo,disciplina,turma,turma_url,docente,horario,padrao_dias,vagas,inscritos
2023/2,TEC00209,PROPRIEDADE INDUSTRIAL,B1,/graduacao/quadrodehorarios/turmas/100000379499,Luis Gustavo Zelaya Cruz,Sex 08:00-12:00,Sex,60,49
2023/2,SDV00143,PROPRIEDADE INTELECTUAL,P1,/graduacao/quadrodehorarios/turmas/100000380584,Carla Appollinario de Castro,Ter 18:00-20:00; Ter 20:00-22:00,Ter,70,62
2023/2,TCC00313,REDES DE COMPUTADORES I,A1,/graduacao/quadrodehorarios/turmas/100000381407,Celio Vinicius Neves de Albuquerque,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,43,18
2023/2,TCC00314,REDES DE COMPUTADORES II,A1,/graduacao/quadrodehorarios/turmas/100000381409,Debora Christina Muchaluat Saade,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,50,42
2023/2,TCC00341,SEGURANÇA DA INFORMAÇÃO,A1,/graduacao/quadrodehorarios/turmas/100000381411,Luis Antonio Brasil Kowada,Qua 18:00-22:00,Qua,50,31
2023/2,TCC00315,SISTEMAS DISTRIBUÍDOS,A1,/graduacao/quadrodehorarios/turmas/100000381432,Flavia Coimbra Delicato,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,50,41
2023/2,TCC00316,SISTEMAS OPERACIONAIS,A1,/graduacao/quadrodehorarios/turmas/100000381412,Maria Cristina Silva Boeres,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,61,31
2023/2,TCC00271,TÓPICOS EM  LINGUAGEM DE PROGRAMAÇÃO I,A1,/graduacao/quadrodehorarios/turmas/100000382717,Patrick Barbosa Moratori,Seg 14:00-16:00; Ter 14:00-16:00,Seg-Ter,43,37
2023/2,TCC00234,TÓPICOS EM ARQUITETURAS DE COMPUTADORES I,A1,/graduacao/quadrodehorarios/turmas/100000382708,Lucia Maria de Assumpcao Drummond,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,10,2
2023/2,TCC00247,TÓPICOS EM COMPILADORES I,A1,/graduacao/quadrodehorarios/turmas/100000385076,Luciana Cardoso de Castro Salgado,Ter 14:00-18:00,Ter,20,2
2023/2,TCC00241,TÓPICOS EM COMPUTAÇÃO I,A1,/graduacao/quadrodehorarios/turmas/100000382718,Ueverton dos Santos Souza,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,24,11
2023/2,TCC00242,TÓPICOS EM COMPUTAÇÃO II,A1,/graduacao/quadrodehorarios/turmas/100000382710,Esteban Walter Gonzalez Clua,Seg 09:00-13:00,Seg,15,7
2023/2,TCC00243,TÓPICOS EM COMPUTAÇÃO III,A1,/graduacao/quadrodehorarios/turmas/100000382731,Marcos Vinicius Naves Bedo,Seg 14:00-16:00; Qui 14:00-16:00,Seg-Qui,20,0
2023/2,TCC00250,TÓPICOS EM ENGENHARIA DE SOFWARE I,A1,/graduacao/quadrodehorarios/turmas/100000382714,Vania de Oliveira Neves,Qua 18:00-22:00,Qua,13,8
2023/2,TCC00262,TÓPICOS EM INFORMÁTICA NA EDUCAÇÃO I,A1,/graduacao/quadrodehorarios/turmas/100000383211,Isabel Leite Cafezeiro,Qua 09:00-13:00,Qua,20,19
2023/2,TCC00259,TÓPICOS EM INTELIGÊNCIA ARTIFICIAL I,A1,/graduacao/quadrodehorarios/turmas/100000382711,Aline Marins Paes Carvalho,Ter 07:00-09:00; Qui 07:00-09:00,Ter-Qui,33,7
2023/2,TCC00260,TÓPICOS EM INTELIGÊNCIA ARTIFICIAL II,A1,/graduacao/quadrodehorarios/turmas/100000383418,Flavia Cristina Bernardini,Qua 18:00-20:00; Sex 18:00-20:00,Qua-Sex,21,9
2023/2,TCC00261,TÓPICOS EM INTELIGÊNCIA ARTIFICIAL III,A1,/graduacao/quadrodehorarios/turmas/100000387760,Mariza Ferro,Qua 11:00-13:00; Sex 11:00-13:00,Qua-Sex,1,1
2023/2,TCC00274,TÓPICOS EM REDES DE COMPUTADORES I,A1,/graduacao/quadrodehorarios/turmas/100000382715,Celio Vinicius Neves de Albuquerque,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,18,2
2023/2,TCC00274,TÓPICOS EM REDES DE COMPUTADORES I,B1,/graduacao/quadrodehorarios/turmas/100000382732,Antonio Augusto de Aragao Rocha,Ter 18:00-22:00,Ter,40,14
2023/2,TCC00275,TÓPICOS EM REDES DE COMPUTADORES II,A1,/graduacao/quadrodehorarios/turmas/100000382712,Flavia Coimbra Delicato,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,16,15
2023/2,GAN00140,ÁLGEBRA LINEAR,A1,/graduacao/quadrodehorarios/turmas/100000386956,Danilo Vilela Avelar,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,51,41
2023/2,GAN00140,ÁLGEBRA LINEAR,B1,/graduacao/quadrodehorarios/turmas/100000386957,Claudia Ossanai,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,43,23
2023/2,GAN00140,ÁLGEBRA LINEAR,F1,/graduacao/quadrodehorarios/turmas/100000386970,Bely Rodriguez Morales,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,52,24
2023/2,GAN00140,ÁLGEBRA LINEAR,L1,/graduacao/quadrodehorarios/turmas/100000386978,Ana Maria Luz Fassarella do Amaral,Ter 16:00-18:00; Qui 16:00-18:00,Ter-Qui,47,31
2023/2,GAN00140,ÁLGEBRA LINEAR,M1,/graduacao/quadrodehorarios/turmas/100000387688,Renata Pereira de Freitas,Ter 16:00-18:00; Qui 16:00-18:00,Ter-Qui,53,26
2023/2,GAN00140,ÁLGEBRA LINEAR,N1,/graduacao/quadrodehorarios/turmas/100000388188,Helton de Oliveira da Silva Leal,Ter 16:00-18:00; Qui 16:00-18:00,Ter-Qui,45,5
2024/1,TEP00108,ADMINISTRAÇÃO APLICADA À ENGENHARIA,A1,/graduacao/quadrodehorarios/turmas/100000396358,Marcos Costa Roboredo,Seg 09:00-13:00,Seg,50,11
2024/1,TEP00108,ADMINISTRAÇÃO APLICADA À ENGENHARIA,B1,/graduacao/quadrodehorarios/turmas/100000396319,Valdecy Pereira,Seg 14:00-18:00,Seg,50,21
2024/1,TEP00108,ADMINISTRAÇÃO APLICADA À ENGENHARIA,C1,/graduacao/quadrodehorarios/turmas/100000396332,Valdecy Pereira,Seg 18:00-22:00,Seg,52,42
2024/1,TEP00108,ADMINISTRAÇÃO APLICADA À ENGENHARIA,T1,/graduacao/quadrodehorarios/turmas/100000396334,Luiz Carlos Brasil de Brito Mello,Ter 09:00-13:00,Ter,50,30
2024/1,TCC00284,ALGORITMOS EM GRAFOS,A1,/graduacao/quadrodehorarios/turmas/100000398094,Loana Tito Nogueira,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,40,24
2024/1,TCC00285,ANÁLISE E PROJETO DE ALGORITMOS,A1,/graduacao/quadrodehorarios/turmas/100000398095,Carlos Alberto de Jesus Martinhon,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,63,43
2024/1,TCC00285,ANÁLISE E PROJETO DE ALGORITMOS,B1,/graduacao/quadrodehorarios/turmas/100000400346,Ueverton dos Santos Souza,Seg 18:00-20:00; Qua 18:00-20:00,Seg-Qua,15,6
2024/1,TCC00286,ARQUITETURAS DE COMPUTADORES,A1,/graduacao/quadrodehorarios/turmas/100000398096,Eugene Francis Vinod Rebello,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,60,28
2024/1,TCC00286,ARQUITETURAS DE COMPUTADORES,B1,/graduacao/quadrodehorarios/turmas/100000398159,Simone de Lima Martins,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,61,55
2024/1,TCC00349,AVALIAÇÃO DE DESEMPENHO,A1,/graduacao/quadrodehorarios/turmas/100000398097,Antonio Augusto de Aragao Rocha,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,54,40
2024/1,TCC00287,BANCO DE DADOS I,A1,/graduacao/quadrodehorarios/turmas/100000398098,Luiz Andre Portes Paes Leme,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,52,45
2024/1,TCC00288,BANCO DE DADOS II,A1,/graduacao/quadrodehorarios/turmas/100000398099,Luiz Andre Portes Paes Leme,Seg 07:00-09:00; Qua 07:00-09:00,Seg-Qua,56,41
2024/1,TET00347,CIRCUITOS DIGITAIS PARA CIÊNCIA DA COMPUTAÇÃO,A1,/graduacao/quadrodehorarios/turmas/100000392245,Alexandre Santos de La Vega,Seg 14:00-16:00; Qua 14:00-16:00,Seg-Qua,35,29
2024/1,TET00347,CIRCUITOS DIGITAIS PARA CIÊNCIA DA COMPUTAÇÃO,B1,/graduacao/quadrodehorarios/turmas/100000392246,Joao Marcos Meirelles da Silva,Ter 14:00-16:00; Qui 14:00-16:00,Ter-Qui,36,33
2024/1,TET00347,CIRCUITOS DIGITAIS PARA CIÊNCIA DA COMPUTAÇÃO,C1,/graduacao/quadrodehorarios/turmas/100000392280,Taiane Alvarenga Menandro Garcia de Freitas,Seg 14:00-16:00; Qua 14:00-16:00,Seg-Qua,30,20
2024/1,TCC00289,COMPILADORES,A1,/graduacao/quadrodehorarios/turmas/100000398101,Bruno Lopes Vieira,Seg 11:00-13:00; Sex 11:00-13:00,Seg-Sex,41,16
2024/1,TCC00289,COMPILADORES,B1,/graduacao/quadrodehorarios/turmas/100000399884,Bruno Lopes Vieira,Sex 07:00-11:00,Sex,1,1
2024/1,GSI00433,COMPORTAMENTO ORGANIZACIONAL,A1,/graduacao/quadrodehorarios/turmas/100000393845,Anne Caroline Silva de Sousa,Ter 18:00-22:00,Ter,41,32
2024/1,TCC00280,COMPUTAÇÃO E MEIO AMBIENTE,A1,/graduacao/quadrodehorarios/turmas/100000398567,Jose Raphael Bokehi,Seg 14:00-18:00,Seg,24,5
2024/1,TCC00290,COMPUTAÇÃO E SOCIEDADE,A1,/graduacao/quadrodehorarios/turmas/100000398154,Jose Raphael Bokehi,Qui 11:00-13:00,Qui,41,39
2024/1,TCC00291,COMPUTAÇÃO GRÁFICA,A1,/graduacao/quadrodehorarios/turmas/100000398102,Anselmo Antunes Montenegro,Qua 09:00-11:00; Sex 09:00-11:00,Qua-Sex,40,31
2024/1,GMA00154,CÁLCULO 1,C2,/graduacao/quadrodehorarios/turmas/100000397793,Magda Kimico Kaibara Dutra,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,56,37
2024/1,GMA00154,CÁLCULO 1,D2,/graduacao/quadrodehorarios/turmas/100000397864,Andres Koropecki,Seg 14:00-16:00; Qua 14:00-16:00,Seg-Qua,41,11
2024/1,GMA00154,CÁLCULO 1,D9,/graduacao/quadrodehorarios/turmas/100000397872,Samuel Pacitti Gentil,Seg 14:00-16:00; Qua 14:00-16:00,Seg-Qua,48,9
2024/1,GMA00154,CÁLCULO 1,E1,/graduacao/quadrodehorarios/turmas/100000397954,Antonio Nigro,Seg 16:00-18:00; Qua 16:00-18:00,Seg-Qua,28,4
2024/1,GMA00154,CÁLCULO 1,F1,/graduacao/quadrodehorarios/turmas/100000397965,Luna Lima e Silva,Seg 18:00-20:00; Qua 18:00-20:00,Seg-Qua,50,34
2024/1,GMA00154,CÁLCULO 1,M1,/graduacao/quadrodehorarios/turmas/100000397968,Joao Miranda Carnevale,Ter 07:00-09:00; Qui 07:00-09:00,Ter-Qui,59,31
2024/1,GMA00154,CÁLCULO 1,N2,/graduacao/quadrodehorarios/turmas/100000397974,Javier Nicolas Gargiulo Acea,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,52,32
2024/1,GMA00154,CÁLCULO 1,O2,/graduacao/quadrodehorarios/turmas/100000398005,Javier Nicolas Gargiulo Acea,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,50,22
2024/1,GMA00155,CÁLCULO 2,M1,/graduacao/quadrodehorarios/turmas/100000398682,Pablo Gutierrez Barrientos,Ter 07:00-09:00; Qui 07:00-09:00,Ter-Qui,50,36
2024/1,GMA00155,CÁLCULO 2,M3,/graduacao/quadrodehorarios/turmas/100000399758,Peter Edward Hazard,Ter 07:00-09:00; Qui 07:00-09:00,Ter-Qui,48,15
2024/1,GMA00155,CÁLCULO 2,N1,/graduacao/quadrodehorarios/turmas/100000398686,Pablo Gutierrez Barrientos,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,53,48
2024/1,GMA00155,CÁLCULO 2,N3,/graduacao/quadrodehorarios/turmas/100000398692,Denise de Oliveira Pinto,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,50,24
2024/1,GMA00155,CÁLCULO 2,O1,/graduacao/quadrodehorarios/turmas/100000398701,Begona Alarcon Cotillas,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,30,18
2024/1,GMA00155,CÁLCULO 2,P1,/graduacao/quadrodehorarios/turmas/100000398723,Maria Luiza Oliveira Santos,Ter 14:00-16:00; Qui 14:00-16:00,Ter-Qui,50,35
2024/1,GMA00155,CÁLCULO 2,P3,/graduacao/quadrodehorarios/turmas/100000398729,Begona Alarcon Cotillas,Ter 14:00-16:00; Qui 14:00-16:00,Ter-Qui,48,22
2024/1,GMA00155,CÁLCULO 2,R2,/graduacao/quadrodehorarios/turmas/100000398763,Andres Koropecki,Ter 18:00-20:00; Qui 18:00-20:00,Ter-Qui,50,28
2024/1,STA00168,DESENVOLVIMENTO DE PESSOAS,P1,/graduacao/quadrodehorarios/turmas/100000390933,Ana Maria Lana Ramos,Ter 18:00-22:00,Ter,72,71
2024/1,TCC00226,DESENVOLVIMENTO WEB,A1,/graduacao/quadrodehorarios/turmas/100000398103,Carlos Alberto Soares Ribeiro,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,52,39
2024/1,TEP00109,ECONOMIA APLICADA À ENGENHARIA,G1,/graduacao/quadrodehorarios/turmas/100000396365,Antonio Carlos Magalhaes da Silva,Qui 18:00-22:00,Qui,50,15
2024/1,TEP00109,ECONOMIA APLICADA À ENGENHARIA,T1,/graduacao/quadrodehorarios/turmas/100000396317,Marco Aurelio Cabral Pinto,Qua 18:00-22:00,Qua,50,12
2024/1,TCC00292,ENGENHARIA DE SOFTWARE I,A1,/graduacao/quadrodehorarios/turmas/100000398105,Troy Costa Kohwalter,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,45,44
2024/1,TCC00293,ENGENHARIA DE SOFTWARE II,A1,/graduacao/quadrodehorarios/turmas/100000398106,Leonardo Gresta Paulino Murta,Ter 07:00-09:00; Qui 07:00-09:00,Ter-Qui,50,41
2024/1,TEP00110,ENGENHARIA ECONÔMICA,B1,/graduacao/quadrodehorarios/turmas/100000396344,Silvia dos Reis Alcantara Duarte,Sex 07:00-09:00,Sex,50,8
2024/1,TEP00110,ENGENHARIA ECONÔMICA,C1,/graduacao/quadrodehorarios/turmas/100000396354,Silvia dos Reis Alcantara Duarte,Sex 09:00-11:00,Sex,51,15
2024/1,TEP00110,ENGENHARIA ECONÔMICA,D1,/graduacao/quadrodehorarios/turmas/100000396368,Silvia dos Reis Alcantara Duarte,Sex 11:00-13:00,Sex,51,13
2024/1,TEP00110,ENGENHARIA ECONÔMICA,E1,/graduacao/quadrodehorarios/turmas/100000396355,Silvia dos Reis Alcantara Duarte,Sex 14:00-16:00,Sex,50,11
2024/1,GET00177,ESTATÍSTICA BÁSICA,B1,/graduacao/quadrodehorarios/turmas/100000398025,Maria Cristina Bessa Moreira,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,60,20
2024/1,GET00177,ESTATÍSTICA BÁSICA,C1,/graduacao/quadrodehorarios/turmas/100000398021,Nubia Karla de Oliveira Almeida,Seg 14:00-16:00; Qua 14:00-16:00,Seg-Qua,60,33
2024/1,GET00177,ESTATÍSTICA BÁSICA,E1,/graduacao/quadrodehorarios/turmas/100000398050,Luz Amanda Melgar Santander,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,60,9
2024/1,GET00177,ESTATÍSTICA BÁSICA,H2,/graduacao/quadrodehorarios/turmas/100000398043,Jose Murilo Ferraz Saraiva,Ter 16:00-18:00; Qui 16:00-18:00,Ter-Qui,59,51
2024/1,GET00177,ESTATÍSTICA BÁSICA,I1,/graduacao/quadrodehorarios/turmas/100000398051,Marcio Watanabe Alves de Souza,Ter 18:00-20:00; Qui 18:00-20:00,Ter-Qui,45,12
2024/1,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITIMOS,A1,/graduacao/quadrodehorarios/turmas/100000398157,Isabel Cristina Mello Rosseti,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,49,28
2024/1,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITIMOS,B1,/graduacao/quadrodehorarios/turmas/100000398166,Christiano de Oliveira Braga,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,50,44
2024/1,TCC00296,FUNDAMENTOS DE ARQUITETURAS DE COMPUTADORES,A1,/graduacao/quadrodehorarios/turmas/100000398110,Eugene Francis Vinod Rebello,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,17,50
2024/1,TCC00296,FUNDAMENTOS DE ARQUITETURAS DE COMPUTADORES,B1,/graduacao/quadrodehorarios/turmas/100000398111,Maria Cristina Silva Boeres,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,16,53
2024/1,GGM00137,FUNDAMENTOS DE CÁLCULO E GEOMETRIA,D1,/graduacao/quadrodehorarios/turmas/100000395034,Andrey Soldatenkov,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,14,47
2024/1,GGM00137,FUNDAMENTOS DE CÁLCULO E GEOMETRIA,E1,/graduacao/quadrodehorarios/turmas/100000395035,Jose Roberto Linhares de Mattos,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,29,55
2024/1,GGM00137,FUNDAMENTOS DE CÁLCULO E GEOMETRIA,Q1,/graduacao/quadrodehorarios/turmas/100000395070,Jose Roberto Linhares de Mattos,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,64,44
2024/1,GGM00137,FUNDAMENTOS DE CÁLCULO E GEOMETRIA,R1,/graduacao/quadrodehorarios/turmas/100000395246,Matias Luis Del Hoyo,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,65,31
2024/1,GGM00137,FUNDAMENTOS DE CÁLCULO E GEOMETRIA,S1,/graduacao/quadrodehorarios/turmas/100000395247,Joao Paulo Lindquist Figueredo,Ter 14:00-16:00; Qui 14:00-16:00,Ter-Qui,55,24
2024/1,TCC00281,FUNDAMENTOS DE SISTEMAS MULTIMÍDIA,A1,/graduacao/quadrodehorarios/turmas/100000398556,Debora Christina Muchaluat Saade,Ter 16:00-18:00; Qui 16:00-18:00,Ter-Qui,30,5
2024/1,GFI00161,FÍSICA EXPERIMENTAL I,BC,/graduacao/quadrodehorarios/turmas/100000393208,Carlos Enrique Navia Ojeda,Ter 11:00-13:00,Ter,24,18
2024/1,GFI00161,FÍSICA EXPERIMENTAL I,BH,/graduacao/quadrodehorarios/turmas/100000393209,Evandro Vidor Lins de Mello,Sex 11:00-13:00,Sex,24,22
2024/1,GFI00161,FÍSICA EXPERIMENTAL I,CB,/graduacao/quadrodehorarios/turmas/100000393218,Carlos Enrique Navia Ojeda,Ter 14:00-16:00,Ter,22,22
2024/1,GFI00161,FÍSICA EXPERIMENTAL I,CE,/graduacao/quadrodehorarios/turmas/100000393262,Glauco Santos Maciel,Qui 14:00-16:00,Qui,23,10
2024/1,GFI00161,FÍSICA EXPERIMENTAL I,DA,/graduacao/quadrodehorarios/turmas/100000393219,Djalma Rosa Mendes Junior,Seg 16:00-18:00,Seg,22,15
2024/1,GFI00161,FÍSICA EXPERIMENTAL I,DC,/graduacao/quadrodehorarios/turmas/100000393222,Carlos Enrique Navia Ojeda,Qua 16:00-18:00,Qua,19,10
2024/1,GFI00161,FÍSICA EXPERIMENTAL I,DD,/graduacao/quadrodehorarios/turmas/100000393272,Stephane Serge Yves Jerome Soriano,Ter 16:00-18:00,Ter,22,15
2024/1,GFI00161,FÍSICA EXPERIMENTAL I,DF,/graduacao/quadrodehorarios/turmas/100000393225,Glauco Santos Maciel,Qui 16:00-18:00,Qui,21,12
2024/1,GFI00161,FÍSICA EXPERIMENTAL I,DG,/graduacao/quadrodehorarios/turmas/100000393245,Evandro Vidor Lins de Mello,Sex 16:00-18:00,Sex,25,18
2024/1,GFI00161,FÍSICA EXPERIMENTAL I,EE,/graduacao/quadrodehorarios/turmas/100000393226,Glauco Santos Maciel,Seg 18:00-20:00,Seg,15,8
2024/1,GFI00162,FÍSICA EXPERIMENTAL II,CD,/graduacao/quadrodehorarios/turmas/100000393242,Daniele Cristina Silva de Freitas,Seg 14:00-16:00,Seg,22,9
2024/1,GFI00158,FÍSICA I,B2,/graduacao/quadrodehorarios/turmas/100000393154,Rodrigo Ferreira Sobreiro,Seg 11:00-13:00; Qua 11:00-13:00; Sab 08:00-10:00,Seg-Qua-Sab,83,48
2024/1,GFI00158,FÍSICA I,B3,/graduacao/quadrodehorarios/turmas/100000393157,Lindolff Thadeu Carneiro,Qua 11:00-13:00; Sex 11:00-13:00; Sab 08:00-10:00,Qua-Sex-Sab,100,64
2024/1,GFI00158,FÍSICA I,C1,/graduacao/quadrodehorarios/turmas/100000393155,Maria Emilia Xavier Guimaraes Lopes,Seg 14:00-16:00; Qua 14:00-16:00; Sab 08:00-10:00,Seg-Qua-Sab,100,78
2024/1,GFI00158,FÍSICA I,C2,/graduacao/quadrodehorarios/turmas/100000393187,Rodrigo Ferreira Sobreiro,Seg 14:00-16:00; Qua 14:00-16:00; Sab 08:00-10:00,Seg-Qua-Sab,59,50
2024/1,GFI00158,FÍSICA I,D1,/graduacao/quadrodehorarios/turmas/100000393169,Marcel Nogueira de Oliveira,Seg 16:00-18:00; Qua 16:00-18:00; Sab 08:00-10:00,Seg-Qua-Sab,100,73
2024/1,GFI00158,FÍSICA I,F1,/graduacao/quadrodehorarios/turmas/100000393156,Marcel Nogueira de Oliveira,Seg 20:00-22:00; Qua 20:00-22:00; Sab 08:00-10:00,Seg-Qua-Sab,94,34
2024/1,GFI00158,FÍSICA I,G1,/graduacao/quadrodehorarios/turmas/100000393182,Marcio Jorge Teles da Costa,Qua 09:00-11:00; Sex 09:00-11:00; Sab 08:00-10:00,Qua-Sex-Sab,71,36
2024/1,GFI00159,FÍSICA II,D1,/graduacao/quadrodehorarios/turmas/100000393153,Newton Luiz Pires Mansur,Seg 16:00-18:00; Qua 16:00-18:00; Sab 11:00-13:00,Seg-Qua-Sab,97,54
2024/1,GFI00159,FÍSICA II,E1,/graduacao/quadrodehorarios/turmas/100000393174,Evandro Vidor Lins de Mello,Seg 18:00-20:00; Qua 18:00-20:00; Sab 11:00-13:00,Seg-Qua-Sab,93,27
2024/1,TEP00111,GERENCIAMENTO DE PROJETOS I,A1,/graduacao/quadrodehorarios/turmas/100000396369,Jose Rodrigues de Farias Filho,Ter 07:00-11:00,Ter,50,23
2024/1,TEP00111,GERENCIAMENTO DE PROJETOS I,B1,/graduacao/quadrodehorarios/turmas/100000396356,Ruben Huamanchumo Gutierrez,Qua 09:00-13:00,Qua,50,17
2024/1,TCC00324,GOVERNANÇA EM TECNOLOGIA DA INFORMAÇÃO,A1,/graduacao/quadrodehorarios/turmas/100000398113,Luciana Cardoso de Castro Salgado,Qui 18:00-22:00,Qui,52,37
2024/1,TCC00297,INTELIGÊNCIA ARTIFICIAL,A1,/graduacao/quadrodehorarios/turmas/100000398114,Taiane Coelho Ramos,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,55,51
2024/1,STA00191,INTELIGÊNCIA DE NEGÓCIOS,P1,/graduacao/quadrodehorarios/turmas/100000390937,Elaine Ribeiro Sigette,Ter 18:00-22:00,Ter,68,36
2024/1,TCC00298,INTERFACE HOMEM-MÁQUINA,A1,/graduacao/quadrodehorarios/turmas/100000398115,Daniela Gorski Trevisan,Qua 09:00-11:00; Sex 09:00-11:00,Qua-Sex,50,45
2024/1,TCC00300,LABORATÓRIO DE PROGRAMAÇÃO DE DISPOSITIVOS MÓVEIS,AA,/graduacao/quadrodehorarios/turmas/100000398190,Leandro Santiago de Araujo,Qui 14:00-16:00,Qui,37,37
2024/1,TCC00300,LABORATÓRIO DE PROGRAMAÇÃO DE DISPOSITIVOS MÓVEIS,BA,/graduacao/quadrodehorarios/turmas/100000398198,Leandro Santiago de Araujo,Qui 16:00-18:00,Qui,39,23
2024/1,TCC00301,LABORATÓRIO DE PROGRAMAÇÃO DE JOGOS,AA,/graduacao/quadrodehorarios/turmas/100000398191,Esteban Walter Gonzalez Clua,Sex 11:00-13:00,Sex,39,28
2024/1,TCC00301,LABORATÓRIO DE PROGRAMAÇÃO DE JOGOS,BA,/graduacao/quadrodehorarios/turmas/100000398192,Esteban Walter Gonzalez Clua,Sex 09:00-11:00,Sex,37,31
2024/1,TCC00344,LABORATÓRIO DE PROGRAMAÇÃO PARALELA I,AA,/graduacao/quadrodehorarios/turmas/100000398195,Lucia Maria de Assumpcao Drummond,Seg 07:00-09:00; Qua 07:00-09:00,Seg-Qua,38,34
2024/1,TCC00346,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,AA,/graduacao/quadrodehorarios/turmas/100000398193,Leandro Augusto Frata Fernandes,Qua 09:00-11:00,Qua,5,29
2024/1,TCC00346,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,BA,/graduacao/quadrodehorarios/turmas/100000398196,Mario Roberto Folhadela Benevides,Qua 09:00-11:00,Qua,10,31
2024/1,TCC00346,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,CA,/graduacao/quadrodehorarios/turmas/100000398194,Leandro Augusto Frata Fernandes,Seg 09:00-11:00,Seg,10,30
2024/1,TCC00346,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,DA,/graduacao/quadrodehorarios/turmas/100000398197,Mario Roberto Folhadela Benevides,Seg 09:00-11:00,Seg,27,6
2024/1,GLC00292,LIBRAS I,A1,/graduacao/quadrodehorarios/turmas/100000392987,Bruno Ramos,Seg 09:00-11:00,Seg,43,26
2024/1,GLC00292,LIBRAS I,D1,/graduacao/quadrodehorarios/turmas/100000393001,Tathianna Prado Dawes,Qui 09:00-11:00,Qui,45,34
2024/1,GLC00292,LIBRAS I,E3,/graduacao/quadrodehorarios/turmas/100000393009,Bruno Ramos,Sex 18:00-20:00,Sex,39,23
2024/1,TCC00304,LINGUAGENS DE PROGRAMAÇÃO,A1,/graduacao/quadrodehorarios/turmas/100000398118,Bruno Lopes Vieira,Qua 11:00-13:00; Sex 09:00-11:00,Qua-Sex,61,48
2024/1,TCC00205,LINGUAGENS DE PROGRAMAÇÃO EM LÓGICA,A1,/graduacao/quadrodehorarios/turmas/100000398563,Mario Roberto Folhadela Benevides,Seg 07:00-09:00; Qua 07:00-09:00,Seg-Qua,25,7
2024/1,TCC00305,LINGUAGENS FORMAIS E TEORIA DA COMPUTAÇÃO,A1,/graduacao/quadrodehorarios/turmas/100000398119,Luis Felipe Ignacio Cunha,Seg 09:00-11:00; Sex 07:00-09:00,Seg-Sex,60,51
2024/1,GAN00166,LÓGICA PARA A CIÊNCIA DA COMPUTAÇÃO,A1,/graduacao/quadrodehorarios/turmas/100000396808,Jorge Petrucio Viana,Seg 14:00-16:00; Qua 14:00-16:00,Seg-Qua,55,50
2024/1,GAN00166,LÓGICA PARA A CIÊNCIA DA COMPUTAÇÃO,B1,/graduacao/quadrodehorarios/turmas/100000396809,Renata Pereira de Freitas,Ter 14:00-16:00; Qui 14:00-16:00,Ter-Qui,55,45
