semestre,codigo,disciplina,turma,turma_url,docente,horario,padrao_dias,vagas,inscritos
2023/1,TCC00244,TÓPICOS EM BANCO DE DADOS I,A1,/graduacao/quadrodehorarios/turmas/100000371737,Vanessa Braganholo Murta,Qua 09:00-11:00; Sex 09:00-11:00,Qua-Sex,20,7
2023/1,TCC00245,TÓPICOS EM BANCO DE DADOS II,A1,/graduacao/quadrodehorarios/turmas/100000371736,Daniel Cardoso Moraes de Oliveira,Sex 18:00-22:00,Sex,21,17
2023/1,TCC00242,TÓPICOS EM COMPUTAÇÃO II,A1,/graduacao/quadrodehorarios/turmas/100000376088,Ueverton dos Santos Souza,Seg 14:00-18:00,Seg,20,2
2023/1,TCC00262,TÓPICOS EM INFORMÁTICA NA EDUCAÇÃO I,A1,/graduacao/quadrodehorarios/turmas/100000371734,Isabel Leite Cafezeiro,Qua 09:00-13:00,Qua,36,25
2023/1,TCC00260,TÓPICOS EM INTELIGÊNCIA ARTIFICIAL II,A1,/graduacao/quadrodehorarios/turmas/100000371263,Flavia Cristina Bernardini,Ter 18:00-22:00,Ter,25,19
2023/1,TCC00261,TÓPICOS EM INTELIGÊNCIA ARTIFICIAL III,A1,/graduacao/quadrodehorarios/turmas/100000375626,Flavio Luiz Seixas,Qui 18:00-22:00,Qui,16,7
2023/1,TCC00267,TÓPICOS EM INTERFACE HOMEM/MÁQUINA III,A1,/graduacao/quadrodehorarios/turmas/100000371738,Igor Machado Coelho,Ter 18:00-22:00,Ter,45,20
2023/1,TCC00274,TÓPICOS EM REDES DE COMPUTADORES I,A1,/graduacao/quadrodehorarios/turmas/100000373689,Celio Vinicius Neves de Albuquerque,Seg 16:00-18:00; Qua 16:00-18:00,Seg-Qua,12,6
2023/1,GAN00140,ÁLGEBRA LINEAR,A1,/graduacao/quadrodehorarios/turmas/100000371665,Xuan Zhang,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,50,39
2023/1,GAN00140,ÁLGEBRA LINEAR,D1,/graduacao/quadrodehorarios/turmas/100000375011,Luiz Alberto Viana da Silva,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,50,48
2023/1,GAN00140,ÁLGEBRA LINEAR,H1,/graduacao/quadrodehorarios/turmas/100000371675,Slobodan Tanushevski,Ter 16:00-18:00; Qui 16:00-18:00,Ter-Qui,50,46
2023/2,TEP00108,ADMINISTRAÇÃO APLICADA À ENGENHARIA,A1,/graduacao/quadrodehorarios/turmas/100000377390,Marcos Costa Roboredo,Seg 09:00-13:00,Seg,50,8
2023/2,TEP00108,ADMINISTRAÇÃO APLICADA À ENGENHARIA,B1,/graduacao/quadrodehorarios/turmas/100000377350,Valdecy Pereira,Seg 14:00-18:00,Seg,50,22
2023/2,TEP00108,ADMINISTRAÇÃO APLICADA À ENGENHARIA,C1,/graduacao/quadrodehorarios/turmas/100000377363,Valdecy Pereira,Seg 18:00-22:00,Seg,50,40
2023/2,TEP00108,ADMINISTRAÇÃO APLICADA À ENGENHARIA,F1,/graduacao/quadrodehorarios/turmas/100000377364,Anna Sophia Piacenza Moraes,Qui 09:00-13:00,Qui,50,22
2023/2,TEP00108,ADMINISTRAÇÃO APLICADA À ENGENHARIA,T1,/graduacao/quadrodehorarios/turmas/100000377365,Luiz Carlos Brasil de Brito Mello,Ter 09:00-13:00,Ter,50,25
2023/2,TCC00284,ALGORITMOS EM GRAFOS,A1,/graduacao/quadrodehorarios/turmas/100000381354,Fabio Protti,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,41,13
2023/2,TCC00285,ANÁLISE E PROJETO DE ALGORITMOS,A1,/graduacao/quadrodehorarios/turmas/100000381355,Luis Felipe Ignacio Cunha,Ter 07:00-09:00; Qui 07:00-09:00,Ter-Qui,60,36
2023/2,TCC00286,ARQUITETURAS DE COMPUTADORES,A1,/graduacao/quadrodehorarios/turmas/100000381356,Eugene Francis Vinod Rebello,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,41,20
2023/2,TCC00286,ARQUITETURAS DE COMPUTADORES,B1,/graduacao/quadrodehorarios/turmas/100000381436,Simone de Lima Martins,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,60,42
2023/2,TCC00349,AVALIAÇÃO DE DESEMPENHO,A1,/graduacao/quadrodehorarios/turmas/100000381357,Antonio Augusto de Aragao Rocha,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,50,35
2023/2,TCC00287,BANCO DE DADOS I,A1,/graduacao/quadrodehorarios/turmas/100000381358,Rodrigo Salvador Monteiro,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,60,53
2023/2,TCC00288,BANCO DE DADOS II,A1,/graduacao/quadrodehorarios/turmas/100000381359,Luiz Andre Portes Paes Leme,Seg 07:00-09:00; Sex 09:00-11:00,Seg-Sex,48,8
2023/2,TET00347,CIRCUITOS DIGITAIS PARA CIÊNCIA DA COMPUTAÇÃO,A1,/graduacao/quadrodehorarios/turmas/100000382654,Alexandre Santos de La Vega,Seg 14:00-16:00; Qua 14:00-16:00,Seg-Qua,36,35
2023/2,TET00347,CIRCUITOS DIGITAIS PARA CIÊNCIA DA COMPUTAÇÃO,B1,/graduacao/quadrodehorarios/turmas/100000382655,Joao Marcos Meirelles da Silva,Ter 14:00-16:00; Qui 14:00-16:00,Ter-Qui,36,26
2023/2,TET00347,CIRCUITOS DIGITAIS PARA CIÊNCIA DA COMPUTAÇÃO,C1,/graduacao/quadrodehorarios/turmas/100000384747,Taiane Alvarenga Menandro Garcia de Freitas,Seg 14:00-16:00; Qua 14:00-16:00,Seg-Qua,36,33
2023/2,TCC00289,COMPILADORES,A1,/graduacao/quadrodehorarios/turmas/100000381361,Flavia Cristina Bernardini,Qua 11:00-13:00; Sex 11:00-13:00,Qua-Sex,40,17
2023/2,GSI00433,COMPORTAMENTO ORGANIZACIONAL,A1,/graduacao/quadrodehorarios/turmas/100000384271,Maudeth Py Braga,Ter 18:00-22:00,Ter,30,26
2023/2,TCC00317,COMPUTABILIDADE,A1,/graduacao/quadrodehorarios/turmas/100000382733,Mario Roberto Folhadela Benevides,Seg 07:00-09:00; Qua 07:00-09:00,Seg-Qua,20,7
2023/2,TCC00290,COMPUTAÇÃO E SOCIEDADE,A1,/graduacao/quadrodehorarios/turmas/100000381430,Jose Raphael Bokehi,Qui 11:00-13:00,Qui,51,50
2023/2,TCC00291,COMPUTAÇÃO GRÁFICA,A1,/graduacao/quadrodehorarios/turmas/100000381363,Marcos de Oliveira Lage Ferreira,Sex 09:00-13:00,Sex,50,38
2023/2,GMA00154,CÁLCULO 1,A1,/graduacao/quadrodehorarios/turmas/100000384809,Paula Balseiro,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,49,25
2023/2,GMA00154,CÁLCULO 1,B2,/graduacao/quadrodehorarios/turmas/100000384977,Andres Koropecki,Ter 18:00-20:00; Qui 18:00-20:00,Ter-Qui,37,22
2023/2,GMA00154,CÁLCULO 1,F1,/graduacao/quadrodehorarios/turmas/100000384814,Sem alocado,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,52,37
2023/2,GMA00154,CÁLCULO 1,J1,/graduacao/quadrodehorarios/turmas/100000384820,Ana Maria Chaparro Castaneda,Seg 14:00-16:00; Qua 14:00-16:00,Seg-Qua,42,35
2023/2,GMA00154,CÁLCULO 1,K1,/graduacao/quadrodehorarios/turmas/100000384822,Luna Lima e Silva,Seg 16:00-18:00; Qua 16:00-18:00,Seg-Qua,27,18
2023/2,GMA00154,CÁLCULO 1,L1,/graduacao/quadrodehorarios/turmas/100000384825,Ana Maria Chaparro Castaneda,Seg 16:00-18:00; Qua 16:00-18:00,Seg-Qua,37,18
2023/2,GMA00154,CÁLCULO 1,M1,/graduacao/quadrodehorarios/turmas/100000384828,Adriana Victoria da Luz Angeloni,Seg 18:00-20:00; Qua 18:00-20:00,Seg-Qua,37,22
2023/2,GMA00154,CÁLCULO 1,O1,/graduacao/quadrodehorarios/turmas/100000384832,Cristiane Ramos Ribeiro Argento,Ter 07:00-09:00; Qui 07:00-09:00,Ter-Qui,50,28
2023/2,GMA00154,CÁLCULO 1,P1,/graduacao/quadrodehorarios/turmas/100000384833,Alex Mauricio Zamudio Espinosa,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,40,27
2023/2,GMA00154,CÁLCULO 1,Z1,/graduacao/quadrodehorarios/turmas/100000384853,Paula Monteiro Baptista,Ter 16:00-18:00; Qui 16:00-18:00,Ter-Qui,53,28
2023/2,GMA00155,CÁLCULO 2,B1,/graduacao/quadrodehorarios/turmas/100000384857,Mayara Duarte de Arauj0 Caldas,Ter 07:00-09:00; Qui 07:00-09:00,Ter-Qui,55,38
2023/2,GMA00155,CÁLCULO 2,C1,/graduacao/quadrodehorarios/turmas/100000384858,Pablo Gutierrez Barrientos,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,44,26
2023/2,GMA00155,CÁLCULO 2,J1,/graduacao/quadrodehorarios/turmas/100000384865,Marco Pacini,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,43,32
2023/2,GMA00155,CÁLCULO 2,Q1,/graduacao/quadrodehorarios/turmas/100000384885,Cheng Xu,Ter 16:00-18:00; Qui 16:00-18:00,Ter-Qui,53,26
2023/2,GMA00155,CÁLCULO 2,R1,/graduacao/quadrodehorarios/turmas/100000384886,Sem alocado,Ter 18:00-20:00; Qui 18:00-20:00,Ter-Qui,21,8
2023/2,STA00168,DESENVOLVIMENTO DE PESSOAS,P1,/graduacao/quadrodehorarios/turmas/100000383147,Americo da Costa Ramos Filho,Ter 18:00-22:00,Ter,75,65
2023/2,TCC00226,DESENVOLVIMENTO WEB,A1,/graduacao/quadrodehorarios/turmas/100000381365,Carlos Alberto Soares Ribeiro,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,43,32
2023/2,TEP00109,ECONOMIA APLICADA À ENGENHARIA,G1,/graduacao/quadrodehorarios/turmas/100000377397,Antonio Carlos Magalhaes da Silva,Qui 18:00-22:00,Qui,50,24
2023/2,TEP00109,ECONOMIA APLICADA À ENGENHARIA,T1,/graduacao/quadrodehorarios/turmas/100000377348,Marco Aurelio Cabral Pinto,Qua 18:00-22:00,Qua,50,39
2023/2,TCC00292,ENGENHARIA DE SOFTWARE I,A1,/graduacao/quadrodehorarios/turmas/100000381368,Troy Costa Kohwalter,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,52,49
2023/2,TCC00293,ENGENHARIA DE SOFTWARE II,A1,/graduacao/quadrodehorarios/turmas/100000381369,Leonardo Gresta Paulino Murta,Ter 07:00-09:00; Qui 07:00-09:00,Ter-Qui,52,45
2023/2,TEP00110,ENGENHARIA ECONÔMICA,B1,/graduacao/quadrodehorarios/turmas/100000377375,Silvia dos Reis Alcantara Duarte,Sex 07:00-09:00,Sex,50,11
2023/2,TEP00110,ENGENHARIA ECONÔMICA,C1,/graduacao/quadrodehorarios/turmas/100000377386,Silvia dos Reis Alcantara Duarte,Sex 09:00-11:00,Sex,51,24
2023/2,TEP00110,ENGENHARIA ECONÔMICA,D1,/graduacao/quadrodehorarios/turmas/100000377400,Silvia dos Reis Alcantara Duarte,Sex 11:00-13:00,Sex,51,12
2023/2,TEP00110,ENGENHARIA ECONÔMICA,E1,/graduacao/quadrodehorarios/turmas/100000377387,Silvia dos Reis Alcantara Duarte,Sex 14:00-16:00,Sex,50,15
2023/2,GET00177,ESTATÍSTICA BÁSICA,A1,/graduacao/quadrodehorarios/turmas/100000381545,Maria Cristina Bessa Moreira,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,60,6
2023/2,GET00177,ESTATÍSTICA BÁSICA,B1,/graduacao/quadrodehorarios/turmas/100000380839,Maria Cristina Bessa Moreira,Seg 14:00-16:00; Qua 14:00-16:00,Seg-Qua,55,27
2023/2,GET00177,ESTATÍSTICA BÁSICA,C1,/graduacao/quadrodehorarios/turmas/100000380835,Luz Amanda Melgar Santander,Seg 16:00-18:00; Qua 16:00-18:00,Seg-Qua,55,6
2023/2,GET00177,ESTATÍSTICA BÁSICA,D1,/graduacao/quadrodehorarios/turmas/100000380837,Jose Rodrigo de Moraes,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,56,16
2023/2,GET00177,ESTATÍSTICA BÁSICA,E1,/graduacao/quadrodehorarios/turmas/100000380838,Valentin Sisko,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,60,19
2023/2,GET00177,ESTATÍSTICA BÁSICA,H1,/graduacao/quadrodehorarios/turmas/100000380874,Marcio Watanabe Alves de Souza,Ter 18:00-20:00; Qui 18:00-20:00,Ter-Qui,65,18
2023/2,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITIMOS,A1,/graduacao/quadrodehorarios/turmas/100000381434,Isabel Cristina Mello Rosseti,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,49,23
2023/2,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITIMOS,B1,/graduacao/quadrodehorarios/turmas/100000381448,Vanessa Braganholo Murta,Qua 07:00-09:00; Sex 07:00-09:00,Qua-Sex,51,43
2023/2,TCC00296,FUNDAMENTOS DE ARQUITETURAS DE COMPUTADORES,A1,/graduacao/quadrodehorarios/turmas/100000381374,Eugene Francis Vinod Rebello,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,16,48
2023/2,TCC00296,FUNDAMENTOS DE ARQUITETURAS DE COMPUTADORES,B1,/graduacao/quadrodehorarios/turmas/100000381375,Maria Cristina Silva Boeres,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,16,45
2023/2,GGM00137,FUNDAMENTOS DE CÁLCULO E GEOMETRIA,D1,/graduacao/quadrodehorarios/turmas/100000381195,Zhou Cong,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,12,47
2023/2,GGM00137,FUNDAMENTOS DE CÁLCULO E GEOMETRIA,E1,/graduacao/quadrodehorarios/turmas/100000381196,Cristhabel Janeth Casanova Vasquez,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,26,51
2023/2,GGM00137,FUNDAMENTOS DE CÁLCULO E GEOMETRIA,G1,/graduacao/quadrodehorarios/turmas/100000381198,Jose Roberto Linhares de Mattos,Ter 14:00-16:00; Qui 14:00-16:00,Ter-Qui,64,50
2023/2,GGM00137,FUNDAMENTOS DE CÁLCULO E GEOMETRIA,P1,/graduacao/quadrodehorarios/turmas/100000381207,Jiagang Yang,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,60,41
2023/2,GGM00137,FUNDAMENTOS DE CÁLCULO E GEOMETRIA,Q1,/graduacao/quadrodehorarios/turmas/100000381339,Fabio Henrique Andrade Santos,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,62,36
2023/2,GFI00161,FÍSICA EXPERIMENTAL I,BC,/graduacao/quadrodehorarios/turmas/100000383787,Carlos Enrique Navia Ojeda,Ter 11:00-13:00,Ter,24,19
2023/2,GFI00161,FÍSICA EXPERIMENTAL I,BH,/graduacao/quadrodehorarios/turmas/100000383788,Carlos Enrique Navia Ojeda,Sex 11:00-13:00,Sex,23,21
2023/2,GFI00161,FÍSICA EXPERIMENTAL I,CB,/graduacao/quadrodehorarios/turmas/100000383797,Marcio Jorge Teles da Costa,Ter 14:00-16:00,Ter,24,17
2023/2,GFI00161,FÍSICA EXPERIMENTAL I,CE,/graduacao/quadrodehorarios/turmas/100000383841,Gabriel Bié Alves,Qui 14:00-16:00,Qui,23,11
2023/2,GFI00161,FÍSICA EXPERIMENTAL I,DA,/graduacao/quadrodehorarios/turmas/100000383798,Marcel Nogueira de Oliveira,Seg 16:00-18:00,Seg,23,21
2023/2,GFI00161,FÍSICA EXPERIMENTAL I,DC,/graduacao/quadrodehorarios/turmas/100000383801,Marcel Nogueira de Oliveira,Qua 16:00-18:00,Qua,22,14
2023/2,GFI00161,FÍSICA EXPERIMENTAL I,DD,/graduacao/quadrodehorarios/turmas/100000383851,Evandro Vidor Lins de Mello,Ter 16:00-18:00,Ter,23,19
2023/2,GFI00161,FÍSICA EXPERIMENTAL I,DF,/graduacao/quadrodehorarios/turmas/100000383804,Evandro Vidor Lins de Mello,Qui 16:00-18:00,Qui,24,11
2023/2,GFI00161,FÍSICA EXPERIMENTAL I,DG,/graduacao/quadrodehorarios/turmas/100000383824,Carlos Enrique Navia Ojeda,Sex 16:00-18:00,Sex,23,7
2023/2,GFI00161,FÍSICA EXPERIMENTAL I,ED,/graduacao/quadrodehorarios/turmas/100000383816,Carlos Eduardo Rodrigues de Souza,Qua 16:00-18:00,Qua,18,10
2023/2,GFI00161,FÍSICA EXPERIMENTAL I,EE,/graduacao/quadrodehorarios/turmas/100000383805,Roberto Linares,Seg 18:00-20:00,Seg,23,20
2023/2,GFI00162,FÍSICA EXPERIMENTAL II,AB,/graduacao/quadrodehorarios/turmas/100000383794,Andreia Mendonca Saguia,Sex 09:00-11:00,Sex,24,16
2023/2,GFI00162,FÍSICA EXPERIMENTAL II,CD,/graduacao/quadrodehorarios/turmas/100000383821,Daniele Cristina Silva de Freitas,Seg 14:00-16:00,Seg,22,3
2023/2,GFI00158,FÍSICA I,B3,/graduacao/quadrodehorarios/turmas/100000383736,Viviane Angelico Pereira Alfradique,Qua 11:00-13:00; Sex 11:00-13:00; Sab 08:00-10:00,Qua-Sex-Sab,93,33
2023/2,GFI00158,FÍSICA I,C1,/graduacao/quadrodehorarios/turmas/100000383734,Maria Emilia Xavier Guimaraes Lopes,Seg 14:00-16:00; Qua 14:00-16:00; Sab 08:00-10:00,Seg-Qua-Sab,85,45
2023/2,GFI00158,FÍSICA I,D1,/graduacao/quadrodehorarios/turmas/100000383748,Anna Maria Nobrega Chame,Seg 16:00-18:00; Qua 16:00-18:00; Sab 08:00-10:00,Seg-Qua-Sab,99,59
2023/2,GFI00158,FÍSICA I,F1,/graduacao/quadrodehorarios/turmas/100000383735,Marcel Nogueira de Oliveira,Seg 20:00-22:00; Qua 20:00-22:00; Sab 08:00-10:00,Seg-Qua-Sab,95,20
2023/2,GFI00158,FÍSICA I,G1,/graduacao/quadrodehorarios/turmas/100000383761,Viviane Angelico Pereira Alfradique,Qua 09:00-11:00; Sex 09:00-11:00; Sab 08:00-10:00,Qua-Sex-Sab,64,23
2023/2,GFI00159,FÍSICA II,D1,/graduacao/quadrodehorarios/turmas/100000383732,Daniel Schneider Tasca,Seg 16:00-18:00; Qua 16:00-18:00; Sab 11:00-13:00,Seg-Qua-Sab,94,42
2023/2,GFI00159,FÍSICA II,E1,/graduacao/quadrodehorarios/turmas/100000383753,Evandro Vidor Lins de Mello,Seg 18:00-20:00; Qua 18:00-20:00; Sab 11:00-13:00,Seg-Qua-Sab,70,24
2023/2,TEP00111,GERENCIAMENTO DE PROJETOS I,A1,/graduacao/quadrodehorarios/turmas/100000377401,Jose Rodrigues de Farias Filho,Ter 07:00-11:00,Ter,50,38
2023/2,TEP00111,GERENCIAMENTO DE PROJETOS I,B1,/graduacao/quadrodehorarios/turmas/100000377388,Ruben Huamanchumo Gutierrez,Qua 09:00-13:00,Qua,50,18
2023/2,TCC00324,GOVERNANÇA EM TECNOLOGIA DA INFORMAÇÃO,A1,/graduacao/quadrodehorarios/turmas/100000381379,Marcelo Fornazin,Qua 18:00-22:00,Qua,50,36
2023/2,TCC00297,INTELIGÊNCIA ARTIFICIAL,A1,/graduacao/quadrodehorarios/turmas/100000381380,Mariza Ferro,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,41,35
2023/2,STA00191,INTELIGÊNCIA DE NEGÓCIOS,P1,/graduacao/quadrodehorarios/turmas/100000383151,Elaine Ribeiro Sigette,Ter 18:00-22:00,Ter,60,58
2023/2,TCC00298,INTERFACE HOMEM-MÁQUINA,A1,/graduacao/quadrodehorarios/turmas/100000381381,Luciana Cardoso de Castro Salgado,Qua 09:00-11:00; Sex 09:00-11:00,Qua-Sex,45,27
2023/2,TCC00350,INTRODUÇÃO À COMPUTAÇÃO QUÂNTICA,A1,/graduacao/quadrodehorarios/turmas/100000382716,Luis Antonio Brasil Kowada,Sex 09:00-13:00,Sex,45,20
2023/2,TCC00300,LABORATÓRIO DE PROGRAMAÇÃO DE DISPOSITIVOS MÓVEIS,AA,/graduacao/quadrodehorarios/turmas/100000381489,Leandro Santiago de Araujo,Qui 14:00-16:00,Qui,36,25
2023/2,TCC00300,LABORATÓRIO DE PROGRAMAÇÃO DE DISPOSITIVOS MÓVEIS,BA,/graduacao/quadrodehorarios/turmas/100000381497,Leandro Santiago de Araujo,Qui 16:00-18:00,Qui,32,27
2023/2,TCC00301,LABORATÓRIO DE PROGRAMAÇÃO DE JOGOS,AA,/graduacao/quadrodehorarios/turmas/100000381490,Esteban Walter Gonzalez Clua,Sex 11:00-13:00,Sex,41,39
2023/2,TCC00301,LABORATÓRIO DE PROGRAMAÇÃO DE JOGOS,BA,/graduacao/quadrodehorarios/turmas/100000381491,Esteban Walter Gonzalez Clua,Sex 09:00-11:00,Sex,41,40
2023/2,TCC00344,LABORATÓRIO DE PROGRAMAÇÃO PARALELA I,AA,/graduacao/quadrodehorarios/turmas/100000381494,Lucia Maria de Assumpcao Drummond,Seg 07:00-09:00; Qua 07:00-09:00,Seg-Qua,39,34
2023/2,TCC00346,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,AA,/graduacao/quadrodehorarios/turmas/100000381492,Leandro Augusto Frata Fernandes,Qua 09:00-11:00,Qua,3,30
2023/2,TCC00346,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,BA,/graduacao/quadrodehorarios/turmas/100000381495,Mario Roberto Folhadela Benevides,Qua 09:00-11:00,Qua,6,31
2023/2,TCC00346,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,CA,/graduacao/quadrodehorarios/turmas/100000381493,Leandro Augusto Frata Fernandes,Seg 09:00-11:00,Seg,4,25
2023/2,TCC00346,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,DA,/graduacao/quadrodehorarios/turmas/100000381496,Mario Roberto Folhadela Benevides,Seg 09:00-11:00,Seg,27,7
2023/2,GLC00292,LIBRAS I,A1,/graduacao/quadrodehorarios/turmas/100000379927,Bruno Ramos,Seg 09:00-11:00,Seg,44,37
2023/2,GLC00292,LIBRAS I,A2,/graduacao/quadrodehorarios/turmas/100000379928,Bruno Ramos,Seg 11:00-13:00,Seg,43,37
2023/2,GLC00292,LIBRAS I,D1,/graduacao/quadrodehorarios/turmas/100000379939,Tathianna Prado Dawes,Qui 09:00-11:00,Qui,44,34
2023/2,GLC00292,LIBRAS I,E3,/graduacao/quadrodehorarios/turmas/100000379944,Gildete da Silva Amorim Mendes Francisco,Sex 16:00-18:00,Sex,38,28
2023/2,TCC00304,LINGUAGENS DE PROGRAMAÇÃO,A1,/graduacao/quadrodehorarios/turmas/100000381384,Bruno Lopes Vieira,Qua 07:00-09:00; Sex 07:00-09:00,Qua-Sex,50,40
2023/2,TCC00305,LINGUAGENS FORMAIS E TEORIA DA COMPUTAÇÃO,A1,/graduacao/quadrodehorarios/turmas/100000381385,Bruno Lopes Vieira,Seg 09:00-11:00; Qua 09:00-11:00,Seg-Qua,45,27
2023/2,GAN00166,LÓGICA PARA A CIÊNCIA DA COMPUTAÇÃO,A1,/graduacao/quadrodehorarios/turmas/100000387067,Jorge Petrucio Viana,Seg 14:00-16:00; Qua 14:00-16:00,Seg-Qua,54,33
2023/2,GAN00166,LÓGICA PARA A CIÊNCIA DA COMPUTAÇÃO,B1,/graduacao/quadrodehorarios/turmas/100000387068,Taisa Lopes Martins,Ter 14:00-16:00; Qui 14:00-16:00,Ter-Qui,50,43
2023/2,GAN00167,MATEMÁTICA DISCRETA,A1,/graduacao/quadrodehorarios/turmas/100000387069,Jorge Petrucio Viana,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,53,33
2023/2,GAN00167,MATEMÁTICA DISCRETA,B1,/graduacao/quadrodehorarios/turmas/100000387070,Jones Colombo,Seg 14:00-16:00; Qua 14:00-16:00,Seg-Qua,20,40
2023/2,GAN00167,MATEMÁTICA DISCRETA,C1,/graduacao/quadrodehorarios/turmas/100000387071,Yuri Ki,Seg 14:00-16:00; Qua 14:00-16:00,Seg-Qua,19,47
2023/2,TCC00330,MODELAGEM DE PROCESSOS DE NEGÓCIOS,A1,/graduacao/quadrodehorarios/turmas/100000381387,Rodrigo Salvador Monteiro,Ter 18:00-22:00,Ter,48,28
2023/2,STA00267,MODELOS DE GESTÃO CONTEMPORÂNEA,P1,/graduacao/quadrodehorarios/turmas/100000383981,Americo da Costa Ramos Filho,Qui 18:00-22:00,Qui,77,72
2023/2,TCC00306,MÉTODOS NUMÉRICOS,A1,/graduacao/quadrodehorarios/turmas/100000381386,Ricardo Leiderman,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,50,35
2023/2,TCC00318,PESQUISA OPERACIONAL,A1,/graduacao/quadrodehorarios/turmas/100000381388,Luiz Satoru Ochi,Seg 09:00-13:00,Seg,40,25
2023/2,TCC00307,PROGRAMAÇÃO CIENTÍFICA,A1,/graduacao/quadrodehorarios/turmas/100000381390,Andre Maues Brabo Pereira,Ter 11:00-13:00; Qui 11:00-13:00,Ter-Qui,45,27
2023/2,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,A1,/graduacao/quadrodehorarios/turmas/100000381394,Leandro Augusto Frata Fernandes,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,3,36
2023/2,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,B1,/graduacao/quadrodehorarios/turmas/100000382223,Loana Tito Nogueira,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,6,35
2023/2,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,C1,/graduacao/quadrodehorarios/turmas/100000382224,Dante Corbucci Filho,Qua 11:00-13:00; Sex 11:00-13:00,Qua-Sex,36,15
2023/2,TCC00347,PROGRAMAÇÃO ESTRUTURADA,A1,/graduacao/quadrodehorarios/turmas/100000381397,Patrick Barbosa Moratori,Seg 16:00-18:00; Qua 16:00-18:00,Seg-Qua,52,43
2023/2,TCC00347,PROGRAMAÇÃO ESTRUTURADA,B1,/graduacao/quadrodehorarios/turmas/100000381398,Lauro Eduardo Kozovits,Ter 09:00-11:00; Qui 09:00-11:00,Ter-Qui,51,18
2023/2,TCC00347,PROGRAMAÇÃO ESTRUTURADA,C1,/graduacao/quadrodehorarios/turmas/100000381431,Isabel Cristina Mello Rosseti,Ter 16:00-18:00; Qui 16:00-18:00,Ter-Qui,46,23
2023/2,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,A1,/graduacao/quadrodehorarios/turmas/100000381399,Luiz Andre Portes Paes Leme,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,54,31
2023/2,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,B1,/graduacao/quadrodehorarios/turmas/100000381437,Anselmo Antunes Montenegro,Seg 16:00-18:00; Qua 16:00-18:00,Seg-Qua,45,27
2023/2,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,C1,/graduacao/quadrodehorarios/turmas/100000381400,Carlos Alberto Soares Ribeiro,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,40,33
2023/2,TCC00312,PROJETO DE SOFTWARE,A1,/graduacao/quadrodehorarios/turmas/100000381403,Vania de Oliveira Neves,Seg 11:00-13:00; Qua 11:00-13:00,Seg-Qua,57,44
2023/2,TEC00209,PROPRIEDADE INDUSTRIAL,A1,/graduacao/quadrodehorarios/turmas/100000379471,Luis Gustavo Zelaya Cruz,Sex 14:00-18:00,Sex,60,50
