turma_id,semestre,codigo,turma,dia,inicio,fim,sala,valor_original
2025-2-TCC00326-J3,2025-2,TCC00326,J3,terca,11:00,13:00,308,"11/13
308"
2025-2-TCC00326-J3,2025-2,TCC00326,J3,quinta,11:00,13:00,L306,"11/13
L306"
2025-2-TCC00326-J4,2025-2,TCC00326,J4,terca,11:00,13:00,L303,"11/13
L303"
2025-2-TCC00326-J4,2025-2,TCC00326,J4,quinta,11:00,13:00,206,"11/13
206"
2025-2-TCC00326-K1,2025-2,TCC00326,K1,terca,14:00,16:00,204,"14/16
204"
2025-2-TCC00326-K1,2025-2,TCC00326,K1,quinta,14:00,16:00,L306,"14/16
L306"
2025-2-TCC00326-K2,2025-2,TCC00326,K2,terca,14:00,16:00,L302,"14/16
L302"
2025-2-TCC00326-K2,2025-2,TCC00326,K2,quinta,14:00,16:00,204,"14/16
204"
2025-2-TCC00326-K3,2025-2,TCC00326,K3,terca,14:00,16:00,202,"14/16
202"
2025-2-TCC00326-K3,2025-2,TCC00326,K3,quinta,14:00,16:00,L302,"14/16
L302"
2025-2-TCC00326-K4,2025-2,TCC00326,K4,terca,14:00,16:00,L305,"14/16
L305"
2025-2-TCC00326-K4,2025-2,TCC00326,K4,quinta,14:00,16:00,206,"14/16
206"
2025-2-TCC00326-L1,2025-2,TCC00326,L1,terca,16:00,18:00,L302,"16/18
L302"
2025-2-TCC00326-L1,2025-2,TCC00326,L1,quinta,16:00,18:00,204,"16/18
204"
2025-2-TCC00326-L2,2025-2,TCC00326,L2,terca,16:00,18:00,L302,"16/18
L302"
2025-2-TCC00326-L2,2025-2,TCC00326,L2,quinta,16:00,18:00,204,"16/18
204"
2025-2-GCI00126-,2025-2,GCI00126,,sexta,18:00,22:00,,18/22
2025-2-GCI00116-,2025-2,GCI00116,,quinta,18:00,22:00,,18/22
