id,semestre,codigo,codigo_original,codigo_interno,disciplina,turma,turma_original,origem_codigo,categoria_observada,alocacao,professores,professores_qtd,alocacao_original,normalizacao_docente_verificada,status,pendencias,pagina_pdf,posicao_y,arquivo_origem
2026-2-TCC00357-A1,2026-2,TCC00357,TCC00357,TCC00357,PROG. ORIENTADA A OBJETOS I,A1,A1,IC,nao_informada,Igor Machado,Igor Machado,1,Igor Machado,True,ativa,,5,294.056,dados/brutos/QH-2026-2.pdf
2026-2-TCC00307-A1,2026-2,TCC00307,TCC00307,TCC00307,PROGRAMAÇÃO CIENTÍFICA,A1,A1,IC,nao_informada,Andre Brabo,Andre Brabo,1,Andre Brabo,True,ativa,,5,324.176,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-D1,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,D1,D1,IC,nao_informada,Leandro Fernandes,Leandro Fernandes,1,Leandro Fernandes,True,ativa,,5,354.296,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-D2,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,D2,D2,IC,nao_informada,Jose Raphael,Jose Raphael,1,J. Raphael,True,ativa,,5,384.416,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-D3,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,D3,D3,IC,nao_informada,Kowada,Kowada,1,Kowada,True,ativa,,5,414.536,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-E1,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,E1,E1,IC,nao_informada,Andre Silveira,Andre Silveira,1,André Silveira,True,ativa,,5,444.656,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-E2,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,E2,E2,IC,nao_informada,Miguel,Miguel,1,Miguel,False,ativa,normalizacao_docente_nao_verificada,5,474.776,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-F1,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,F1,F1,IC,nao_informada,Leandro Fernandes,Leandro Fernandes,1,Leandro Fernandes,True,ativa,,5,504.896,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-F2,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,F2,F2,IC,nao_informada,,Martinhon;Loana,2,Martinhon/Loana,True,ativa,multiplos_professores,6,53.096,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-F3,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,F3,F3,IC,nao_informada,Lauro,Lauro,1,Lauro,True,ativa,,6,83.216,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-G1,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,G1,G1,IC,nao_informada,Aline Paes,Aline Paes,1,Aline Paes,True,ativa,,6,113.336,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-G2,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,G2,G2,IC,nao_informada,Troy,Troy,1,Troy,True,ativa,,6,143.456,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-G3,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,G3,G3,IC,nao_informada,Loana,Loana,1,Loana,True,ativa,,6,173.576,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-H1,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,H1,H1,IC,nao_informada,Lauro,Lauro,1,Lauro,True,ativa,,6,203.696,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-H2,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES (CANCELADA),H2,H2,IC,nao_informada,,,0,--,False,cancelada,horario_ausente;professor_ausente,6,233.816,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-H3,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,H3,H3,IC,nao_informada,,Martinhon;Loana,2,Martinhon/Loana,True,ativa,multiplos_professores,6,263.936,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-J1,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J1,J1,IC,nao_informada,Daniela,Daniela,1,Daniela,True,ativa,,6,294.056,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-J2,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J2,J2,IC,nao_informada,Luiz Andre,Luiz Andre,1,Luiz André,True,ativa,,6,324.176,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-J3,2026-2,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J3,J3,IC,nao_informada,Thiago,Thiago,1,Thiago,False,ativa,normalizacao_docente_nao_verificada,6,354.296,dados/brutos/QH-2026-2.pdf
2026-2-TCC00308-A1,2026-2,TCC00308,TCC00308,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,A1,A1,IC,nao_informada,Mario,Mario,1,Mario,True,ativa,,6,384.416,dados/brutos/QH-2026-2.pdf
2026-2-TCC00366-A1,2026-2,TCC00366,TCC00366,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,A1,A1,IC,nao_informada,Yuri,Yuri,1,Yuri,True,ativa,,6,414.536,dados/brutos/QH-2026-2.pdf
2026-2-TCC00308-B1,2026-2,TCC00308,TCC00308,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,B1,B1,IC,nao_informada,Luiz Bez,Luiz Bez,1,Luiz Bez,True,ativa,,6,444.656,dados/brutos/QH-2026-2.pdf
2026-2-TCC00366-B1,2026-2,TCC00366,TCC00366,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,B1,B1,IC,nao_informada,Leo Cruz,Leo Cruz,1,Leo Cruz,True,ativa,,6,474.776,dados/brutos/QH-2026-2.pdf
2026-2-TCC00356-A1,2026-2,TCC00356,TCC00356,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,A1,A1,IC,nao_informada,Patrick,Patrick,1,Patrick,True,ativa,,6,504.896,dados/brutos/QH-2026-2.pdf
2026-2-TCC00356-B1,2026-2,TCC00356,TCC00356,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,B1,B1,IC,nao_informada,Patrick,Patrick,1,Patrick,True,ativa,,7,53.096,dados/brutos/QH-2026-2.pdf
2026-2-TCC00347-A1,2026-2,TCC00347,TCC00347,TCC00347,PROGRAMAÇÃO ESTRUTURADA,A1,A1,IC,nao_informada,Aline Paes,Aline Paes,1,Aline Paes,True,ativa,,7,83.216,dados/brutos/QH-2026-2.pdf
2026-2-TCC00347-B1,2026-2,TCC00347,TCC00347,TCC00347,PROGRAMAÇÃO ESTRUTURADA,B1,B1,IC,nao_informada,Rosseti,Rosseti,1,Isabel Rosseti,True,ativa,,7,113.336,dados/brutos/QH-2026-2.pdf
2026-2-TCC00196-SEM-TURMA,2026-2,TCC00196,TCC00196,TCC00196,PROGRAMAÇÃO LINEAR INTEIRA - OTIMIZAÇÃO COMBINATÓRIA (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Yuri,Yuri,1,Yuri,True,ativa,,7,143.456,dados/brutos/QH-2026-2.pdf
2026-2-TCC00335-A1,2026-2,TCC00335,TCC00335,TCC00335,PROJETO DE BANCO DE DADOS,A1,A1,IC,nao_informada,Marcos Bedo,Marcos Bedo,1,Marcos Bedo,True,ativa,,7,173.576,dados/brutos/QH-2026-2.pdf
2026-2-TCC00312-A1,2026-2,TCC00312,TCC00312,TCC00312,PROJETO DE SOFTWARE,A1,A1,IC,nao_informada,Troy,Troy,1,Troy,True,ativa,,7,203.696,dados/brutos/QH-2026-2.pdf
2026-2-TCC00338-A1,2026-2,TCC00338,TCC00338,TCC00338,PROJETO DE SOFTWARE,A1,A1,IC,nao_informada,Paulo Pires,Paulo Pires,1,Paulo Pires,True,ativa,,7,233.816,dados/brutos/QH-2026-2.pdf
2026-2-TCC00311-B1,2026-2,TCC00311,TCC00311,TCC00311,PROJETO FINAL II,B1,B1,IC,nao_informada,,,0,,False,incompleta,horario_ausente;professor_ausente,7,263.936,dados/brutos/QH-2026-2.pdf
2026-2-TCC00365-A1,2026-2,TCC00365,TCC00365,TCC00365,QUALIDADE E TESTE DE SOFTWARE,A1,A1,IC,nao_informada,Vania,Vania,1,Vânia,True,ativa,,7,294.056,dados/brutos/QH-2026-2.pdf
2026-2-TCC00359-A1,2026-2,TCC00359,TCC00359,TCC00359,REDES DE COMPUTADORES,A1,A1,IC,nao_informada,Igor Moraes,Igor Moraes,1,Igor Moraes,True,ativa,,7,324.176,dados/brutos/QH-2026-2.pdf
2026-2-TCC00313-A1,2026-2,TCC00313,TCC00313,TCC00313,REDES DE COMPUTADORES I,A1,A1,IC,nao_informada,Celio,Celio,1,Célio,True,ativa,,7,354.296,dados/brutos/QH-2026-2.pdf
2026-2-TCC00314-A1,2026-2,TCC00314,TCC00314,TCC00314,REDES DE COMPUTADORES II,A1,A1,IC,nao_informada,Celio,Celio,1,Célio,True,ativa,,7,384.416,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-006-SEM-TURMA,2026-2,,--,SEM-CODIGO-006,SEMINÁRIOS DE S.I.,,--,nao_identificada,nao_informada,Raphael Guerra,Raphael Guerra,1,Raphael Guerra,True,ativa,codigo_ausente,7,414.536,dados/brutos/QH-2026-2.pdf
2026-2-TCC00341-A1,2026-2,TCC00341,TCC00341,TCC00341,SEGURANÇA DA INFORMAÇÃO,A1,A1,IC,nao_informada,Raphael Machado,Raphael Machado,1,Raphael Machado,True,ativa,,7,444.656,dados/brutos/QH-2026-2.pdf
2026-2-TCC00358-A1,2026-2,TCC00358,TCC00358,TCC00358,SISTEMAS COMPUTACIONAIS,A1,A1,IC,nao_informada,Aline Nascimento,Aline Nascimento,1,Aline Nascimento,True,ativa,,7,474.776,dados/brutos/QH-2026-2.pdf
2026-2-TCC00358-B1,2026-2,TCC00358,TCC00358,TCC00358,SISTEMAS COMPUTACIONAIS,B1,B1,IC,nao_informada,Cristina Boeres,Cristina Boeres,1,Cristina Boeres,True,ativa,,7,504.896,dados/brutos/QH-2026-2.pdf
2026-2-TCC00315-A1,2026-2,TCC00315,TCC00315,TCC00315,SISTEMAS DISTRIBUÍDOS,A1,A1,IC,nao_informada,Flavia Delicato,Flavia Delicato,1,Flavia Delicato,True,ativa,,8,53.096,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-007-SEM-TURMA,2026-2,,--,SEM-CODIGO-007,SISTEMAS DISTRIBUÍDOS (GRAD. E PÓS),,--,nao_identificada,graduacao_pos_explicita_no_nome,Flavia Delicato,Flavia Delicato,1,Flavia Delicato,True,ativa,codigo_ausente,8,83.216,dados/brutos/QH-2026-2.pdf
2026-2-TCC00362-A1,2026-2,TCC00362,TCC00362,TCC00362,SISTEMAS DISTRIBUÍDOS PARA SI,A1,A1,IC,nao_informada,Raphael Guerra,Raphael Guerra,1,Raphael Guerra,True,ativa,,8,113.336,dados/brutos/QH-2026-2.pdf
2026-2-TCC00316-A1,2026-2,TCC00316,TCC00316,TCC00316,SISTEMAS OPERACIONAIS,A1,A1,IC,nao_informada,Aline Nascimento,Aline Nascimento,1,Aline Nascimento,True,ativa,,8,143.456,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-008-SEM-TURMA,2026-2,,--,SEM-CODIGO-008,TÓPICOS ARQUITETURA DE SISTEMAS PARA INFERÊNCIA DDE LLMs LOCAIS (GRAD. E PÓS),,--,nao_identificada,graduacao_pos_explicita_no_nome,Paulo Pires,Paulo Pires,1,Paulo Pires,True,ativa,codigo_ausente,8,173.576,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-009-SEM-TURMA,2026-2,,--,SEM-CODIGO-009,TÓPICOS AVANÇADOS (DESAPRENDIZADO DE MÁQUINAS) (GRAD. E PÓS),,--,nao_identificada,graduacao_pos_explicita_no_nome,Guto,Guto,1,Guto,True,ativa,codigo_ausente,8,203.696,dados/brutos/QH-2026-2.pdf
2026-2-TCC00234-SEM-TURMA,2026-2,TCC00234,TCC00234,TCC00234,TÓPICOS EM ARQUITETURAS DE COMPUTADORES I (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Lucia,Lucia,1,Lúcia Drummond,True,ativa,,8,233.816,dados/brutos/QH-2026-2.pdf
2026-2-TCC00237-A1,2026-2,TCC00237,TCC00237,TCC00237,TÓPICOS EM AUTOMAÇÃO I - ROBÓTICA E VEÍCULOS AUTÔNOMOS (GRAD. E PÓS),A1,A1,IC,graduacao_pos_explicita_no_nome,Esteban,Esteban,1,Esteban,True,ativa,,8,263.936,dados/brutos/QH-2026-2.pdf
2026-2-TCC00245-SEM-TURMA,2026-2,TCC00245,TCC00245,TCC00245,TÓPICOS EM BANCO DE DADOS II - RASTREABILIDADE E GOVERNANÇA DE DADOS (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Daniel,Daniel,1,Daniel,True,ativa,,8,294.056,dados/brutos/QH-2026-2.pdf
2026-2-TCC00241-A1,2026-2,TCC00241,TCC00241,TCC00241,TÓPICOS EM COMPUTAÇÃO I - GRAFOS E SUAS APLICAÇÕES,A1,A1,IC,nao_informada,Andre Renato,Andre Renato,1,Andre Renato,True,ativa,,8,324.176,dados/brutos/QH-2026-2.pdf
2026-2-TCC00242-SEM-TURMA,2026-2,TCC00242,TCC00242,TCC00242,TÓPICOS EM COMPUTAÇÃO II - ÁLGEBRA LINEAR COMPUTACIONAL (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Pedro,Pedro,1,Pedro,True,ativa,,8,354.296,dados/brutos/QH-2026-2.pdf
2026-2-TCC00243-SEM-TURMA,2026-2,TCC00243,TCC00243,TCC00243,TÓPICOS EM COMPUTAÇÃO III - ALGORITMOS E COMPLEXIDADE DE PROBLEMAS (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Luis Felipe,Luis Felipe,1,Luis Felipe,True,ativa,,8,384.416,dados/brutos/QH-2026-2.pdf
2026-2-TCC00252-SEM-TURMA,2026-2,TCC00252,TCC00252,TCC00252,TÓPICOS EM ENG DE SOFTWARE III - IA GENERATIVA (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Vania,Vania,1,Vânia,True,ativa,,8,414.536,dados/brutos/QH-2026-2.pdf
2026-2-TCC00259-SEM-TURMA,2026-2,TCC00259,TCC00259,TCC00259,TÓPICOS EM IA I - APRENDIZADO PROFUNDO (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Anselmo,Anselmo,1,Anselmo,True,ativa,,8,444.656,dados/brutos/QH-2026-2.pdf
2026-2-TCC00367-SEM-TURMA,2026-2,TCC00367,TCC00367,TCC00367,TÓPICOS INTRODUÇÃO AO APREND DE MÁQUINA P/ SAÚDE (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Flavio Seixas,Flavio Seixas,1,Flavio Seixas,True,ativa,,8,474.776,dados/brutos/QH-2026-2.pdf
2026-2-TCC00271-SEM-TURMA,2026-2,TCC00271,TCC00271,TCC00271,TÓPICOSS EM LINGUAGEM DE PROGRAMAÇÃO I - LÓGICA NEBULOSA (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Patrick,Patrick,1,Patrick,True,ativa,,8,504.896,dados/brutos/QH-2026-2.pdf
2026-2-TIC10005-SEM-TURMA,2026-2,TIC10005,TIC10005,TIC10005,TRATAMENTO DE INCERTEZAS (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Andre Brabo,Andre Brabo,1,Andre Brabo,True,ativa,,9,53.096,dados/brutos/QH-2026-2.pdf
2026-2-TCC00360-A1,2026-2,TCC00360,TCC00360,TCC00360,VISUALIZAÇÃO DE DADOS,A1,A1,IC,nao_informada,Marcos Lage,Marcos Lage,1,Marcos Lage,True,ativa,,9,83.216,dados/brutos/QH-2026-2.pdf
