id,semestre,codigo,codigo_original,codigo_interno,disciplina,turma,turma_original,origem_codigo,categoria_observada,alocacao,professores,professores_qtd,alocacao_original,normalizacao_docente_verificada,status,pendencias,pagina_pdf,posicao_y,arquivo_origem
2026-1-TCC00326-F1,2026-1,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,F1,F1,IC,servico,John,John,1,JOHN REED,True,ativa,,7,269.335,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-F2,2026-1,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,F2,F2,IC,servico,Kowada,Kowada,1,LUIS KOWADA,True,ativa,,7,304.855,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-F3,2026-1,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,F3,F3,IC,servico,Lauro,Lauro,1,LAURO,True,ativa,,7,340.375,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-G1,2026-1,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,G1,G1,IC,servico,John,John,1,JOHN REED,True,ativa,,7,375.895,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-G2,2026-1,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,G2,G2,IC,servico,Christiano,Christiano,1,CHRISTIANO BRAGA,True,ativa,,7,411.415,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-G3,2026-1,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,G3,G3,IC,servico,Paulo Pires,Paulo Pires,1,PAULO PIRES,True,ativa,,7,446.935,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-G4,2026-1,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,G4,G4,IC,servico,Mariza,Mariza,1,MARIZA FERRO,True,ativa,,7,482.455,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-H1,2026-1,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,H1,H1,IC,servico,Loana,Loana,1,LOANA TITO,True,ativa,,7,517.975,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-H2,2026-1,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,H2,H2,IC,servico,Christiano,Christiano,1,CHRISTIANO BRAGA,True,ativa,,8,56.215,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-H3,2026-1,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,H3,H3,IC,servico,Lauro,Lauro,1,LAURO,True,ativa,,8,91.735,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-H4,2026-1,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,H4,H4,IC,servico,Martinhon,Martinhon,1,CARLOS MARTINHON,True,ativa,,8,127.255,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-J1,2026-1,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J1,J1,IC,servico,,,0,----,False,incompleta,professor_ausente,8,162.775,dados/brutos/QH-2026-1.pdf
2026-1-TCC00326-J2,2026-1,TCC00326,TCC00326,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J2,J2,IC,servico,Christiano,Christiano,1,CHRISTIANO BRAGA,True,ativa,,8,198.295,dados/brutos/QH-2026-1.pdf
2026-1-TCC00280-A1,2026-1,TCC00280,TCC00280,TCC00280,COMPUTAÇÃO E MEIO AMBIENTE,A1,A1,IC,optativa,Jose Raphael,Jose Raphael,1,JOSE RAPHAEL,True,ativa,,8,245.095,dados/brutos/QH-2026-1.pdf
2026-1-TCC00195-A1,2026-1,TCC00195,TCC00195,TCC00195,METAHEURÍSTICAS Pós: Inteligência Computacional,A1,A1,IC,optativa,Satoru,Satoru,1,LUIZ SATORU,True,ativa,,8,280.615,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-002-SEM-TURMA,2026-1,,,SEM-CODIGO-002,Pós: Aprendizado Profundo e Física Computacional,,,nao_identificada,optativa,Andre Brabo,Andre Brabo,1,ANDRÉ MAUES,True,ativa,codigo_ausente,8,316.255,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-003-SEM-TURMA,2026-1,,,SEM-CODIGO-003,Pós: Ciência Aberta,,,nao_identificada,optativa,Viterbo,Viterbo,1,JOSE VITERBO,True,ativa,codigo_ausente,8,351.655,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-004-SEM-TURMA,2026-1,,,SEM-CODIGO-004,Pós: Desenvolvimento de jogos e realidade virtual,,,nao_identificada,optativa,Esteban,Esteban,1,ESTEBAN CLUA,True,ativa,codigo_ausente,8,387.175,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-005-SEM-TURMA,2026-1,,,SEM-CODIGO-005,Pós: Métodos Computacionais para a Propagação de Ondas,,,nao_identificada,optativa,Ricardo,Ricardo,1,RICARDO LEIDERMAN,True,ativa,codigo_ausente,8,422.815,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-006-SEM-TURMA,2026-1,,,SEM-CODIGO-006,Pós: Otimização em Grafos,,,nao_identificada,optativa,Fabio,Fabio,1,FÁBIO PROTTI,True,ativa,codigo_ausente,8,458.215,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-007-SEM-TURMA,2026-1,,,SEM-CODIGO-007,Pós: Redes de Computadores,,,nao_identificada,optativa,Igor Moraes,Igor Moraes,1,IGOR MONTEIRO,True,ativa,codigo_ausente,8,493.735,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-008-SEM-TURMA,2026-1,,,SEM-CODIGO-008,Pós: UX Design - Aplicando IA no Processo Criativo Centrado no Humano,,,nao_identificada,optativa,Daniela,Daniela,1,DANIELA TREVISAN,True,ativa,codigo_ausente,8,529.375,dados/brutos/QH-2026-1.pdf
2026-1-SEM-CODIGO-009-SEM-TURMA,2026-1,,,SEM-CODIGO-009,Pós: Visualização de Dados,,,nao_identificada,optativa,Marcos Lage,Marcos Lage,1,MARCOS LAGE,True,ativa,codigo_ausente,9,56.215,dados/brutos/QH-2026-1.pdf
2026-1-TCC00244-A1,2026-1,TCC00244,TCC00244,TCC00244,TÓPICOS EM BANCO DE DADOS I Pós: eScience,A1,A1,IC,optativa,Vanessa,Vanessa,1,VANESSA BRAGANHOLO,True,ativa,,9,91.735,dados/brutos/QH-2026-1.pdf
2026-1-TCC00241-A1,2026-1,TCC00241,TCC00241,TCC00241,TÓPICOS EM COMPUTAÇÃO I Pós: Visão Computacional,A1,A1,IC,optativa,Leandro Fernandes,Leandro Fernandes,1,LEANDRO FERNANDES,True,ativa,,9,127.255,dados/brutos/QH-2026-1.pdf
2026-1-TCC00250-A1,2026-1,TCC00250,TCC00250,TCC00250,TÓPICOS EM ENGENHARIA DE SOFWARE I Pós: Game Analytics,A1,A1,IC,optativa,Troy,Troy,1,TROY,True,ativa,,9,162.775,dados/brutos/QH-2026-1.pdf
2026-1-TCC00251-A1,2026-1,TCC00251,TCC00251,TCC00251,TÓPICOS EM ENGENHARIA DE SOFWARE II Pós: Controle de Versão,A1,A1,IC,optativa,Leo Murta,Leo Murta,1,LEONARDO MURTA,True,ativa,,9,198.295,dados/brutos/QH-2026-1.pdf
2026-1-TCC00259-A1,2026-1,TCC00259,TCC00259,TCC00259,TÓPICOS EM INTELIGÊNCIA ARTIFICIAL I Aprendizado Profundo,A1,A1,IC,optativa,Luiz Bez,Luiz Bez,1,LUIZ BEZ,True,ativa,,9,233.815,dados/brutos/QH-2026-1.pdf
2026-1-TCC00260-A1,2026-1,TCC00260,TCC00260,TCC00260,TÓPICOS EM INTELIGÊNCIA ARTIFICIAL II Pós: Aprendizado de Máquina,A1,A1,IC,optativa,Taiane,Taiane,1,TAIANE COELHO,True,ativa,,9,269.335,dados/brutos/QH-2026-1.pdf
2026-1-TCC00271-A1,2026-1,TCC00271,TCC00271,TCC00271,TÓPICOS EM LINGUAGEM DE PROGRAMAÇÃO I,A1,A1,IC,optativa,Patrick,Patrick,1,PATRICK,True,ativa,,9,304.855,dados/brutos/QH-2026-1.pdf
2026-1-TCC00230-A1,2026-1,TCC00230,TCC00230,TCC00230,TÓPICOS ESPECIAIS EM SEGURANÇA DA INFORMAÇÃO Pós: Criptografia,A1,A1,IC,optativa,Kowada,Kowada,1,LUIS KOWADA,True,ativa,,9,340.375,dados/brutos/QH-2026-1.pdf
2026-2-TCC00265-SEM-TURMA,2026-2,TCC00265,TCC00265,TCC00265,TÓPICOS EM INTERFACE HOMEM MÁQUINA (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Luciana,Luciana,1,Luciana Salgado,True,ativa,,1,68.216,dados/brutos/QH-2026-2.pdf
2026-2-TCC00284-A1,2026-2,TCC00284,TCC00284,TCC00284,ALGORITMOS EM GRAFOS,A1,A1,IC,nao_informada,Fabio,Fabio,1,Fabio,True,ativa,,1,98.336,dados/brutos/QH-2026-2.pdf
2026-2-TCC00203-SEM-TURMA,2026-2,TCC00203,TCC00203,TCC00203,ANÁLISE / PROCESSAMENTO DE IMAGENS (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Aura,Aura,1,Aura,True,ativa,,1,128.456,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-001-SEM-TURMA,2026-2,,--,SEM-CODIGO-001,ANÁLISE COMPUTACIONAL DE SISTEMAS DE POTÊNCIA (GRAD. E PÓS),,--,nao_identificada,graduacao_pos_explicita_no_nome,Julio Stacchini,Julio Stacchini,1,Julio Stacchini,False,ativa,codigo_ausente;normalizacao_docente_nao_verificada,1,158.576,dados/brutos/QH-2026-2.pdf
2026-2-TCC00285-A1,2026-2,TCC00285,TCC00285,TCC00285,ANÁLISE E PROJETO DE ALGORITMOS,A1,A1,IC,nao_informada,,Raquel;Martinhon,2,Raquel / Martinhon,True,ativa,multiplos_professores,1,188.696,dados/brutos/QH-2026-2.pdf
2026-2-TCC00285-X1,2026-2,TCC00285,TCC00285,TCC00285,ANÁLISE E PROJETO DE ALGORITMOS,X1,X1,IC,nao_informada,Luis Felipe,Luis Felipe,1,Luis Felipe,True,ativa,,1,218.816,dados/brutos/QH-2026-2.pdf
2026-2-TIC10001-SEM-TURMA,2026-2,TIC10001,TIC10001,TIC10001,ANÁLISE E SÍNTESE DE ALGORITMOS (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Fabio,Fabio,1,Fabio,True,ativa,,1,248.936,dados/brutos/QH-2026-2.pdf
2026-2-TCC00286-A1,2026-2,TCC00286,TCC00286,TCC00286,ARQUITETURAS DE COMPUTADORES,A1,A1,IC,nao_informada,Vinod,Vinod,1,Vinod,True,ativa,,1,279.056,dados/brutos/QH-2026-2.pdf
2026-2-TCC00286-B1,2026-2,TCC00286,TCC00286,TCC00286,ARQUITETURAS DE COMPUTADORES,B1,B1,IC,nao_informada,Cristina Boeres,Cristina Boeres,1,Cristina Boeres,True,ativa,,1,309.176,dados/brutos/QH-2026-2.pdf
2026-2-TCC00349-A1,2026-2,TCC00349,TCC00349,TCC00349,AVALIAÇÃO DE DESEMPENHO,A1,A1,IC,nao_informada,Guto,Guto,1,Guto,True,ativa,,1,339.296,dados/brutos/QH-2026-2.pdf
2026-2-TCC00287-A1,2026-2,TCC00287,TCC00287,TCC00287,BANCO DE DADOS I,A1,A1,IC,nao_informada,Vanessa,Vanessa,1,Vanessa,True,ativa,,1,369.416,dados/brutos/QH-2026-2.pdf
2026-2-TCC00288-A1,2026-2,TCC00288,TCC00288,TCC00288,BANCO DE DADOS II,A1,A1,IC,nao_informada,Rodrigo,Rodrigo,1,Rodrigo,True,ativa,,1,399.536,dados/brutos/QH-2026-2.pdf
2026-2-TCC00336-A1,2026-2,TCC00336,TCC00336,TCC00336,BANCO DE DADOS NÃO CONVENCIONAIS,A1,A1,IC,nao_informada,Daniel,Daniel,1,Daniel,True,ativa,,1,429.656,dados/brutos/QH-2026-2.pdf
2026-2-TCC00194-SEM-TURMA,2026-2,TCC00194,TCC00194,TCC00194,BIOLOGIA COMPUTACIONAL (OPTATIVA),,--,IC,optativa_explicita_no_nome,Helena,Helena,1,Helena,True,ativa,,1,459.776,dados/brutos/QH-2026-2.pdf
2026-2-TCC00289-A1,2026-2,TCC00289,TCC00289,TCC00289,COMPILADORES,A1,A1,IC,nao_informada,Flavia Bernardini,Flavia Bernardini,1,Flavia Bernardini,True,ativa,,1,489.896,dados/brutos/QH-2026-2.pdf
2026-2-TCC00290-A1,2026-2,TCC00290,TCC00290,TCC00290,COMPUTAÇÃO E SOCIEDADE,A1,A1,IC,nao_informada,Jose Raphael,Jose Raphael,1,José Raphael,True,ativa,,1,520.016,dados/brutos/QH-2026-2.pdf
2026-2-TCC00222-A1,2026-2,TCC00222,TCC00222,TCC00222,COMPUTAÇÃO E SOCIEDADE PARA SI,A1,A1,IC,nao_informada,Marcelo Fornazin,Marcelo Fornazin,1,Fornazin,True,ativa,,2,53.096,dados/brutos/QH-2026-2.pdf
2026-2-TCC00291-A1,2026-2,TCC00291,TCC00291,TCC00291,COMPUTAÇÃO GRÁFICA,A1,A1,IC,nao_informada,Marcos Lage,Marcos Lage,1,Marcos Lage,True,ativa,,2,83.216,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-002-SEM-TURMA,2026-2,,--,SEM-CODIGO-002,COMPUTAÇÃO MÓVEL,,--,nao_identificada,nao_informada,Celio,Celio,1,Célio,True,ativa,codigo_ausente,2,113.336,dados/brutos/QH-2026-2.pdf
2026-2-TCC00226-A1,2026-2,TCC00226,TCC00226,TCC00226,DESENVOLVIMENTO WEB,A1,A1,IC,nao_informada,Carlos Ribeiro,Carlos Ribeiro,1,Carlos Ribeiro,True,ativa,,2,143.456,dados/brutos/QH-2026-2.pdf
2026-2-TCC00225-A1,2026-2,TCC00225,TCC00225,TCC00225,ENGENHARIA DE SOFTWARE,A1,A1,IC,nao_informada,Rebeca,Rebeca,1,Rebeca,True,ativa,,2,173.576,dados/brutos/QH-2026-2.pdf
2026-2-TCC00292-A1,2026-2,TCC00292,TCC00292,TCC00292,ENGENHARIA DE SOFTWARE I,A1,A1,IC,nao_informada,Leo Murta,Leo Murta,1,Leo Murta,True,ativa,,2,203.696,dados/brutos/QH-2026-2.pdf
2026-2-TCC00293-A1,2026-2,TCC00293,TCC00293,TCC00293,ENGENHARIA DE SOFTWARE II,A1,A1,IC,nao_informada,Leo Murta,Leo Murta,1,Leo Murta,True,ativa,,2,233.816,dados/brutos/QH-2026-2.pdf
2026-2-TIC10002-SEM-TURMA,2026-2,TIC10002,TIC10002,TIC10002,ESTRUTURA DE DADOS E ALGORITMOS (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Igor Machado,Igor Machado,1,Igor Machado,True,ativa,,2,263.936,dados/brutos/QH-2026-2.pdf
2026-2-TCC00319-S1,2026-2,TCC00319,TCC00319,TCC00319,ESTRUTURAS DE DADOS (p/ Eng. de Telecom.),S1,S1,IC,nao_informada,Taiane,Taiane,1,Taiane,True,ativa,,2,294.056,dados/brutos/QH-2026-2.pdf
2026-2-TCC00319-T1,2026-2,TCC00319,TCC00319,TCC00319,ESTRUTURAS DE DADOS (p/ Eng. Elétrica),T1,T1,IC,nao_informada,Pedro,Pedro,1,Pedro,True,ativa,,2,324.176,dados/brutos/QH-2026-2.pdf
2026-2-TCC00348-A1,2026-2,TCC00348,TCC00348,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITMOS,A1,A1,IC,nao_informada,Rosseti,Rosseti,1,Isabel Rosseti,True,ativa,,2,354.296,dados/brutos/QH-2026-2.pdf
2026-2-TCC00348-B1,2026-2,TCC00348,TCC00348,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITMOS,B1,B1,IC,nao_informada,Vanessa,Vanessa,1,Vanessa,True,ativa,,2,384.416,dados/brutos/QH-2026-2.pdf
2026-2-TCC00331-A1,2026-2,TCC00331,TCC00331,TCC00331,ESTRUTURAS DE DADOS PARA SI,A1,A1,IC,nao_informada,Raphael Machado,Raphael Machado,1,Raphael Machado,True,ativa,,2,414.536,dados/brutos/QH-2026-2.pdf
2026-2-TCC00331-B1,2026-2,TCC00331,TCC00331,TCC00331,ESTRUTURAS DE DADOS PARA SI,B1,B1,IC,nao_informada,Taiane,Taiane,1,Taiane,True,ativa,,2,444.656,dados/brutos/QH-2026-2.pdf
2026-2-TCC00371-A1,2026-2,TCC00371,TCC00371,TCC00371,ÉTICA EM INT. ARTIFICIAL E CIÊNCIA DE DADOS,A1,A1,IC,nao_informada,Mariza,Mariza,1,Mariza,True,ativa,,2,474.776,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-003-SEM-TURMA,2026-2,,--,SEM-CODIGO-003,ÉTICA EM INTELIGÊNCIA ARTIFICIAL,,--,nao_identificada,nao_informada,Mariza,Mariza,1,Mariza,True,ativa,codigo_ausente,2,504.896,dados/brutos/QH-2026-2.pdf
2026-2-TCC00296-A1,2026-2,TCC00296,TCC00296,TCC00296,FUNDAMENTOS DE ARQUITETURAS DE COMPUTADORES,A1,A1,IC,nao_informada,Aline Nascimento,Aline Nascimento,1,Aline Nascimento,True,ativa,,3,53.096,dados/brutos/QH-2026-2.pdf
2026-2-TCC00296-B1,2026-2,TCC00296,TCC00296,TCC00296,FUNDAMENTOS DE ARQUITETURAS DE COMPUTADORES,B1,B1,IC,nao_informada,Vinod,Vinod,1,Vinod,True,ativa,,3,83.216,dados/brutos/QH-2026-2.pdf
2026-2-TCC00332-A1,2026-2,TCC00332,TCC00332,TCC00332,FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO,A1,A1,IC,nao_informada,Leo Cruz,Leo Cruz,1,Leo Cruz,True,ativa,,3,113.336,dados/brutos/QH-2026-2.pdf
2026-2-TCC00332-B1,2026-2,TCC00332,TCC00332,TCC00332,FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO,B1,B1,IC,nao_informada,Leo Cruz,Leo Cruz,1,Leo Cruz,True,ativa,,3,143.456,dados/brutos/QH-2026-2.pdf
2026-2-TCC00354-A1,2026-2,TCC00354,TCC00354,TCC00354,FUNDAMENTOS MATEMÁTICOS PARA COMP.,A1,A1,IC,nao_informada,,Martinhon;Raquel,2,Martinhon / Raquel,True,ativa,multiplos_professores,3,173.576,dados/brutos/QH-2026-2.pdf
2026-2-TCC00354-B1,2026-2,TCC00354,TCC00354,TCC00354,FUNDAMENTOS MATEMÁTICOS PARA COMP.,B1,B1,IC,nao_informada,Thiago,Thiago,1,Thiago,False,ativa,normalizacao_docente_nao_verificada,3,203.696,dados/brutos/QH-2026-2.pdf
2026-2-TCC00363-A1,2026-2,TCC00363,TCC00363,TCC00363,GERÊNCIA DE PROJETOS E MANUT DE SOFTWARE,A1,A1,IC,nao_informada,Rebeca,Rebeca,1,Rebeca,True,ativa,,3,233.816,dados/brutos/QH-2026-2.pdf
2026-2-TCC00324-A1,2026-2,TCC00324,TCC00324,TCC00324,GOVERNANÇA EM TECNOLOGIA DA INFORMAÇÃO,A1,A1,IC,nao_informada,Marcelo Fornazin,Marcelo Fornazin,1,Fornazin,True,ativa,,3,263.936,dados/brutos/QH-2026-2.pdf
2026-2-TCC00297-A1,2026-2,TCC00297,TCC00297,TCC00297,INTELIGÊNCIA ARTIFICIAL,A1,A1,IC,nao_informada,Flavia Bernardini,Flavia Bernardini,1,Flavia Bernardini,True,ativa,,3,294.056,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-004-SEM-TURMA,2026-2,,--,SEM-CODIGO-004,INTELIGÊNCIA COMPUTACIONAL (GRAD. E PÓS),,--,nao_identificada,graduacao_pos_explicita_no_nome,Satoru,Satoru,1,Satoru,True,ativa,codigo_ausente,3,324.176,dados/brutos/QH-2026-2.pdf
2026-2-TCC00298-A1,2026-2,TCC00298,TCC00298,TCC00298,INTERFACE HOMEM MAQUINA,A1,A1,IC,nao_informada,Luciana,Luciana,1,Luciana,True,ativa,,3,354.296,dados/brutos/QH-2026-2.pdf
2026-2-TCC00337-A1,2026-2,TCC00337,TCC00337,TCC00337,INTRODUÇÃO A INTERAÇÃO HUMANO-COMPUTADOR,A1,A1,IC,nao_informada,Daniela,Daniela,1,Daniela,True,ativa,,3,384.416,dados/brutos/QH-2026-2.pdf
2026-2-TCC00320-S1,2026-2,TCC00320,TCC00320,TCC00320,INTRODUÇÃO A PROJETO DE BANCO DE DADOS,S1,S1,IC,nao_informada,Rodrigo,Rodrigo,1,Rodrigo,True,ativa,,3,414.536,dados/brutos/QH-2026-2.pdf
2026-2-TCC00320-T1,2026-2,TCC00320,TCC00320,TCC00320,INTRODUÇÃO A PROJETO DE BANCO DE DADOS,T1,T1,IC,nao_informada,Luiz Andre,Luiz Andre,1,Luiz André,True,ativa,,3,444.656,dados/brutos/QH-2026-2.pdf
2026-2-TCC00361-A1,2026-2,TCC00361,TCC00361,TCC00361,INTRODUÇÃO AO DESENVOLVIMENTO WEB,A1,A1,IC,nao_informada,Viterbo,Viterbo,1,Viterbo,True,ativa,,3,474.776,dados/brutos/QH-2026-2.pdf
2026-2-TCC00301-A-A/B-A,2026-2,TCC00301,TCC00301,TCC00301,LAB. DE PROGRAMAÇÃO DE JOGOS,A-A/B-A,A-A/B-A,IC,nao_informada,Esteban,Esteban,1,Esteban,True,ativa,,3,504.896,dados/brutos/QH-2026-2.pdf
2026-2-TCC00344-A1,2026-2,TCC00344,TCC00344,TCC00344,LAB. DE PROGRAMAÇÃO PARALELA,A1,A1,IC,nao_informada,Lucia,Lucia,1,Lúcia Drummond,True,ativa,,4,53.096,dados/brutos/QH-2026-2.pdf
2026-2-TCC00346-A-A/C-A,2026-2,TCC00346,TCC00346,TCC00346,LAB. DE RESOLUÇÃO DE PROBLEMAS,A-A/C-A,A-A/C-A,IC,nao_informada,Andre Renato,Andre Renato,1,Andre Renato,True,ativa,,4,83.216,dados/brutos/QH-2026-2.pdf
2026-2-TCC00355-E-A,2026-2,TCC00355,TCC00355,TCC00355,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,E-A,E-A,IC,nao_informada,Miguel,Miguel,1,Miguel,False,ativa,normalizacao_docente_nao_verificada,4,113.336,dados/brutos/QH-2026-2.pdf
2026-2-TCC00355-F-A,2026-2,TCC00355,TCC00355,TCC00355,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,F-A,F-A,IC,nao_informada,Andre Silveira,Andre Silveira,1,André Silveira,True,ativa,,4,143.456,dados/brutos/QH-2026-2.pdf
2026-2-TCC00304-A1,2026-2,TCC00304,TCC00304,TCC00304,LINGUAGENS DE PROGRAMAÇÃO,A1,A1,IC,nao_informada,Bruno,Bruno,1,Bruno,True,ativa,,4,173.576,dados/brutos/QH-2026-2.pdf
2026-2-TCC00305-A1,2026-2,TCC00305,TCC00305,TCC00305,LINGUAGENS FORMAIS E TEORIA DA COMPUTAÇÃO,A1,A1,IC,nao_informada,Mario,Mario,1,Mario,True,ativa,,4,203.696,dados/brutos/QH-2026-2.pdf
2026-2-TCC00305-X1,2026-2,TCC00305,TCC00305,TCC00305,LINGUAGENS FORMAIS E TEORIA DA COMPUTAÇÃO,X1,X1,IC,nao_informada,Kowada,Kowada,1,Kowada,True,ativa,,4,233.816,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-005-SEM-TURMA,2026-2,,--,SEM-CODIGO-005,LÓGICA (GRAD. E PÓS),,--,nao_identificada,graduacao_pos_explicita_no_nome,Bruno,Bruno,1,Bruno,True,ativa,codigo_ausente,4,263.936,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-A1,2026-2,TCC00325,TCC00325,TCC00325,MÉTODOS NUMÉRICOS,A1,A1,IC,nao_informada,Aura,Aura,1,Aura,True,ativa,,4,294.056,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-B1,2026-2,TCC00325,TCC00325,TCC00325,MÉTODOS NUMÉRICOS,B1,B1,IC,nao_informada,Ricardo,Ricardo,1,Ricardo,True,ativa,,4,324.176,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-C1,2026-2,TCC00325,TCC00325,TCC00325,MÉTODOS NUMÉRICOS,C1,C1,IC,nao_informada,Ana Carolina,Ana Carolina,1,Ana Carolina,True,ativa,,4,354.296,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-D1,2026-2,TCC00325,TCC00325,TCC00325,MÉTODOS NUMÉRICOS,D1,D1,IC,nao_informada,Ana Carolina,Ana Carolina,1,Ana Carolina,True,ativa,,4,384.416,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-E1,2026-2,TCC00325,TCC00325,TCC00325,MÉTODOS NUMÉRICOS,E1,E1,IC,nao_informada,Helena,Helena,1,Helena,True,ativa,,4,414.536,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-F1,2026-2,TCC00325,TCC00325,TCC00325,MÉTODOS NUMÉRICOS,F1,F1,IC,nao_informada,Helena,Helena,1,Helena,True,ativa,,4,444.656,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-G1,2026-2,TCC00325,TCC00325,TCC00325,MÉTODOS NUMÉRICOS,G1,G1,IC,nao_informada,Luiz Bez,Luiz Bez,1,Luiz Bez,True,ativa,,4,474.776,dados/brutos/QH-2026-2.pdf
2026-2-TCC00306-A1,2026-2,TCC00306,TCC00306,TCC00306,METODOS NUMERICOS,A1,A1,IC,nao_informada,Ricardo,Ricardo,1,Ricardo,True,ativa,,4,504.896,dados/brutos/QH-2026-2.pdf
2026-2-TCC00200-SEM-TURMA,2026-2,TCC00200,TCC00200,TCC00200,MINERAÇÃO DE DADOS (GRAD. E PÓS),,--,IC,graduacao_pos_explicita_no_nome,Marcos Bedo,Marcos Bedo,1,Marcos Bedo,True,ativa,,5,53.096,dados/brutos/QH-2026-2.pdf
2026-2-TCC00330-A1,2026-2,TCC00330,TCC00330,TCC00330,MODELAGEM DE PROCESSO DE NEGÓCIOS,A1,A1,IC,nao_informada,Flavio Seixas,Flavio Seixas,1,Flavio Seixas,True,ativa,,5,83.216,dados/brutos/QH-2026-2.pdf
2026-2-TCC00368-A1,2026-2,TCC00368,TCC00368,TCC00368,P.O. PARA S.I. (WEB AVANC.),A1,A1,IC,nao_informada,Andre Renato,Andre Renato,1,Andre Renato,True,ativa,,5,113.336,dados/brutos/QH-2026-2.pdf
2026-2-TCC00318-A1,2026-2,TCC00318,TCC00318,TCC00318,PESQUISA OPERACIONAL,A1,A1,IC,nao_informada,Satoru,Satoru,1,Satoru,True,ativa,,5,143.456,dados/brutos/QH-2026-2.pdf
2026-2-TCC00334-A1,2026-2,TCC00334,TCC00334,TCC00334,PRINCIPIO DE BANCO DE DADOS,A1,A1,IC,nao_informada,Daniel,Daniel,1,Daniel,True,ativa,,5,173.576,dados/brutos/QH-2026-2.pdf
2026-2-TCC00328-A1,2026-2,TCC00328,TCC00328,TCC00328,PROG. ORIENTADA A OBJETOS,A1,A1,IC,nao_informada,Anselmo,Anselmo,1,Anselmo,True,ativa,,5,203.696,dados/brutos/QH-2026-2.pdf
2026-2-TCC00328-B1,2026-2,TCC00328,TCC00328,TCC00328,PROG. ORIENTADA A OBJETOS,B1,B1,IC,nao_informada,Carlos Ribeiro,Carlos Ribeiro,1,Carlos Ribeiro,True,ativa,,5,233.816,dados/brutos/QH-2026-2.pdf
2026-2-TCC00328-S1,2026-2,TCC00328,TCC00328,TCC00328,PROG. ORIENTADA A OBJETOS (Tele),S1,S1,IC,nao_informada,Luiz Andre,Luiz Andre,1,Luiz André,True,ativa,,5,263.936,dados/brutos/QH-2026-2.pdf
