turma_id,semestre,codigo,disciplina,turma,correspondencia_2025,cursos_observados_2025,periodos_observados_2025,obrigatoria_em_algum_registro_2025,registros_correspondentes_2025,incorporado_como_fato_2026,fonte
2026-2-TIC10001-SEM-TURMA,2026-2,TIC10001,ANÁLISE E SÍNTESE DE ALGORITMOS (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00286-A1,2026-2,TCC00286,ARQUITETURAS DE COMPUTADORES,A1,True,31,CC-P3-A;CC-P3-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00286-B1,2026-2,TCC00286,ARQUITETURAS DE COMPUTADORES,B1,True,31,CC-P3-A;CC-P3-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00349-A1,2026-2,TCC00349,AVALIAÇÃO DE DESEMPENHO,A1,True,31,CC-P5,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00287-A1,2026-2,TCC00287,BANCO DE DADOS I,A1,True,31,CC-P4,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00288-A1,2026-2,TCC00288,BANCO DE DADOS II,A1,True,31,CC-P5,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00336-A1,2026-2,TCC00336,BANCO DE DADOS NÃO CONVENCIONAIS,A1,True,83,SI-P6,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00194-SEM-TURMA,2026-2,TCC00194,BIOLOGIA COMPUTACIONAL (OPTATIVA),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00289-A1,2026-2,TCC00289,COMPILADORES,A1,True,31,CC-P7,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00290-A1,2026-2,TCC00290,COMPUTAÇÃO E SOCIEDADE,A1,True,31,CC-P8,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00222-A1,2026-2,TCC00222,COMPUTAÇÃO E SOCIEDADE PARA SI,A1,True,83,SI-P8,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00291-A1,2026-2,TCC00291,COMPUTAÇÃO GRÁFICA,A1,True,31,CC-P6,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-SEM-CODIGO-002-SEM-TURMA,2026-2,,COMPUTAÇÃO MÓVEL,,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00226-A1,2026-2,TCC00226,DESENVOLVIMENTO WEB,A1,True,31,CC-P5,True,3,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00225-A1,2026-2,TCC00225,ENGENHARIA DE SOFTWARE,A1,True,83,SI-P5,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00292-A1,2026-2,TCC00292,ENGENHARIA DE SOFTWARE I,A1,True,31,CC-P4,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00293-A1,2026-2,TCC00293,ENGENHARIA DE SOFTWARE II,A1,True,31,CC-P6,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TIC10002-SEM-TURMA,2026-2,TIC10002,ESTRUTURA DE DADOS E ALGORITMOS (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00319-S1,2026-2,TCC00319,ESTRUTURAS DE DADOS (p/ Eng. de Telecom.),S1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00319-T1,2026-2,TCC00319,ESTRUTURAS DE DADOS (p/ Eng. Elétrica),T1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00348-A1,2026-2,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITMOS,A1,True,31,CC-P3-A;CC-P3-B,True,3,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00348-B1,2026-2,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITMOS,B1,True,31,CC-P3-A;CC-P3-B,True,3,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00331-A1,2026-2,TCC00331,ESTRUTURAS DE DADOS PARA SI,A1,True,83,SI-P3;SI-P3-A;SI-P3-B,True,3,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00331-B1,2026-2,TCC00331,ESTRUTURAS DE DADOS PARA SI,B1,True,83,SI-P3;SI-P3-A;SI-P3-B,True,3,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00371-A1,2026-2,TCC00371,ÉTICA EM INT. ARTIFICIAL E CIÊNCIA DE DADOS,A1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-SEM-CODIGO-003-SEM-TURMA,2026-2,,ÉTICA EM INTELIGÊNCIA ARTIFICIAL,,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00296-A1,2026-2,TCC00296,FUNDAMENTOS DE ARQUITETURAS DE COMPUTADORES,A1,True,31,CC-P1-A;CC-P1-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00296-B1,2026-2,TCC00296,FUNDAMENTOS DE ARQUITETURAS DE COMPUTADORES,B1,True,31,CC-P1-A;CC-P1-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00332-A1,2026-2,TCC00332,FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO,A1,True,83,SI-P1;SI-P1-A;SI-P1-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00332-B1,2026-2,TCC00332,FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO,B1,True,83,SI-P1;SI-P1-A;SI-P1-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00354-A1,2026-2,TCC00354,FUNDAMENTOS MATEMÁTICOS PARA COMP.,A1,True,83,SI-P1;SI-P1-A;SI-P1-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00354-B1,2026-2,TCC00354,FUNDAMENTOS MATEMÁTICOS PARA COMP.,B1,True,83,SI-P1;SI-P1-A;SI-P1-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00363-A1,2026-2,TCC00363,GERÊNCIA DE PROJETOS E MANUT DE SOFTWARE,A1,True,83,SI-P7,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00324-A1,2026-2,TCC00324,GOVERNANÇA EM TECNOLOGIA DA INFORMAÇÃO,A1,True,83,SI-P8,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00297-A1,2026-2,TCC00297,INTELIGÊNCIA ARTIFICIAL,A1,True,31,CC-P7,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-SEM-CODIGO-004-SEM-TURMA,2026-2,,INTELIGÊNCIA COMPUTACIONAL (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00298-A1,2026-2,TCC00298,INTERFACE HOMEM MAQUINA,A1,True,31,CC-P7,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00337-A1,2026-2,TCC00337,INTRODUÇÃO A INTERAÇÃO HUMANO-COMPUTADOR,A1,True,83,SI-P5,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00320-S1,2026-2,TCC00320,INTRODUÇÃO A PROJETO DE BANCO DE DADOS,S1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00320-T1,2026-2,TCC00320,INTRODUÇÃO A PROJETO DE BANCO DE DADOS,T1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00361-A1,2026-2,TCC00361,INTRODUÇÃO AO DESENVOLVIMENTO WEB,A1,True,83,SI-P6,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00301-A-A/B-A,2026-2,TCC00301,LAB. DE PROGRAMAÇÃO DE JOGOS,A-A/B-A,True,31,CC-P2;CC-P2-A,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00344-A1,2026-2,TCC00344,LAB. DE PROGRAMAÇÃO PARALELA,A1,True,31,CC-P7,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00346-A-A/C-A,2026-2,TCC00346,LAB. DE RESOLUÇÃO DE PROBLEMAS,A-A/C-A,True,31,CC-P1-A;CC-P1-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00355-E-A,2026-2,TCC00355,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,E-A,True,83,SI-P1;SI-P1-A;SI-P1-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00355-F-A,2026-2,TCC00355,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,F-A,True,83,SI-P1;SI-P1-A;SI-P1-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00304-A1,2026-2,TCC00304,LINGUAGENS DE PROGRAMAÇÃO,A1,True,31,CC-P4,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00305-A1,2026-2,TCC00305,LINGUAGENS FORMAIS E TEORIA DA COMPUTAÇÃO,A1,True,31,CC-P6,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00305-X1,2026-2,TCC00305,LINGUAGENS FORMAIS E TEORIA DA COMPUTAÇÃO,X1,True,31,CC-P6,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-SEM-CODIGO-005-SEM-TURMA,2026-2,,LÓGICA (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00325-A1,2026-2,TCC00325,MÉTODOS NUMÉRICOS,A1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00325-B1,2026-2,TCC00325,MÉTODOS NUMÉRICOS,B1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00325-C1,2026-2,TCC00325,MÉTODOS NUMÉRICOS,C1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00325-D1,2026-2,TCC00325,MÉTODOS NUMÉRICOS,D1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00325-E1,2026-2,TCC00325,MÉTODOS NUMÉRICOS,E1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00325-F1,2026-2,TCC00325,MÉTODOS NUMÉRICOS,F1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00325-G1,2026-2,TCC00325,MÉTODOS NUMÉRICOS,G1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00306-A1,2026-2,TCC00306,METODOS NUMERICOS,A1,True,31,CC-P4,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00200-SEM-TURMA,2026-2,TCC00200,MINERAÇÃO DE DADOS (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00330-A1,2026-2,TCC00330,MODELAGEM DE PROCESSO DE NEGÓCIOS,A1,True,83,SI-P7,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00368-A1,2026-2,TCC00368,P.O. PARA S.I. (WEB AVANC.),A1,True,83,SI-P7,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00318-A1,2026-2,TCC00318,PESQUISA OPERACIONAL,A1,True,31,CC-P7,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00334-A1,2026-2,TCC00334,PRINCIPIO DE BANCO DE DADOS,A1,True,83,SI-P4,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00328-A1,2026-2,TCC00328,PROG. ORIENTADA A OBJETOS,A1,True,31,CC-P3-A;CC-P3-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00328-B1,2026-2,TCC00328,PROG. ORIENTADA A OBJETOS,B1,True,31,CC-P3-A;CC-P3-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00328-S1,2026-2,TCC00328,PROG. ORIENTADA A OBJETOS (Tele),S1,True,31,CC-P3-A;CC-P3-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00357-A1,2026-2,TCC00357,PROG. ORIENTADA A OBJETOS I,A1,True,83,SI-P4,True,3,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00307-A1,2026-2,TCC00307,PROGRAMAÇÃO CIENTÍFICA,A1,True,31,CC-P6,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-D1,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,D1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-D2,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,D2,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-D3,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,D3,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-E1,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,E1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-E2,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,E2,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-F1,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,F1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-F2,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,F2,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-F3,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,F3,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-G1,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,G1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-G2,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,G2,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-G3,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,G3,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-H1,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,H1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-H2,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES (CANCELADA),H2,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-H3,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,H3,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-J1,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-J2,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J2,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00326-J3,2026-2,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J3,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00308-A1,2026-2,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,A1,True,31,CC-P1-A;CC-P1-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00366-A1,2026-2,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,A1,True,83,SI-P1;SI-P1-A;SI-P1-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00308-B1,2026-2,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,B1,True,31,CC-P1-A;CC-P1-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00366-B1,2026-2,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,B1,True,83,SI-P1;SI-P1-A;SI-P1-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00356-A1,2026-2,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,A1,True,83,SI-P2;SI-P2-A;SI-P2-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00356-B1,2026-2,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,B1,True,83,SI-P2;SI-P2-A;SI-P2-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00347-A1,2026-2,TCC00347,PROGRAMAÇÃO ESTRUTURADA,A1,True,31,CC-P2-A;CC-P2-B,True,5,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00347-B1,2026-2,TCC00347,PROGRAMAÇÃO ESTRUTURADA,B1,True,31,CC-P2-A;CC-P2-B,True,5,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00196-SEM-TURMA,2026-2,TCC00196,PROGRAMAÇÃO LINEAR INTEIRA - OTIMIZAÇÃO COMBINATÓRIA (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00335-A1,2026-2,TCC00335,PROJETO DE BANCO DE DADOS,A1,True,83,SI-P5,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00312-A1,2026-2,TCC00312,PROJETO DE SOFTWARE,A1,True,31,CC-P5,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00338-A1,2026-2,TCC00338,PROJETO DE SOFTWARE,A1,True,83,SI-P6,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00311-B1,2026-2,TCC00311,PROJETO FINAL II,B1,True,31,,False,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00365-A1,2026-2,TCC00365,QUALIDADE E TESTE DE SOFTWARE,A1,True,83,SI-P8,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00359-A1,2026-2,TCC00359,REDES DE COMPUTADORES,A1,True,83,SI-P4,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00313-A1,2026-2,TCC00313,REDES DE COMPUTADORES I,A1,True,31,CC-P5,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00314-A1,2026-2,TCC00314,REDES DE COMPUTADORES II,A1,True,31,CC-P6,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-SEM-CODIGO-006-SEM-TURMA,2026-2,,SEMINÁRIOS DE S.I.,,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00341-A1,2026-2,TCC00341,SEGURANÇA DA INFORMAÇÃO,A1,True,83,SI-P7,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00358-A1,2026-2,TCC00358,SISTEMAS COMPUTACIONAIS,A1,True,83,SI-P3;SI-P3-A;SI-P3-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00358-B1,2026-2,TCC00358,SISTEMAS COMPUTACIONAIS,B1,True,83,SI-P3;SI-P3-A;SI-P3-B,True,4,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00315-A1,2026-2,TCC00315,SISTEMAS DISTRIBUÍDOS,A1,True,31,CC-P7,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-SEM-CODIGO-007-SEM-TURMA,2026-2,,SISTEMAS DISTRIBUÍDOS (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00362-A1,2026-2,TCC00362,SISTEMAS DISTRIBUÍDOS PARA SI,A1,True,83,SI-P5,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00316-A1,2026-2,TCC00316,SISTEMAS OPERACIONAIS,A1,True,31,CC-P4,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-SEM-CODIGO-008-SEM-TURMA,2026-2,,TÓPICOS ARQUITETURA DE SISTEMAS PARA INFERÊNCIA DDE LLMs LOCAIS (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-SEM-CODIGO-009-SEM-TURMA,2026-2,,TÓPICOS AVANÇADOS (DESAPRENDIZADO DE MÁQUINAS) (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00234-SEM-TURMA,2026-2,TCC00234,TÓPICOS EM ARQUITETURAS DE COMPUTADORES I (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00237-A1,2026-2,TCC00237,TÓPICOS EM AUTOMAÇÃO I - ROBÓTICA E VEÍCULOS AUTÔNOMOS (GRAD. E PÓS),A1,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00245-SEM-TURMA,2026-2,TCC00245,TÓPICOS EM BANCO DE DADOS II - RASTREABILIDADE E GOVERNANÇA DE DADOS (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00241-A1,2026-2,TCC00241,TÓPICOS EM COMPUTAÇÃO I - GRAFOS E SUAS APLICAÇÕES,A1,True,83,SI-P6,True,1,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00242-SEM-TURMA,2026-2,TCC00242,TÓPICOS EM COMPUTAÇÃO II - ÁLGEBRA LINEAR COMPUTACIONAL (GRAD. E PÓS),,True,83,SI-P6,True,1,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00243-SEM-TURMA,2026-2,TCC00243,TÓPICOS EM COMPUTAÇÃO III - ALGORITMOS E COMPLEXIDADE DE PROBLEMAS (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00252-SEM-TURMA,2026-2,TCC00252,TÓPICOS EM ENG DE SOFTWARE III - IA GENERATIVA (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00259-SEM-TURMA,2026-2,TCC00259,TÓPICOS EM IA I - APRENDIZADO PROFUNDO (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00367-SEM-TURMA,2026-2,TCC00367,TÓPICOS INTRODUÇÃO AO APREND DE MÁQUINA P/ SAÚDE (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00271-SEM-TURMA,2026-2,TCC00271,TÓPICOSS EM LINGUAGEM DE PROGRAMAÇÃO I - LÓGICA NEBULOSA (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TIC10005-SEM-TURMA,2026-2,TIC10005,TRATAMENTO DE INCERTEZAS (GRAD. E PÓS),,False,,,,0,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
2026-2-TCC00360-A1,2026-2,TCC00360,VISUALIZAÇÃO DE DADOS,A1,True,83,SI-P6,True,2,False,proxy histórico de turmas_2025.csv; requer validação curricular para 2026
