turma_id,semestre,codigo,turma,encontro,dia,inicio,fim,sala,horario_original,sala_original,valor_original,pagina_pdf,arquivo_origem
2026-2-TCC00296-A1,2026-2,TCC00296,A1,2,quinta,07:00,09:00,202,07/09,202,07/09 202,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00296-B1,2026-2,TCC00296,B1,1,terca,14:00,16:00,204,14/16,204,14/16 204,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00296-B1,2026-2,TCC00296,B1,2,quinta,14:00,16:00,204,14/16,204,14/16 204,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00332-A1,2026-2,TCC00332,A1,1,terca,20:00,22:00,317,20/22,317,20/22 317,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00332-A1,2026-2,TCC00332,A1,2,quinta,20:00,22:00,317,20/22,317,20/22 317,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00332-B1,2026-2,TCC00332,B1,1,terca,18:00,20:00,317,18/20,317,18/20 317,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00332-B1,2026-2,TCC00332,B1,2,quinta,18:00,20:00,317,18/20,317,18/20 317,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00354-A1,2026-2,TCC00354,A1,1,terca,18:00,20:00,308,18/20,308,18/20 308,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00354-A1,2026-2,TCC00354,A1,2,quinta,18:00,20:00,308,18/20,308,18/20 308,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00354-B1,2026-2,TCC00354,B1,1,terca,20:00,22:00,308,20/22,308,20/22 308,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00354-B1,2026-2,TCC00354,B1,2,quinta,20:00,22:00,308,20/22,308,20/22 308,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00363-A1,2026-2,TCC00363,A1,1,terca,18:00,20:00,302,18/20,302,18/20 302,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00363-A1,2026-2,TCC00363,A1,2,quinta,18:00,20:00,302,18/20,302,18/20 302,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00324-A1,2026-2,TCC00324,A1,1,sexta,18:00,22:00,302,18/22,302,18/22 302,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00297-A1,2026-2,TCC00297,A1,1,terca,11:00,13:00,302,11/13,302,11/13 302,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00297-A1,2026-2,TCC00297,A1,2,quinta,11:00,13:00,302,11/13,302,11/13 302,3,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-004-SEM-TURMA,2026-2,,,1,terca,09:00,11:00,302,09/11,302,09/11 302,3,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-004-SEM-TURMA,2026-2,,,2,quinta,09:00,11:00,302,09/11,302,09/11 302,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00298-A1,2026-2,TCC00298,A1,1,segunda,11:00,13:00,217,11/13,217,11/13 217,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00298-A1,2026-2,TCC00298,A1,2,quarta,11:00,13:00,217,11/13,217,11/13 217,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00337-A1,2026-2,TCC00337,A1,1,quinta,18:00,22:00,321,18/22,321,18/22 321,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00320-S1,2026-2,TCC00320,S1,1,terca,14:00,16:00,321,14/16,321,14/16 321,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00320-S1,2026-2,TCC00320,S1,2,quinta,14:00,16:00,321,14/16,321,14/16 321,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00320-T1,2026-2,TCC00320,T1,1,terca,14:00,16:00,217,14/16,217,14/16 217,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00320-T1,2026-2,TCC00320,T1,2,quinta,14:00,16:00,217,14/16,217,14/16 217,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00361-A1,2026-2,TCC00361,A1,1,sexta,18:00,22:00,404B,18/22,404B,18/22 404B,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00301-A-A/B-A,2026-2,TCC00301,A-A/B-A,1,terca,11:00,13:00,L305,11/13,L. 305,11/13 L. 305,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00301-A-A/B-A,2026-2,TCC00301,A-A/B-A,2,quinta,11:00,13:00,L305,11/13,L. 305,11/13 L. 305,3,dados/brutos/QH-2026-2.pdf
2026-2-TCC00344-A1,2026-2,TCC00344,A1,1,segunda,07:00,09:00,L306,07/09,L. 306,07/09 L. 306,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00344-A1,2026-2,TCC00344,A1,2,quarta,07:00,09:00,L306,07/09,L. 306,07/09 L. 306,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00346-A-A/C-A,2026-2,TCC00346,A-A/C-A,1,terca,16:00,18:00,L305,16/18,L. 305,16/18 L. 305,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00346-A-A/C-A,2026-2,TCC00346,A-A/C-A,2,quinta,16:00,18:00,L305,16/18,L. 305,16/18 L. 305,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00355-E-A,2026-2,TCC00355,E-A,1,segunda,20:00,22:00,L304,20/22,L. 304,20/22 L. 304,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00355-E-A,2026-2,TCC00355,E-A,2,quarta,20:00,22:00,L304,20/22,L. 304,20/22 L. 304,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00355-F-A,2026-2,TCC00355,F-A,1,segunda,20:00,22:00,L307,20/22,L. 307,20/22 L. 307,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00355-F-A,2026-2,TCC00355,F-A,2,quarta,20:00,22:00,L307,20/22,L. 307,20/22 L. 307,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00304-A1,2026-2,TCC00304,A1,1,segunda,11:00,13:00,206,11/13,206,11/13 206,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00304-A1,2026-2,TCC00304,A1,2,quarta,11:00,13:00,206,11/13,206,11/13 206,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00305-A1,2026-2,TCC00305,A1,1,segunda,09:00,11:00,217,09/11,217,09/11 217,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00305-A1,2026-2,TCC00305,A1,2,quarta,09:00,11:00,217,09/11,217,09/11 217,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00305-X1,2026-2,TCC00305,X1,1,segunda,09:00,11:00,217,09/11,217,09/11 217,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00305-X1,2026-2,TCC00305,X1,2,quarta,09:00,11:00,217,09/11,217,09/11 217,4,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-005-SEM-TURMA,2026-2,,,1,segunda,09:00,11:00,206,09/11,206,09/11 206,4,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-005-SEM-TURMA,2026-2,,,2,quarta,09:00,11:00,206,09/11,206,09/11 206,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-A1,2026-2,TCC00325,A1,1,segunda,09:00,11:00,319,09/11,319,09/11 319,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-A1,2026-2,TCC00325,A1,2,quarta,09:00,11:00,319,09/11,319,09/11 319,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-B1,2026-2,TCC00325,B1,1,segunda,11:00,13:00,317,11/13,317,11/13 317,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-B1,2026-2,TCC00325,B1,2,quarta,11:00,13:00,317,11/13,317,11/13 317,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-C1,2026-2,TCC00325,C1,1,segunda,16:00,18:00,213,16/18,213,16/18 213,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-C1,2026-2,TCC00325,C1,2,quarta,16:00,18:00,213,16/18,213,16/18 213,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-D1,2026-2,TCC00325,D1,1,segunda,18:00,20:00,213,18/20,213,18/20 213,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-D1,2026-2,TCC00325,D1,2,quarta,18:00,20:00,213,18/20,213,18/20 213,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-E1,2026-2,TCC00325,E1,1,terca,11:00,13:00,206,11/13,206,11/13 206,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-E1,2026-2,TCC00325,E1,2,quinta,11:00,13:00,206,11/13,206,11/13 206,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-F1,2026-2,TCC00325,F1,1,terca,14:00,16:00,206,14/16,206,14/16 206,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-F1,2026-2,TCC00325,F1,2,quinta,14:00,16:00,206,14/16,206,14/16 206,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-G1,2026-2,TCC00325,G1,1,terca,16:00,18:00,306,16/18,306,16/18 306,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00325-G1,2026-2,TCC00325,G1,2,quinta,16:00,18:00,306,16/18,306,16/18 306,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00306-A1,2026-2,TCC00306,A1,1,terca,09:00,11:00,206,09/11,206,09/11 206,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00306-A1,2026-2,TCC00306,A1,2,quinta,09:00,11:00,206,09/11,206,09/11 206,4,dados/brutos/QH-2026-2.pdf
2026-2-TCC00200-SEM-TURMA,2026-2,TCC00200,,1,segunda,16:00,18:00,321,16/18,321,16/18 321,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00200-SEM-TURMA,2026-2,TCC00200,,2,quarta,16:00,18:00,321,16/18,321,16/18 321,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00330-A1,2026-2,TCC00330,A1,1,sexta,18:00,22:00,321,18/22,321,18/22 321,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00368-A1,2026-2,TCC00368,A1,1,terca,20:00,22:00,217,20/22,217,20/22 217,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00368-A1,2026-2,TCC00368,A1,2,quinta,20:00,22:00,217,20/22,217,20/22 217,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00318-A1,2026-2,TCC00318,A1,1,terca,07:00,09:00,302,07/09,302,07/09 302,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00318-A1,2026-2,TCC00318,A1,2,quinta,07:00,09:00,302,07/09,302,07/09 302,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00334-A1,2026-2,TCC00334,A1,1,quarta,18:00,20:00,L302,18/20,L. 302,18/20 L. 302,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00334-A1,2026-2,TCC00334,A1,2,sexta,18:00,20:00,L302,18/20,L. 302,18/20 L. 302,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00328-A1,2026-2,TCC00328,A1,1,segunda,11:00,13:00,306,11/13,306,11/13 306,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00328-A1,2026-2,TCC00328,A1,2,quarta,11:00,13:00,L305,11/13,L. 305,11/13 L. 305,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00328-B1,2026-2,TCC00328,B1,1,segunda,11:00,13:00,L306,11/13,L. 306,11/13 L. 306,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00328-B1,2026-2,TCC00328,B1,2,quarta,11:00,13:00,L306,11/13,L. 306,11/13 L. 306,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00328-S1,2026-2,TCC00328,S1,1,segunda,11:00,13:00,L304,11/13,L. 304,11/13 L. 304,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00328-S1,2026-2,TCC00328,S1,2,quarta,11:00,13:00,L304,11/13,L. 304,11/13 L. 304,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00357-A1,2026-2,TCC00357,A1,1,segunda,18:00,22:00,215,18/22,215,18/22 215,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00307-A1,2026-2,TCC00307,A1,1,terca,07:00,09:00,206,07/09,206,07/09 206,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00307-A1,2026-2,TCC00307,A1,2,quinta,07:00,09:00,206,07/09,206,07/09 206,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-D1,2026-2,TCC00326,D1,1,segunda,16:00,18:00,L302,16/18,L. 302,16/18 L. 302,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-D1,2026-2,TCC00326,D1,2,quarta,16:00,18:00,217,16/18,217,16/18 217,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-D2,2026-2,TCC00326,D2,1,segunda,16:00,18:00,215,16/18,215,16/18 215,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-D2,2026-2,TCC00326,D2,2,quarta,16:00,18:00,215,16/18,215,16/18 215,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-D3,2026-2,TCC00326,D3,1,segunda,16:00,18:00,217,16/18,217,16/18 217,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-D3,2026-2,TCC00326,D3,2,quarta,16:00,18:00,L304,16/18,L. 304,16/18 L. 304,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-E1,2026-2,TCC00326,E1,1,segunda,18:00,20:00,L302,18/20,L. 302,18/20 L. 302,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-E1,2026-2,TCC00326,E1,2,quarta,18:00,20:00,404B,18/20,404B,18/20 404B,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-E2,2026-2,TCC00326,E2,1,segunda,18:00,20:00,202,18/20,202,18/20 202,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-E2,2026-2,TCC00326,E2,2,quarta,18:00,20:00,L304,18/20,L. 304,18/20 L. 304,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-F1,2026-2,TCC00326,F1,1,terca,09:00,11:00,317,09/11,317,09/11 317,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-F1,2026-2,TCC00326,F1,2,quinta,09:00,11:00,L304,09/11,L. 304,09/11 L. 304,5,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-F2,2026-2,TCC00326,F2,1,terca,09:00,11:00,306,09/11,306,09/11 306,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-F2,2026-2,TCC00326,F2,2,quinta,09:00,11:00,306,09/11,306,09/11 306,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-F3,2026-2,TCC00326,F3,1,terca,09:00,11:00,L304,09/11,L. 304,09/11 L. 304,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-F3,2026-2,TCC00326,F3,2,quinta,09:00,11:00,217,09/11,217,09/11 217,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-G1,2026-2,TCC00326,G1,1,terca,11:00,13:00,L306,11/13,L. 306,11/13 L. 306,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-G1,2026-2,TCC00326,G1,2,quinta,11:00,13:00,202,11/13,202,11/13 202,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-G2,2026-2,TCC00326,G2,1,terca,11:00,13:00,308,11/13,308,11/13 308,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-G2,2026-2,TCC00326,G2,2,quinta,11:00,13:00,308,11/13,308,11/13 308,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-G3,2026-2,TCC00326,G3,1,terca,11:00,13:00,215,11/13,215,11/13 215,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-G3,2026-2,TCC00326,G3,2,quinta,11:00,13:00,L302,11/13,L. 302,11/13 L. 302,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-H1,2026-2,TCC00326,H1,1,terca,14:00,16:00,L306,14/16,L. 306,14/16 L. 306,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-H1,2026-2,TCC00326,H1,2,quinta,14:00,16:00,302,14/16,302,14/16 302,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-H3,2026-2,TCC00326,H3,1,terca,14:00,16:00,L302,14/16,L. 302,14/16 L. 302,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-H3,2026-2,TCC00326,H3,2,quinta,14:00,16:00,308,14/16,308,14/16 308,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-J1,2026-2,TCC00326,J1,1,terca,16:00,18:00,202,16/18,202,16/18 202,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-J1,2026-2,TCC00326,J1,2,quinta,16:00,18:00,L302,16/18,L. 302,16/18 L. 302,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-J2,2026-2,TCC00326,J2,1,terca,16:00,18:00,L304,16/18,L. 304,16/18 L. 304,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-J2,2026-2,TCC00326,J2,2,quinta,16:00,18:00,L304,16/18,L. 304,16/18 L. 304,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-J3,2026-2,TCC00326,J3,1,terca,16:00,18:00,204,16/18,204,16/18 204,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00326-J3,2026-2,TCC00326,J3,2,quinta,16:00,18:00,204,16/18,204,16/18 204,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00308-A1,2026-2,TCC00308,A1,1,segunda,16:00,18:00,302,16/18,302,16/18 302,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00308-A1,2026-2,TCC00308,A1,2,quarta,16:00,18:00,302,16/18,302,16/18 302,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00366-A1,2026-2,TCC00366,A1,1,segunda,18:00,20:00,306,18/20,306,18/20 306,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00366-A1,2026-2,TCC00366,A1,2,quarta,18:00,20:00,L306,18/20,L. 306,18/20 L. 306,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00308-B1,2026-2,TCC00308,B1,1,segunda,16:00,18:00,308,16/18,308,16/18 308,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00308-B1,2026-2,TCC00308,B1,2,quarta,16:00,18:00,L306,16/18,L. 306,16/18 L. 306,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00366-B1,2026-2,TCC00366,B1,1,segunda,18:00,20:00,308,18/20,308,18/20 308,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00366-B1,2026-2,TCC00366,B1,2,quarta,18:00,20:00,308,18/20,308,18/20 308,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00356-A1,2026-2,TCC00356,A1,1,segunda,20:00,22:00,L303,20/22,L. 303,20/22 L. 303,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00356-A1,2026-2,TCC00356,A1,2,quarta,20:00,22:00,317,20/22,317,20/22 317,6,dados/brutos/QH-2026-2.pdf
2026-2-TCC00356-B1,2026-2,TCC00356,B1,1,segunda,18:00,20:00,L303,18/20,L. 303,18/20 L. 303,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00356-B1,2026-2,TCC00356,B1,2,quarta,18:00,20:00,317,18/20,317,18/20 317,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00347-A1,2026-2,TCC00347,A1,1,terca,09:00,11:00,L306,09/11,L. 306,09/11 L. 306,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00347-A1,2026-2,TCC00347,A1,2,quinta,09:00,11:00,202,09/11,202,09/11 202,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00347-B1,2026-2,TCC00347,B1,1,terca,14:00,16:00,L305,14/16,L. 305,14/16 L. 305,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00347-B1,2026-2,TCC00347,B1,2,quinta,14:00,16:00,404B,14/16,404B,14/16 404B,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00196-SEM-TURMA,2026-2,TCC00196,,1,sexta,14:00,18:00,206,14/18,206,14/18 206,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00335-A1,2026-2,TCC00335,A1,1,segunda,20:00,22:00,321,20/22,321,20/22 321,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00335-A1,2026-2,TCC00335,A1,2,quarta,20:00,22:00,321,20/22,321,20/22 321,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00312-A1,2026-2,TCC00312,A1,1,segunda,11:00,13:00,213,11/13,213,11/13 213,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00312-A1,2026-2,TCC00312,A1,2,quarta,11:00,13:00,213,11/13,213,11/13 213,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00338-A1,2026-2,TCC00338,A1,1,terca,20:00,22:00,202,20/22,202,20/22 202,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00338-A1,2026-2,TCC00338,A1,2,quinta,20:00,22:00,202,20/22,202,20/22 202,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00365-A1,2026-2,TCC00365,A1,1,segunda,18:00,20:00,L304,18/20,L. 304,18/20 L. 304,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00365-A1,2026-2,TCC00365,A1,2,quarta,18:00,20:00,302,18/20,302,18/20 302,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00359-A1,2026-2,TCC00359,A1,1,quarta,20:00,22:00,215,20/22,215,20/22 215,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00359-A1,2026-2,TCC00359,A1,2,sexta,20:00,22:00,215,20/22,215,20/22 215,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00313-A1,2026-2,TCC00313,A1,1,terca,09:00,11:00,404B,09/11,404B,09/11 404B,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00313-A1,2026-2,TCC00313,A1,2,quinta,09:00,11:00,404B,09/11,404B,09/11 404B,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00314-A1,2026-2,TCC00314,A1,1,terca,11:00,13:00,404B,11/13,404B,11/13 404B,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00314-A1,2026-2,TCC00314,A1,2,quinta,11:00,13:00,404B,11/13,404B,11/13 404B,7,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-006-SEM-TURMA,2026-2,,,1,quinta,18:00,22:00,206,18/22,206,18/22 206,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00341-A1,2026-2,TCC00341,A1,1,segunda,20:00,22:00,206,20/22,206,20/22 206,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00341-A1,2026-2,TCC00341,A1,2,quarta,20:00,22:00,206,20/22,206,20/22 206,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00358-A1,2026-2,TCC00358,A1,1,quinta,18:00,22:00,319,18/22,319,18/22 319,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00358-B1,2026-2,TCC00358,B1,1,quinta,18:00,22:00,306,18/22,306,18/22 306,7,dados/brutos/QH-2026-2.pdf
2026-2-TCC00315-A1,2026-2,TCC00315,A1,1,terca,09:00,11:00,215,09/11,215,09/11 215,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00315-A1,2026-2,TCC00315,A1,2,quinta,09:00,11:00,215,09/11,215,09/11 215,8,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-007-SEM-TURMA,2026-2,,,1,quarta,09:00,13:00,306,09/13,306,09/13 306,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00362-A1,2026-2,TCC00362,A1,1,terca,18:00,22:00,204,18/22,204,18/22 204,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00316-A1,2026-2,TCC00316,A1,1,terca,11:00,13:00,321,11/13,321,11/13 321,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00316-A1,2026-2,TCC00316,A1,2,quinta,11:00,13:00,321,11/13,321,11/13 321,8,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-008-SEM-TURMA,2026-2,,,1,terca,18:00,20:00,202,18/20,202,18/20 202,8,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-008-SEM-TURMA,2026-2,,,2,quinta,18:00,20:00,202,18/20,202,18/20 202,8,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-009-SEM-TURMA,2026-2,,,1,terca,09:00,11:00,213,09/11,213,09/11 213,8,dados/brutos/QH-2026-2.pdf
2026-2-SEM-CODIGO-009-SEM-TURMA,2026-2,,,2,quinta,09:00,11:00,213,09/11,213,09/11 213,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00234-SEM-TURMA,2026-2,TCC00234,,1,segunda,09:00,11:00,302,09/11,302,09/11 302,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00234-SEM-TURMA,2026-2,TCC00234,,2,quarta,09:00,11:00,302,09/11,302,09/11 302,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00237-A1,2026-2,TCC00237,A1,1,segunda,18:00,20:00,L305,18/20,L. 305,18/20 L. 305,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00237-A1,2026-2,TCC00237,A1,2,quarta,18:00,20:00,L305,18/20,L. 305,18/20 L. 305,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00245-SEM-TURMA,2026-2,TCC00245,,1,segunda,18:00,20:00,217,18/20,217,18/20 217,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00245-SEM-TURMA,2026-2,TCC00245,,2,sexta,20:00,22:00,217,20/22,217,20/22 217,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00241-A1,2026-2,TCC00241,A1,1,terca,18:00,20:00,217,18/20,217,18/20 217,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00241-A1,2026-2,TCC00241,A1,2,quinta,18:00,20:00,217,18/20,217,18/20 217,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00242-SEM-TURMA,2026-2,TCC00242,,1,segunda,11:00,13:00,313,11/13,313,11/13 313,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00242-SEM-TURMA,2026-2,TCC00242,,2,quarta,11:00,13:00,313,11/13,313,11/13 313,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00243-SEM-TURMA,2026-2,TCC00243,,1,terca,09:00,11:00,304,09/11,304,09/11 304,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00243-SEM-TURMA,2026-2,TCC00243,,2,quinta,09:00,11:00,304,09/11,304,09/11 304,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00252-SEM-TURMA,2026-2,TCC00252,,1,segunda,16:00,18:00,204,16/18,204,16/18 204,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00252-SEM-TURMA,2026-2,TCC00252,,2,quarta,16:00,18:00,302,16/18,302,16/18 302,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00259-SEM-TURMA,2026-2,TCC00259,,1,segunda,16:00,18:00,313,16/18,313,16/18 313,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00259-SEM-TURMA,2026-2,TCC00259,,2,quarta,16:00,18:00,313,16/18,313,16/18 313,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00367-SEM-TURMA,2026-2,TCC00367,,1,sexta,14:00,18:00,321,14/18,321,14/18 321,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00271-SEM-TURMA,2026-2,TCC00271,,1,segunda,16:00,18:00,404B,16/18,404B,16/18 404B,8,dados/brutos/QH-2026-2.pdf
2026-2-TCC00271-SEM-TURMA,2026-2,TCC00271,,2,quarta,16:00,18:00,404B,16/18,404B,16/18 404B,8,dados/brutos/QH-2026-2.pdf
