turma_id,semestre,codigo,dia,inicio,fim,sala_observada,laboratorio_observado,recursos_observados,observacao_fonte,requer_laboratorio,recursos_requeridos,requisito_fonte
2026-1-TCC00320-A1,2026-1,TCC00320,terca,14:00,16:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00320-A1,2026-1,TCC00320,quinta,14:00,16:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00320-B1,2026-1,TCC00320,terca,14:00,16:00,217,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00320-B1,2026-1,TCC00320,quinta,14:00,16:00,217,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00328-C1,2026-1,TCC00328,segunda,11:00,13:00,L302,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00328-C1,2026-1,TCC00328,quarta,11:00,13:00,L302,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00325-A1,2026-1,TCC00325,segunda,09:00,11:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00325-A1,2026-1,TCC00325,quarta,09:00,11:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00325-B1,2026-1,TCC00325,segunda,11:00,13:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00325-B1,2026-1,TCC00325,quarta,11:00,13:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00325-C1,2026-1,TCC00325,segunda,16:00,18:00,213,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00325-C1,2026-1,TCC00325,quarta,16:00,18:00,213,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00325-D1,2026-1,TCC00325,segunda,18:00,20:00,213,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00325-D1,2026-1,TCC00325,quarta,18:00,20:00,213,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00325-E1,2026-1,TCC00325,terca,11:00,13:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00325-E1,2026-1,TCC00325,quinta,11:00,13:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00325-F1,2026-1,TCC00325,terca,14:00,16:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00325-F1,2026-1,TCC00325,quinta,14:00,16:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00325-G1,2026-1,TCC00325,terca,16:00,18:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00325-G1,2026-1,TCC00325,quinta,16:00,18:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-D1,2026-1,TCC00326,segunda,16:00,18:00,L306,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-D1,2026-1,TCC00326,quarta,16:00,18:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-D2,2026-1,TCC00326,segunda,16:00,18:00,404B,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-D2,2026-1,TCC00326,quarta,16:00,18:00,L302,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-E1,2026-1,TCC00326,segunda,18:00,20:00,L306,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-E1,2026-1,TCC00326,quarta,18:00,20:00,404B,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-F1,2026-1,TCC00326,terca,09:00,11:00,L302,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-F1,2026-1,TCC00326,quinta,09:00,11:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-F2,2026-1,TCC00326,terca,09:00,11:00,317,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-F2,2026-1,TCC00326,quinta,09:00,11:00,L303,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-F3,2026-1,TCC00326,terca,09:00,11:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-F3,2026-1,TCC00326,quinta,09:00,11:00,L302,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-G1,2026-1,TCC00326,terca,11:00,13:00,L302,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-G1,2026-1,TCC00326,quinta,11:00,13:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-G2,2026-1,TCC00326,terca,11:00,13:00,306,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-G2,2026-1,TCC00326,quinta,11:00,13:00,L306,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-G3,2026-1,TCC00326,terca,11:00,13:00,L303,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-G3,2026-1,TCC00326,quinta,11:00,13:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-G4,2026-1,TCC00326,terca,11:00,13:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-G4,2026-1,TCC00326,quinta,11:00,13:00,L302,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-H1,2026-1,TCC00326,terca,14:00,16:00,L302,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-H1,2026-1,TCC00326,quinta,14:00,16:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-H2,2026-1,TCC00326,terca,14:00,16:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-H2,2026-1,TCC00326,quinta,14:00,16:00,L306,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-H3,2026-1,TCC00326,terca,14:00,16:00,202,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-H3,2026-1,TCC00326,quinta,14:00,16:00,L305,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-H4,2026-1,TCC00326,terca,14:00,16:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-H4,2026-1,TCC00326,quinta,14:00,16:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-J2,2026-1,TCC00326,terca,16:00,18:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00326-J2,2026-1,TCC00326,quinta,16:00,18:00,L306,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00280-A1,2026-1,TCC00280,segunda,14:00,18:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00195-A1,2026-1,TCC00195,terca,11:00,13:00,315,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00195-A1,2026-1,TCC00195,quinta,11:00,13:00,315,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-002-SEM-TURMA,2026-1,,terca,11:00,13:00,304,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-002-SEM-TURMA,2026-1,,quinta,11:00,13:00,304,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-003-SEM-TURMA,2026-1,,terca,18:00,22:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-004-SEM-TURMA,2026-1,,terca,09:00,11:00,L305,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-004-SEM-TURMA,2026-1,,quinta,09:00,11:00,L305,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-005-SEM-TURMA,2026-1,,terca,09:00,11:00,404B,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-005-SEM-TURMA,2026-1,,quinta,09:00,11:00,404B,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-006-SEM-TURMA,2026-1,,sexta,09:00,13:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-007-SEM-TURMA,2026-1,,terca,14:00,16:00,319,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-007-SEM-TURMA,2026-1,,quinta,14:00,16:00,319,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-008-SEM-TURMA,2026-1,,sexta,14:00,18:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-009-SEM-TURMA,2026-1,,segunda,11:00,13:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-SEM-CODIGO-009-SEM-TURMA,2026-1,,quarta,11:00,13:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00244-A1,2026-1,TCC00244,terca,07:00,09:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00244-A1,2026-1,TCC00244,quinta,07:00,09:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00241-A1,2026-1,TCC00241,terca,14:00,16:00,313,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00241-A1,2026-1,TCC00241,quinta,14:00,16:00,313,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00250-A1,2026-1,TCC00250,terca,11:00,13:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00250-A1,2026-1,TCC00250,quinta,11:00,13:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00251-A1,2026-1,TCC00251,segunda,07:00,09:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00251-A1,2026-1,TCC00251,quarta,07:00,09:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00259-A1,2026-1,TCC00259,terca,14:00,16:00,306,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00259-A1,2026-1,TCC00259,quinta,14:00,16:00,306,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00260-A1,2026-1,TCC00260,terca,09:00,11:00,304,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00260-A1,2026-1,TCC00260,quinta,09:00,11:00,304,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00271-A1,2026-1,TCC00271,segunda,16:00,18:00,L303,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00271-A1,2026-1,TCC00271,quarta,16:00,18:00,317,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-1-TCC00230-A1,2026-1,TCC00230,sexta,09:00,13:00,217,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00265-SEM-TURMA,2026-2,TCC00265,segunda,16:00,18:00,317,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00265-SEM-TURMA,2026-2,TCC00265,quarta,16:00,18:00,317,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00284-A1,2026-2,TCC00284,terca,09:00,11:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00284-A1,2026-2,TCC00284,quinta,09:00,11:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00203-SEM-TURMA,2026-2,TCC00203,segunda,14:00,18:00,319,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-SEM-CODIGO-001-SEM-TURMA,2026-2,,segunda,11:00,13:00,,,,sala_ausente_no_pdf,,,não disponível nos PDFs
2026-2-SEM-CODIGO-001-SEM-TURMA,2026-2,,quarta,11:00,13:00,,,,sala_ausente_no_pdf,,,não disponível nos PDFs
2026-2-TCC00285-A1,2026-2,TCC00285,terca,11:00,13:00,213,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00285-A1,2026-2,TCC00285,quinta,11:00,13:00,213,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00285-X1,2026-2,TCC00285,terca,11:00,13:00,313,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00285-X1,2026-2,TCC00285,quinta,11:00,13:00,313,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TIC10001-SEM-TURMA,2026-2,TIC10001,terca,16:00,18:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TIC10001-SEM-TURMA,2026-2,TIC10001,quinta,16:00,18:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00286-A1,2026-2,TCC00286,terca,09:00,11:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00286-A1,2026-2,TCC00286,quinta,09:00,11:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00286-B1,2026-2,TCC00286,terca,09:00,11:00,319,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00286-B1,2026-2,TCC00286,quinta,09:00,11:00,319,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00349-A1,2026-2,TCC00349,terca,07:00,09:00,213,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00349-A1,2026-2,TCC00349,quinta,07:00,09:00,213,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00287-A1,2026-2,TCC00287,terca,07:00,09:00,217,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00287-A1,2026-2,TCC00287,quinta,07:00,09:00,217,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00288-A1,2026-2,TCC00288,segunda,07:00,09:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00288-A1,2026-2,TCC00288,quarta,07:00,09:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00336-A1,2026-2,TCC00336,segunda,20:00,22:00,L302,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00336-A1,2026-2,TCC00336,quarta,20:00,22:00,L302,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00194-SEM-TURMA,2026-2,TCC00194,terca,16:00,18:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00194-SEM-TURMA,2026-2,TCC00194,quinta,16:00,18:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00289-A1,2026-2,TCC00289,segunda,09:00,11:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00289-A1,2026-2,TCC00289,quarta,09:00,11:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00290-A1,2026-2,TCC00290,quinta,11:00,13:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00222-A1,2026-2,TCC00222,quinta,18:00,22:00,213,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00291-A1,2026-2,TCC00291,segunda,11:00,13:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00291-A1,2026-2,TCC00291,quarta,11:00,13:00,321,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-SEM-CODIGO-002-SEM-TURMA,2026-2,,terca,09:00,11:00,313,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-SEM-CODIGO-002-SEM-TURMA,2026-2,,quinta,09:00,11:00,313,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00226-A1,2026-2,TCC00226,segunda,09:00,11:00,L306,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00226-A1,2026-2,TCC00226,quarta,09:00,11:00,L306,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00225-A1,2026-2,TCC00225,segunda,18:00,20:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00225-A1,2026-2,TCC00225,quarta,18:00,20:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00292-A1,2026-2,TCC00292,segunda,09:00,11:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00292-A1,2026-2,TCC00292,quarta,09:00,11:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00293-A1,2026-2,TCC00293,segunda,07:00,09:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00293-A1,2026-2,TCC00293,quarta,07:00,09:00,215,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TIC10002-SEM-TURMA,2026-2,TIC10002,terca,14:00,16:00,202,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TIC10002-SEM-TURMA,2026-2,TIC10002,quinta,14:00,16:00,202,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00319-S1,2026-2,TCC00319,sexta,14:00,18:00,L306,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00319-T1,2026-2,TCC00319,terca,16:00,18:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00319-T1,2026-2,TCC00319,quinta,16:00,18:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00348-A1,2026-2,TCC00348,terca,11:00,13:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00348-A1,2026-2,TCC00348,quinta,11:00,13:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00348-B1,2026-2,TCC00348,terca,11:00,13:00,217,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00348-B1,2026-2,TCC00348,quinta,11:00,13:00,217,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00331-A1,2026-2,TCC00331,segunda,18:00,20:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00331-A1,2026-2,TCC00331,quarta,18:00,20:00,206,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00331-B1,2026-2,TCC00331,segunda,18:00,20:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00331-B1,2026-2,TCC00331,quarta,18:00,20:00,L307,True,laboratorio,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00371-A1,2026-2,TCC00371,terca,09:00,11:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00371-A1,2026-2,TCC00371,quinta,09:00,11:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-SEM-CODIGO-003-SEM-TURMA,2026-2,,quarta,16:00,20:00,202,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00296-A1,2026-2,TCC00296,terca,07:00,09:00,202,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00296-A1,2026-2,TCC00296,quinta,07:00,09:00,202,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00296-B1,2026-2,TCC00296,terca,14:00,16:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00296-B1,2026-2,TCC00296,quinta,14:00,16:00,204,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00332-A1,2026-2,TCC00332,terca,20:00,22:00,317,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00332-A1,2026-2,TCC00332,quinta,20:00,22:00,317,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00332-B1,2026-2,TCC00332,terca,18:00,20:00,317,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00332-B1,2026-2,TCC00332,quinta,18:00,20:00,317,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00354-A1,2026-2,TCC00354,terca,18:00,20:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00354-A1,2026-2,TCC00354,quinta,18:00,20:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00354-B1,2026-2,TCC00354,terca,20:00,22:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00354-B1,2026-2,TCC00354,quinta,20:00,22:00,308,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00363-A1,2026-2,TCC00363,terca,18:00,20:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00363-A1,2026-2,TCC00363,quinta,18:00,20:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00324-A1,2026-2,TCC00324,sexta,18:00,22:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00297-A1,2026-2,TCC00297,terca,11:00,13:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00297-A1,2026-2,TCC00297,quinta,11:00,13:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-SEM-CODIGO-004-SEM-TURMA,2026-2,,terca,09:00,11:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-SEM-CODIGO-004-SEM-TURMA,2026-2,,quinta,09:00,11:00,302,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
2026-2-TCC00298-A1,2026-2,TCC00298,segunda,11:00,13:00,217,False,,tipo_da_sala_inferido_exclusivamente_do_prefixo_observado,,,não disponível nos PDFs
