turma_id,semestre,codigo,disciplina_pdf,turma_pdf,turma_web,turma_url,metodo_vinculo,docentes_web,horario_web,cursos_busca,codigos_cursos_com_vagas,vagas,inscritos,vagas_cc,inscritos_cc,vagas_si,inscritos_si,vagas_outros_cursos,inscritos_outros_cursos,compartilhada_vagas_cc_si,curriculos,grupos_curriculares,compartilhada_curriculos_cc_si,obrigatoria,vagas_por_curso_json,fonte
2026-1-TCC00297-A1,2026-1,TCC00297,INTELIGÊNCIA ARTIFICIAL,A1,A1,/graduacao/quadrodehorarios/turmas/100000447070,turma_e_encontros_exatos,,Ter 07:00-09:00; Qui 07:00-09:00,CC,20;31,68,64,66,63,0,0,2,1,False,CC,CC-P7,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":66,""vagas_vestibulando"":0,""vagas"":66,""inscritos_regular"":63,""inscritos_vestibulando"":0,""inscritos"":63},{""codigo_curso"":""20"",""curso"":""Matemática"",""vagas_regular"":2,""vagas_vestibulando"":0,""vagas"":2,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00298-A1,2026-1,TCC00298,INTERFACE HOMEM-MÁQUINA,A1,A1,/graduacao/quadrodehorarios/turmas/100000447071,turma_e_encontros_exatos,,Seg 11:00-13:00; Qua 11:00-13:00,CC,31;83,62,53,60,52,2,1,0,0,True,CC,CC-P7,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":60,""vagas_vestibulando"":0,""vagas"":60,""inscritos_regular"":52,""inscritos_vestibulando"":0,""inscritos"":52},{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":2,""vagas_vestibulando"":0,""vagas"":2,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00301-AA,2026-1,TCC00301,LABORATÓRIO DE PROGRAMAÇÃO DE JOGOS,AA,AA,/graduacao/quadrodehorarios/turmas/100000447210,turma_e_encontros_exatos,,Ter 11:00-13:00,CC,31,35,33,35,33,0,0,0,0,False,CC;SI,CC-OPT;CC-P2;SI-OPT,True,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":35,""vagas_vestibulando"":0,""vagas"":35,""inscritos_regular"":33,""inscritos_vestibulando"":0,""inscritos"":33}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00301-BA,2026-1,TCC00301,LABORATÓRIO DE PROGRAMAÇÃO DE JOGOS,BA,BA,/graduacao/quadrodehorarios/turmas/100000447212,turma_e_encontros_exatos,,Qui 11:00-13:00,CC;SI,31;83,44,32,36,27,8,5,0,0,True,CC;SI,CC-OPT;CC-P2;SI-OPT,True,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":35,""vagas_vestibulando"":1,""vagas"":36,""inscritos_regular"":26,""inscritos_vestibulando"":1,""inscritos"":27},{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":8,""vagas_vestibulando"":0,""vagas"":8,""inscritos_regular"":5,""inscritos_vestibulando"":0,""inscritos"":5}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00304-A1,2026-1,TCC00304,LINGUAGENS DE PROGRAMAÇÃO,A1,A1,/graduacao/quadrodehorarios/turmas/100000447074,turma_e_encontros_exatos,,Seg 11:00-13:00; Qua 11:00-13:00,CC,31,68,66,68,66,0,0,0,0,False,CC,CC-P4,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":68,""vagas_vestibulando"":0,""vagas"":68,""inscritos_regular"":66,""inscritos_vestibulando"":0,""inscritos"":66}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00305-A1,2026-1,TCC00305,LINGUAGENS FORMAIS E TEORIA DA COMPUTAÇÃO,A1,A1,/graduacao/quadrodehorarios/turmas/100000447075,turma_e_encontros_exatos,,Seg 07:00-09:00; Qua 07:00-09:00,CC,31,70,49,70,49,0,0,0,0,False,CC,CC-P6,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":70,""vagas_vestibulando"":0,""vagas"":70,""inscritos_regular"":49,""inscritos_vestibulando"":0,""inscritos"":49}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00306-A1,2026-1,TCC00306,MÉTODOS NUMÉRICOS,A1,A1,/graduacao/quadrodehorarios/turmas/100000447076,turma_e_encontros_exatos,,Ter 09:00-11:00; Qui 09:00-11:00,CC,20;31,46,34,41,30,0,0,5,4,False,CC,CC-P4,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":41,""vagas_vestibulando"":0,""vagas"":41,""inscritos_regular"":30,""inscritos_vestibulando"":0,""inscritos"":30},{""codigo_curso"":""20"",""curso"":""Matemática"",""vagas_regular"":5,""vagas_vestibulando"":0,""vagas"":5,""inscritos_regular"":4,""inscritos_vestibulando"":0,""inscritos"":4}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00307-B1A1,2026-1,TCC00307,PROGRAMAÇÃO CIENTÍFICA,B1A1,A1,/graduacao/quadrodehorarios/turmas/100000447080,turma_contida_e_encontros_contidos,,Ter 11:00-13:00; Qui 11:00-13:00,CC,20;31;50,59,53,52,47,0,0,7,6,False,CC,CC-P6,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":52,""vagas_vestibulando"":0,""vagas"":52,""inscritos_regular"":47,""inscritos_vestibulando"":0,""inscritos"":47},{""codigo_curso"":""50"",""curso"":""Geofísica"",""vagas_regular"":6,""vagas_vestibulando"":0,""vagas"":6,""inscritos_regular"":5,""inscritos_vestibulando"":0,""inscritos"":5},{""codigo_curso"":""20"",""curso"":""Matemática"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00308-A1,2026-1,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,A1,A1,/graduacao/quadrodehorarios/turmas/100000447085,turma_e_encontros_exatos,,Seg 16:00-18:00; Qua 16:00-18:00,CC,123;31,47,33,27,18,0,0,20,15,False,CC,CC-P1,False,True,"[{""codigo_curso"":""123"",""curso"":""Inteligência Artificial e Ciência de Dados"",""vagas_regular"":0,""vagas_vestibulando"":20,""vagas"":20,""inscritos_regular"":0,""inscritos_vestibulando"":15,""inscritos"":15},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":11,""vagas_vestibulando"":16,""vagas"":27,""inscritos_regular"":3,""inscritos_vestibulando"":15,""inscritos"":18}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00308-B1,2026-1,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,B1,B1,/graduacao/quadrodehorarios/turmas/100000447084,turma_e_encontros_exatos,,Seg 16:00-18:00; Qua 16:00-18:00,CC,31,49,40,49,40,0,0,0,0,False,CC,CC-P1,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":18,""vagas_vestibulando"":31,""vagas"":49,""inscritos_regular"":9,""inscritos_vestibulando"":31,""inscritos"":40}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00312-A1,2026-1,TCC00312,PROJETO DE SOFTWARE,A1,A1,/graduacao/quadrodehorarios/turmas/100000447095,turma_e_encontros_exatos,,Seg 11:00-13:00; Qua 11:00-13:00,CC,31,61,57,61,57,0,0,0,0,False,CC,CC-P5,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":61,""vagas_vestibulando"":0,""vagas"":61,""inscritos_regular"":57,""inscritos_vestibulando"":0,""inscritos"":57}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00313-A1,2026-1,TCC00313,REDES DE COMPUTADORES I,A1,A1,/graduacao/quadrodehorarios/turmas/100000447100,turma_e_encontros_exatos,,Ter 07:00-09:00; Qui 07:00-09:00,CC,31;83,62,59,61,59,1,0,0,0,True,CC,CC-P5,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":61,""vagas_vestibulando"":0,""vagas"":61,""inscritos_regular"":59,""inscritos_vestibulando"":0,""inscritos"":59},{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":0,""inscritos_vestibulando"":0,""inscritos"":0}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00314-A1,2026-1,TCC00314,REDES DE COMPUTADORES II,A1,A1,/graduacao/quadrodehorarios/turmas/100000447101,turma_e_encontros_exatos,,Ter 09:00-11:00; Qui 09:00-11:00,CC,31;83,56,53,55,52,1,1,0,0,True,CC,CC-P6,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":55,""vagas_vestibulando"":0,""vagas"":55,""inscritos_regular"":52,""inscritos_vestibulando"":0,""inscritos"":52},{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00315-A1,2026-1,TCC00315,SISTEMAS DISTRIBUÍDOS,A1,A1,/graduacao/quadrodehorarios/turmas/100000447105,turma_e_encontros_exatos,,Ter 11:00-13:00; Qui 11:00-13:00,CC,31,60,41,60,41,0,0,0,0,False,CC,CC-P7,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":60,""vagas_vestibulando"":0,""vagas"":60,""inscritos_regular"":41,""inscritos_vestibulando"":0,""inscritos"":41}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00316-A1,2026-1,TCC00316,SISTEMAS OPERACIONAIS,A1,A1,/graduacao/quadrodehorarios/turmas/100000447107,turma_e_encontros_exatos,,Ter 11:00-13:00; Qui 11:00-13:00,CC,31,60,44,60,44,0,0,0,0,False,CC,CC-P4,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":60,""vagas_vestibulando"":0,""vagas"":60,""inscritos_regular"":44,""inscritos_vestibulando"":0,""inscritos"":44}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00318-A1,2026-1,TCC00318,PESQUISA OPERACIONAL,A1,A1,/graduacao/quadrodehorarios/turmas/100000447078,turma_e_encontros_exatos,,Ter 09:00-11:00; Qui 09:00-11:00,CC,31,60,54,60,54,0,0,0,0,False,CC,CC-P7,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":60,""vagas_vestibulando"":0,""vagas"":60,""inscritos_regular"":54,""inscritos_vestibulando"":0,""inscritos"":54}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00324-A1,2026-1,TCC00324,GOVERNANÇA EM TECNOLOGIA DA INFORMAÇÃO,A1,A1,/graduacao/quadrodehorarios/turmas/100000447069,turma_e_encontros_exatos,,Seg 20:00-22:00; Qua 20:00-22:00,SI,41;60;83,54,33,0,0,51,31,3,2,False,SI,SI-P8,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":50,""vagas_vestibulando"":1,""vagas"":51,""inscritos_regular"":30,""inscritos_vestibulando"":1,""inscritos"":31},{""codigo_curso"":""60"",""curso"":""Ciência da Computação(Rio das Ostras)"",""vagas_regular"":2,""vagas_vestibulando"":0,""vagas"":2,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1},{""codigo_curso"":""41"",""curso"":""Engenharia de Telecomunicações"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00328-A1,2026-1,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,A1,A1,/graduacao/quadrodehorarios/turmas/100000447092,turma_e_encontros_exatos,,Seg 11:00-13:00; Qua 11:00-13:00,CC,20;31;41;83,60,42,46,29,5,4,9,9,True,CC,CC-P3,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":45,""vagas_vestibulando"":1,""vagas"":46,""inscritos_regular"":28,""inscritos_vestibulando"":1,""inscritos"":29},{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":5,""vagas_vestibulando"":0,""vagas"":5,""inscritos_regular"":4,""inscritos_vestibulando"":0,""inscritos"":4},{""codigo_curso"":""41"",""curso"":""Engenharia de Telecomunicações"",""vagas_regular"":7,""vagas_vestibulando"":0,""vagas"":7,""inscritos_regular"":7,""inscritos_vestibulando"":0,""inscritos"":7},{""codigo_curso"":""20"",""curso"":""Matemática"",""vagas_regular"":2,""vagas_vestibulando"":0,""vagas"":2,""inscritos_regular"":2,""inscritos_vestibulando"":0,""inscritos"":2}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00328-B1,2026-1,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,B1,B1,/graduacao/quadrodehorarios/turmas/100000447090,turma_e_encontros_exatos,,Seg 16:00-18:00; Qua 16:00-18:00,CC,31;41;83,62,55,24,22,16,15,22,18,True,CC,CC-P3,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":16,""vagas_vestibulando"":0,""vagas"":16,""inscritos_regular"":15,""inscritos_vestibulando"":0,""inscritos"":15},{""codigo_curso"":""41"",""curso"":""Engenharia de Telecomunicações"",""vagas_regular"":22,""vagas_vestibulando"":0,""vagas"":22,""inscritos_regular"":18,""inscritos_vestibulando"":0,""inscritos"":18},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":24,""vagas_vestibulando"":0,""vagas"":24,""inscritos_regular"":22,""inscritos_vestibulando"":0,""inscritos"":22}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00328-C1,2026-1,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,C1,C1,/graduacao/quadrodehorarios/turmas/100000447091,turma_e_encontros_exatos,,Seg 11:00-13:00; Qua 11:00-13:00,CC,20;31;41,50,18,15,3,0,0,35,15,False,CC,CC-P3,False,True,"[{""codigo_curso"":""20"",""curso"":""Matemática"",""vagas_regular"":2,""vagas_vestibulando"":0,""vagas"":2,""inscritos_regular"":0,""inscritos_vestibulando"":0,""inscritos"":0},{""codigo_curso"":""41"",""curso"":""Engenharia de Telecomunicações"",""vagas_regular"":33,""vagas_vestibulando"":0,""vagas"":33,""inscritos_regular"":15,""inscritos_vestibulando"":0,""inscritos"":15},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":14,""vagas_vestibulando"":1,""vagas"":15,""inscritos_regular"":3,""inscritos_vestibulando"":0,""inscritos"":3}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00330-A1,2026-1,TCC00330,MODELAGEM DE PROCESSOS DE NEGÓCIOS,A1,A1,/graduacao/quadrodehorarios/turmas/100000447077,turma_e_encontros_exatos,,Seg 18:00-20:00; Qua 18:00-20:00,SI,83,51,47,0,0,51,47,0,0,False,SI,SI-P7,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":51,""vagas_vestibulando"":0,""vagas"":51,""inscritos_regular"":47,""inscritos_vestibulando"":0,""inscritos"":47}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00331-A1,2026-1,TCC00331,ESTRUTURAS DE DADOS PARA SI,A1,A1,/graduacao/quadrodehorarios/turmas/100000447057,turma_e_encontros_exatos,,Seg 18:00-20:00; Qua 18:00-20:00,SI,83,45,33,0,0,45,33,0,0,False,SI,SI-P3,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":40,""vagas_vestibulando"":5,""vagas"":45,""inscritos_regular"":33,""inscritos_vestibulando"":0,""inscritos"":33}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00331-B1,2026-1,TCC00331,ESTRUTURAS DE DADOS PARA SI,B1,B1,/graduacao/quadrodehorarios/turmas/100000447056,turma_e_encontros_exatos,,Seg 18:00-20:00; Qua 18:00-20:00,SI,83,45,37,0,0,45,37,0,0,False,SI,SI-P3,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":45,""vagas_vestibulando"":0,""vagas"":45,""inscritos_regular"":37,""inscritos_vestibulando"":0,""inscritos"":37}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00332-A1,2026-1,TCC00332,FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO,A1,A1,/graduacao/quadrodehorarios/turmas/100000447061,turma_e_encontros_exatos,,Ter 18:00-20:00; Qui 18:00-20:00,SI,31;41;83,43,37,1,0,41,36,1,1,True,SI,SI-P1,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":10,""vagas_vestibulando"":31,""vagas"":41,""inscritos_regular"":5,""inscritos_vestibulando"":31,""inscritos"":36},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":0,""inscritos_vestibulando"":0,""inscritos"":0},{""codigo_curso"":""41"",""curso"":""Engenharia de Telecomunicações"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00332-B1,2026-1,TCC00332,FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO,B1,B1,/graduacao/quadrodehorarios/turmas/100000447062,turma_e_encontros_exatos,,Ter 20:00-22:00; Qui 20:00-22:00,SI,83,40,31,0,0,40,31,0,0,False,SI,SI-P1,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":10,""vagas_vestibulando"":30,""vagas"":40,""inscritos_regular"":2,""inscritos_vestibulando"":29,""inscritos"":31}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00334-A1,2026-1,TCC00334,PRINCÍPIOS DE BANCO DE DADOS,A1,A1,/graduacao/quadrodehorarios/turmas/100000447079,turma_e_encontros_exatos,,Seg 18:00-20:00; Qua 18:00-20:00,SI,14;31;83,63,61,1,1,61,59,1,1,True,SI,SI-P4,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":60,""vagas_vestibulando"":1,""vagas"":61,""inscritos_regular"":59,""inscritos_vestibulando"":0,""inscritos"":59},{""codigo_curso"":""14"",""curso"":""Arquivologia"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00335-A1,2026-1,TCC00335,PROJETO DE BANCO DE DADOS PARA SI,A1,A1,/graduacao/quadrodehorarios/turmas/100000447094,turma_e_encontros_exatos,,Ter 20:00-22:00; Qui 20:00-22:00,SI,31;83,58,47,5,1,53,46,0,0,True,SI,SI-P5,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":51,""vagas_vestibulando"":2,""vagas"":53,""inscritos_regular"":45,""inscritos_vestibulando"":1,""inscritos"":46},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":5,""vagas_vestibulando"":0,""vagas"":5,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00336-A1,2026-1,TCC00336,BANCOS DE DADOS NÃO CONVENCIONAIS,A1,A1,/graduacao/quadrodehorarios/turmas/100000447040,turma_e_encontros_exatos,,Seg 20:00-22:00; Qua 20:00-22:00,CC;SI,31;83,54,54,2,2,52,52,0,0,True,SI,SI-P6,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":52,""vagas_vestibulando"":0,""vagas"":52,""inscritos_regular"":52,""inscritos_vestibulando"":0,""inscritos"":52},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":2,""vagas_vestibulando"":0,""vagas"":2,""inscritos_regular"":2,""inscritos_vestibulando"":0,""inscritos"":2}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00336-Z1,2026-1,TCC00336,BANCOS DE DADOS NÃO CONVENCIONAIS,Z1,Z1,/graduacao/quadrodehorarios/turmas/100000447041,turma_e_encontros_exatos,,Ter 18:00-20:00; Qui 18:00-20:00,CC;SI,31;60;83;97,59,34,6,1,50,31,3,2,True,SI,SI-P6,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":50,""vagas_vestibulando"":0,""vagas"":50,""inscritos_regular"":31,""inscritos_vestibulando"":0,""inscritos"":31},{""codigo_curso"":""97"",""curso"":""Disciplina Isolada"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":6,""vagas_vestibulando"":0,""vagas"":6,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1},{""codigo_curso"":""60"",""curso"":""Ciência da Computação(Rio das Ostras)"",""vagas_regular"":2,""vagas_vestibulando"":0,""vagas"":2,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00337-A1,2026-1,TCC00337,INTRODUÇÃO A INTERAÇÃO HUMANO-COMPUTADOR,A1,A1,/graduacao/quadrodehorarios/turmas/100000447072,turma_e_encontros_exatos,,Seg 18:00-20:00; Qua 18:00-20:00,SI,31;83,57,57,2,2,55,55,0,0,True,SI,SI-P5,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":55,""vagas_vestibulando"":0,""vagas"":55,""inscritos_regular"":55,""inscritos_vestibulando"":0,""inscritos"":55},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":2,""vagas_vestibulando"":0,""vagas"":2,""inscritos_regular"":2,""inscritos_vestibulando"":0,""inscritos"":2}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00338-A1,2026-1,TCC00338,PROJETO DE SOFTWARE,A1,A1,/graduacao/quadrodehorarios/turmas/100000447096,turma_e_encontros_exatos,,Ter 18:00-20:00; Qui 18:00-20:00,SI,31;83,52,48,1,1,51,47,0,0,True,SI,SI-P6,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":51,""vagas_vestibulando"":0,""vagas"":51,""inscritos_regular"":47,""inscritos_vestibulando"":0,""inscritos"":47},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00341-A1,2026-1,TCC00341,SEGURANÇA DA INFORMAÇÃO,A1,A1,/graduacao/quadrodehorarios/turmas/100000447102,turma_e_encontros_exatos,,Seg 20:00-22:00; Qua 20:00-22:00,SI,83,53,53,0,0,53,53,0,0,False,SI,SI-P7,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":53,""vagas_vestibulando"":0,""vagas"":53,""inscritos_regular"":53,""inscritos_vestibulando"":0,""inscritos"":53}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00344-AA,2026-1,TCC00344,LABORATÓRIO DE PROGRAMAÇÃO PARALELA I,AA,AA,/graduacao/quadrodehorarios/turmas/100000447218,turma_e_encontros_exatos,,Seg 07:00-09:00; Qua 07:00-09:00,CC,31,60,48,60,48,0,0,0,0,False,CC,CC-P7,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":60,""vagas_vestibulando"":0,""vagas"":60,""inscritos_regular"":48,""inscritos_vestibulando"":0,""inscritos"":48}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00346-AA,2026-1,TCC00346,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,AA,AA,/graduacao/quadrodehorarios/turmas/100000447214,turma_e_encontros_exatos,,Ter 16:00-18:00,CC,31,35,34,35,34,0,0,0,0,False,CC,CC-P1,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":5,""vagas_vestibulando"":30,""vagas"":35,""inscritos_regular"":4,""inscritos_vestibulando"":30,""inscritos"":34}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00346-BA,2026-1,TCC00346,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,BA,BA,/graduacao/quadrodehorarios/turmas/100000447215,turma_e_encontros_exatos,,Qui 16:00-18:00,CC,31,35,25,35,25,0,0,0,0,False,CC,CC-P1,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":15,""vagas_vestibulando"":20,""vagas"":35,""inscritos_regular"":9,""inscritos_vestibulando"":16,""inscritos"":25}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00347-A1,2026-1,TCC00347,PROGRAMAÇÃO ESTRUTURADA,A1,A1,/graduacao/quadrodehorarios/turmas/100000447088,turma_e_encontros_exatos,,Ter 09:00-11:00; Qui 09:00-11:00,CC,31,45,43,45,43,0,0,0,0,False,CC,CC-P2,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":43,""vagas_vestibulando"":2,""vagas"":45,""inscritos_regular"":42,""inscritos_vestibulando"":1,""inscritos"":43}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
