turma_id,semestre,codigo,disciplina_pdf,turma_pdf,turma_web,turma_url,metodo_vinculo,docentes_web,horario_web,cursos_busca,codigos_cursos_com_vagas,vagas,inscritos,vagas_cc,inscritos_cc,vagas_si,inscritos_si,vagas_outros_cursos,inscritos_outros_cursos,compartilhada_vagas_cc_si,curriculos,grupos_curriculares,compartilhada_curriculos_cc_si,obrigatoria,vagas_por_curso_json,fonte
2026-1-TCC00347-B1,2026-1,TCC00347,PROGRAMAÇÃO ESTRUTURADA,B1,B1,/graduacao/quadrodehorarios/turmas/100000447089,turma_e_encontros_exatos,,Ter 09:00-11:00; Qui 09:00-11:00,CC,31;37,47,46,45,44,0,0,2,2,False,CC,CC-P2,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":43,""vagas_vestibulando"":2,""vagas"":45,""inscritos_regular"":43,""inscritos_vestibulando"":1,""inscritos"":44},{""codigo_curso"":""37"",""curso"":""Engenharia Civil"",""vagas_regular"":2,""vagas_vestibulando"":0,""vagas"":2,""inscritos_regular"":2,""inscritos_vestibulando"":0,""inscritos"":2}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00347-X1,2026-1,TCC00347,PROGRAMAÇÃO ESTRUTURADA,X1,X1,/graduacao/quadrodehorarios/turmas/100000451291,turma_e_encontros_exatos,,Ter 09:00-11:00; Qui 09:00-11:00,CC,31;41;54,47,33,42,29,0,0,5,4,False,CC,CC-P2,False,True,"[{""codigo_curso"":""41"",""curso"":""Engenharia de Telecomunicações"",""vagas_regular"":0,""vagas_vestibulando"":1,""vagas"":1,""inscritos_regular"":0,""inscritos_vestibulando"":1,""inscritos"":1},{""codigo_curso"":""54"",""curso"":""Estatística"",""vagas_regular"":4,""vagas_vestibulando"":0,""vagas"":4,""inscritos_regular"":3,""inscritos_vestibulando"":0,""inscritos"":3},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":42,""vagas_vestibulando"":0,""vagas"":42,""inscritos_regular"":29,""inscritos_vestibulando"":0,""inscritos"":29}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00348-A1,2026-1,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITMOS,A1,A1,/graduacao/quadrodehorarios/turmas/100000447054,turma_e_encontros_exatos,,Ter 11:00-13:00; Qui 11:00-13:00,CC,31,52,28,52,28,0,0,0,0,False,CC,CC-P3,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":49,""vagas_vestibulando"":3,""vagas"":52,""inscritos_regular"":26,""inscritos_vestibulando"":2,""inscritos"":28}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00348-B1,2026-1,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITMOS,B1,B1,/graduacao/quadrodehorarios/turmas/100000447055,turma_e_encontros_exatos,,Ter 11:00-13:00; Qui 11:00-13:00,CC,31,41,40,41,40,0,0,0,0,False,CC,CC-P3,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":41,""vagas_vestibulando"":0,""vagas"":41,""inscritos_regular"":40,""inscritos_vestibulando"":0,""inscritos"":40}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00349-A1,2026-1,TCC00349,AVALIAÇÃO DE DESEMPENHO,A1,A1,/graduacao/quadrodehorarios/turmas/100000447039,turma_e_encontros_exatos,,Ter 09:00-11:00; Qui 09:00-11:00,CC,31,60,48,60,48,0,0,0,0,False,CC,CC-P5,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":60,""vagas_vestibulando"":0,""vagas"":60,""inscritos_regular"":48,""inscritos_vestibulando"":0,""inscritos"":48}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00354-A1,2026-1,TCC00354,FUNDAMENTOS MATEMÁTICOS PARA COMP.,A1,A1,/graduacao/quadrodehorarios/turmas/100000447067,turma_e_encontros_exatos,,Ter 18:00-20:00; Qui 18:00-20:00,SI,83,50,42,0,0,50,42,0,0,False,SI,SI-P1,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":20,""vagas_vestibulando"":30,""vagas"":50,""inscritos_regular"":15,""inscritos_vestibulando"":27,""inscritos"":42}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00354-B1,2026-1,TCC00354,FUNDAMENTOS MATEMÁTICOS PARA COMP.,B1,B1,/graduacao/quadrodehorarios/turmas/100000447066,turma_e_encontros_exatos,,Ter 20:00-22:00; Qui 20:00-22:00,SI,41;83,46,35,0,0,45,34,1,1,False,SI,SI-P1,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":14,""vagas_vestibulando"":31,""vagas"":45,""inscritos_regular"":10,""inscritos_vestibulando"":24,""inscritos"":34},{""codigo_curso"":""41"",""curso"":""Engenharia de Telecomunicações"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00355-EA,2026-1,TCC00355,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,EA,EA,/graduacao/quadrodehorarios/turmas/100000447231,turma_e_encontros_exatos,,Seg 20:00-22:00; Qua 20:00-22:00,SI,83,45,38,0,0,45,38,0,0,False,SI,SI-P1,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":16,""vagas_vestibulando"":29,""vagas"":45,""inscritos_regular"":12,""inscritos_vestibulando"":26,""inscritos"":38}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00355-FA,2026-1,TCC00355,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,FA,FA,/graduacao/quadrodehorarios/turmas/100000447232,turma_e_encontros_exatos,,Seg 20:00-22:00; Qua 20:00-22:00,SI,41;83,45,35,0,0,44,34,1,1,False,SI,SI-P1,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":14,""vagas_vestibulando"":30,""vagas"":44,""inscritos_regular"":8,""inscritos_vestibulando"":26,""inscritos"":34},{""codigo_curso"":""41"",""curso"":""Engenharia de Telecomunicações"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00356-A1,2026-1,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,A1,A1,/graduacao/quadrodehorarios/turmas/100000447086,turma_e_encontros_exatos,,Seg 18:00-20:00; Qua 18:00-20:00,SI,83,46,35,0,0,46,35,0,0,False,SI,SI-P2,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":40,""vagas_vestibulando"":6,""vagas"":46,""inscritos_regular"":30,""inscritos_vestibulando"":5,""inscritos"":35}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00356-B1,2026-1,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,B1,B1,/graduacao/quadrodehorarios/turmas/100000447087,turma_e_encontros_exatos,,Seg 20:00-22:00; Qua 20:00-22:00,SI,83,46,34,0,0,46,34,0,0,False,SI,SI-P2,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":45,""vagas_vestibulando"":1,""vagas"":46,""inscritos_regular"":34,""inscritos_vestibulando"":0,""inscritos"":34}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00357-A1,2026-1,TCC00357,PROGRAMAÇÃO ORIENTADA A OBJETOS I,A1,A1,/graduacao/quadrodehorarios/turmas/100000447093,turma_e_encontros_exatos,,Sex 18:00-22:00,SI,41;83,66,41,0,0,61,39,5,2,False,SI,SI-P4,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":60,""vagas_vestibulando"":1,""vagas"":61,""inscritos_regular"":39,""inscritos_vestibulando"":0,""inscritos"":39},{""codigo_curso"":""41"",""curso"":""Engenharia de Telecomunicações"",""vagas_regular"":5,""vagas_vestibulando"":0,""vagas"":5,""inscritos_regular"":2,""inscritos_vestibulando"":0,""inscritos"":2}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00358-A1,2026-1,TCC00358,SISTEMAS COMPUTACIONAIS,A1,A1,/graduacao/quadrodehorarios/turmas/100000447103,turma_e_encontros_exatos,,Qui 18:00-22:00,SI,31;83,50,46,1,1,49,45,0,0,True,SI,SI-P3,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":47,""vagas_vestibulando"":2,""vagas"":49,""inscritos_regular"":45,""inscritos_vestibulando"":0,""inscritos"":45},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00358-B1,2026-1,TCC00358,SISTEMAS COMPUTACIONAIS,B1,B1,/graduacao/quadrodehorarios/turmas/100000447104,turma_e_encontros_exatos,,Qui 18:00-22:00,SI,83,50,39,0,0,50,39,0,0,False,SI,SI-P3,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":48,""vagas_vestibulando"":2,""vagas"":50,""inscritos_regular"":39,""inscritos_vestibulando"":0,""inscritos"":39}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00359-A1,2026-1,TCC00359,REDES DE COMPUTADORES,A1,A1,/graduacao/quadrodehorarios/turmas/100000447099,turma_e_encontros_exatos,,Seg 20:00-22:00; Qua 20:00-22:00,SI,83,70,69,0,0,70,69,0,0,False,SI,SI-P4,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":70,""vagas_vestibulando"":0,""vagas"":70,""inscritos_regular"":69,""inscritos_vestibulando"":0,""inscritos"":69}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00359-Z1,2026-1,TCC00359,REDES DE COMPUTADORES,Z1,Z1,/graduacao/quadrodehorarios/turmas/100000448455,turma_e_encontros_exatos,,Ter 14:00-16:00; Qui 14:00-16:00,SI,41;83,21,12,0,0,20,11,1,1,False,SI,SI-P4,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":20,""vagas_vestibulando"":0,""vagas"":20,""inscritos_regular"":11,""inscritos_vestibulando"":0,""inscritos"":11},{""codigo_curso"":""41"",""curso"":""Engenharia de Telecomunicações"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00360-A1,2026-1,TCC00360,VISUALIZAÇÃO DE DADOS,A1,A1,/graduacao/quadrodehorarios/turmas/100000447108,turma_e_encontros_exatos,,Seg 18:00-20:00; Qua 18:00-20:00,SI,83,60,57,0,0,60,57,0,0,False,SI,SI-P6,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":60,""vagas_vestibulando"":0,""vagas"":60,""inscritos_regular"":57,""inscritos_vestibulando"":0,""inscritos"":57}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00361-A1,2026-1,TCC00361,INTRODUÇÃO AO DESENVOLVIMENTO WEB,A1,A1,/graduacao/quadrodehorarios/turmas/100000447073,turma_e_encontros_exatos,,Ter 20:00-22:00; Qui 20:00-22:00,SI,83,41,41,0,0,41,41,0,0,False,SI,SI-P6,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":41,""vagas_vestibulando"":0,""vagas"":41,""inscritos_regular"":41,""inscritos_vestibulando"":0,""inscritos"":41}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00362-A1,2026-1,TCC00362,SISTEMAS DISTRIBUÍDOS PARA SISTEMAS DE INFORMAÇÃO,A1,A1,/graduacao/quadrodehorarios/turmas/100000447106,turma_e_encontros_exatos,,Seg 20:00-22:00; Qua 20:00-22:00,SI,31;83,57,50,1,1,56,49,0,0,True,SI,SI-P5,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":55,""vagas_vestibulando"":1,""vagas"":56,""inscritos_regular"":49,""inscritos_vestibulando"":0,""inscritos"":49},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00363-A1,2026-1,TCC00363,GERÊNCIA DE PROJETOS E MANUT DE SOFTWARE,A1,A1,/graduacao/quadrodehorarios/turmas/100000447068,turma_e_encontros_exatos,,Ter 20:00-22:00; Qui 20:00-22:00,SI,83,54,50,0,0,54,50,0,0,False,SI,SI-P7,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":54,""vagas_vestibulando"":0,""vagas"":54,""inscritos_regular"":50,""inscritos_vestibulando"":0,""inscritos"":50}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00365-A1,2026-1,TCC00365,QUALIDADE E TESTE DE SOFTWARE,A1,A1,/graduacao/quadrodehorarios/turmas/100000447098,turma_e_encontros_exatos,,Seg 18:00-20:00; Qua 18:00-20:00,SI,83,56,54,0,0,56,54,0,0,False,SI,SI-P8,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":56,""vagas_vestibulando"":0,""vagas"":56,""inscritos_regular"":54,""inscritos_vestibulando"":0,""inscritos"":54}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00366-A1,2026-1,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,A1,A1,/graduacao/quadrodehorarios/turmas/100000447082,turma_e_encontros_exatos,,Seg 18:00-20:00; Qua 18:00-20:00,SI,20;83,46,27,0,0,45,26,1,1,False,SI,SI-P1,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":15,""vagas_vestibulando"":30,""vagas"":45,""inscritos_regular"":1,""inscritos_vestibulando"":25,""inscritos"":26},{""codigo_curso"":""20"",""curso"":""Matemática"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00366-B1,2026-1,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,B1,B1,/graduacao/quadrodehorarios/turmas/100000447083,turma_e_encontros_exatos,,Seg 18:00-20:00; Qua 18:00-20:00,SI,83,45,36,0,0,45,36,0,0,False,SI,SI-P1,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":14,""vagas_vestibulando"":31,""vagas"":45,""inscritos_regular"":12,""inscritos_vestibulando"":24,""inscritos"":36}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00368-A1,2026-1,TCC00368,PESQUISA OPERACIONAL PARA SISTEMAS DE INFORMAÇÃO,A1,A1,/graduacao/quadrodehorarios/turmas/100000447050,turma_e_encontros_exatos,,Sex 18:00-22:00,SI,31;83,61,58,2,2,59,56,0,0,True,,,False,False,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":59,""vagas_vestibulando"":0,""vagas"":59,""inscritos_regular"":56,""inscritos_vestibulando"":0,""inscritos"":56},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":2,""vagas_vestibulando"":0,""vagas"":2,""inscritos_regular"":2,""inscritos_vestibulando"":0,""inscritos"":2}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-1-TCC00371-A1,2026-1,TCC00371,ÉTICA EM INT. ARTIFICIAL E CIÊNCIA DE DADOS,A1,A1,/graduacao/quadrodehorarios/turmas/100000447058,turma_e_encontros_exatos,,Ter 09:00-11:00; Qui 09:00-11:00,CC,123;31;97,31,31,10,10,0,0,21,21,False,,,False,False,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":10,""vagas_vestibulando"":0,""vagas"":10,""inscritos_regular"":10,""inscritos_vestibulando"":0,""inscritos"":10},{""codigo_curso"":""123"",""curso"":""Inteligência Artificial e Ciência de Dados"",""vagas_regular"":0,""vagas_vestibulando"":20,""vagas"":20,""inscritos_regular"":0,""inscritos_vestibulando"":20,""inscritos"":20},{""codigo_curso"":""97"",""curso"":""Disciplina Isolada"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-2-TCC00194-SEM-TURMA,2026-2,TCC00194,BIOLOGIA COMPUTACIONAL (OPTATIVA),,A1,/graduacao/quadrodehorarios/turmas/100000462594,encontros_exatos,,Ter 16:00-18:00; Qui 16:00-18:00,CC,31,32,32,32,32,0,0,0,0,False,CC,CC-OPT,False,False,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":32,""vagas_vestibulando"":0,""vagas"":32,""inscritos_regular"":32,""inscritos_vestibulando"":0,""inscritos"":32}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-2-TCC00196-SEM-TURMA,2026-2,TCC00196,PROGRAMAÇÃO LINEAR INTEIRA - OTIMIZAÇÃO COMBINATÓRIA (GRAD. E PÓS),,A1,/graduacao/quadrodehorarios/turmas/100000462774,encontros_exatos,,Sex 14:00-18:00,CC,31,17,12,17,12,0,0,0,0,False,CC,CC-OPT,False,False,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":17,""vagas_vestibulando"":0,""vagas"":17,""inscritos_regular"":12,""inscritos_vestibulando"":0,""inscritos"":12}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-2-TCC00200-SEM-TURMA,2026-2,TCC00200,MINERAÇÃO DE DADOS (GRAD. E PÓS),,A1,/graduacao/quadrodehorarios/turmas/100000462775,encontros_exatos,,Seg 16:00-18:00; Qua 16:00-18:00,CC,31;83,15,10,9,6,6,4,0,0,True,CC,CC-OPT,False,False,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":9,""vagas_vestibulando"":0,""vagas"":9,""inscritos_regular"":6,""inscritos_vestibulando"":0,""inscritos"":6},{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":6,""vagas_vestibulando"":0,""vagas"":6,""inscritos_regular"":4,""inscritos_vestibulando"":0,""inscritos"":4}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-2-TCC00203-SEM-TURMA,2026-2,TCC00203,ANÁLISE / PROCESSAMENTO DE IMAGENS (GRAD. E PÓS),,A1,/graduacao/quadrodehorarios/turmas/100000462780,encontros_exatos,,Seg 14:00-18:00,CC,31;83;97,19,12,13,11,5,0,1,1,True,CC,CC-OPT,False,False,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":13,""vagas_vestibulando"":0,""vagas"":13,""inscritos_regular"":11,""inscritos_vestibulando"":0,""inscritos"":11},{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":5,""vagas_vestibulando"":0,""vagas"":5,""inscritos_regular"":0,""inscritos_vestibulando"":0,""inscritos"":0},{""codigo_curso"":""97"",""curso"":""Disciplina Isolada"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-2-TCC00222-A1,2026-2,TCC00222,COMPUTAÇÃO E SOCIEDADE PARA SI,A1,A1,/graduacao/quadrodehorarios/turmas/100000457762,turma_e_encontros_exatos,,Qui 18:00-22:00,SI,23;31;83,50,39,4,4,41,35,5,0,True,SI,SI-P8,False,True,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":4,""vagas_vestibulando"":0,""vagas"":4,""inscritos_regular"":4,""inscritos_vestibulando"":0,""inscritos"":4},{""codigo_curso"":""23"",""curso"":""Administração"",""vagas_regular"":5,""vagas_vestibulando"":0,""vagas"":5,""inscritos_regular"":0,""inscritos_vestibulando"":0,""inscritos"":0},{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":36,""vagas_vestibulando"":5,""vagas"":41,""inscritos_regular"":35,""inscritos_vestibulando"":0,""inscritos"":35}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-2-TCC00225-A1,2026-2,TCC00225,ENGENHARIA DE SOFTWARE,A1,A1,/graduacao/quadrodehorarios/turmas/100000462001,turma_e_encontros_exatos,,Seg 18:00-20:00; Qua 18:00-20:00,SI,20;37;41;50;83,61,56,0,0,55,52,6,4,False,SI,SI-P5,False,True,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":53,""vagas_vestibulando"":2,""vagas"":55,""inscritos_regular"":52,""inscritos_vestibulando"":0,""inscritos"":52},{""codigo_curso"":""20"",""curso"":""Matemática"",""vagas_regular"":2,""vagas_vestibulando"":0,""vagas"":2,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1},{""codigo_curso"":""41"",""curso"":""Engenharia de Telecomunicações"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1},{""codigo_curso"":""37"",""curso"":""Engenharia Civil"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1},{""codigo_curso"":""50"",""curso"":""Geofísica"",""vagas_regular"":2,""vagas_vestibulando"":0,""vagas"":2,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-2-TCC00226-A1,2026-2,TCC00226,DESENVOLVIMENTO WEB,A1,A1,/graduacao/quadrodehorarios/turmas/100000457764,turma_e_encontros_exatos,,Seg 09:00-11:00; Qua 09:00-11:00,CC,31;41;97,62,62,60,60,0,0,2,2,False,CC,CC-P5,False,True,"[{""codigo_curso"":""41"",""curso"":""Engenharia de Telecomunicações"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1},{""codigo_curso"":""97"",""curso"":""Disciplina Isolada"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":60,""vagas_vestibulando"":0,""vagas"":60,""inscritos_regular"":60,""inscritos_vestibulando"":0,""inscritos"":60}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-2-TCC00234-SEM-TURMA,2026-2,TCC00234,TÓPICOS EM ARQUITETURAS DE COMPUTADORES I (GRAD. E PÓS),,A1,/graduacao/quadrodehorarios/turmas/100000457760,encontros_exatos,,Seg 09:00-11:00; Qua 09:00-11:00,CC,31,10,10,10,10,0,0,0,0,False,CC;SI,CC-OPT;SI-OPT,True,False,"[{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":10,""vagas_vestibulando"":0,""vagas"":10,""inscritos_regular"":10,""inscritos_vestibulando"":0,""inscritos"":10}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-2-TCC00237-A1,2026-2,TCC00237,TÓPICOS EM AUTOMAÇÃO I - ROBÓTICA E VEÍCULOS AUTÔNOMOS (GRAD. E PÓS),A1,A1,/graduacao/quadrodehorarios/turmas/100000462596,turma_e_encontros_exatos,,Seg 18:00-20:00; Qua 18:00-20:00,CC;SI,31;83,43,27,10,7,33,20,0,0,True,CC;SI,CC-OPT;SI-OPT,True,False,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":30,""vagas_vestibulando"":3,""vagas"":33,""inscritos_regular"":20,""inscritos_vestibulando"":0,""inscritos"":20},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":10,""vagas_vestibulando"":0,""vagas"":10,""inscritos_regular"":7,""inscritos_vestibulando"":0,""inscritos"":7}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-2-TCC00241-A1,2026-2,TCC00241,TÓPICOS EM COMPUTAÇÃO I - GRAFOS E SUAS APLICAÇÕES,A1,A1,/graduacao/quadrodehorarios/turmas/100000462767,turma_e_encontros_exatos,,Ter 18:00-20:00; Qui 18:00-20:00,CC;SI,31;41;83,39,35,6,6,32,28,1,1,True,CC;SI,CC-OPT;SI-OPT,True,False,"[{""codigo_curso"":""83"",""curso"":""Sistemas de Informação"",""vagas_regular"":29,""vagas_vestibulando"":3,""vagas"":32,""inscritos_regular"":28,""inscritos_vestibulando"":0,""inscritos"":28},{""codigo_curso"":""41"",""curso"":""Engenharia de Telecomunicações"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":6,""vagas_vestibulando"":0,""vagas"":6,""inscritos_regular"":6,""inscritos_vestibulando"":0,""inscritos"":6}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
2026-2-TCC00242-SEM-TURMA,2026-2,TCC00242,TÓPICOS EM COMPUTAÇÃO II - ÁLGEBRA LINEAR COMPUTACIONAL (GRAD. E PÓS),,A1,/graduacao/quadrodehorarios/turmas/100000462772,encontros_exatos,,Seg 11:00-13:00; Qua 11:00-13:00,CC,20;31,21,16,20,15,0,0,1,1,False,CC;SI,CC-OPT;SI-OPT,True,False,"[{""codigo_curso"":""20"",""curso"":""Matemática"",""vagas_regular"":1,""vagas_vestibulando"":0,""vagas"":1,""inscritos_regular"":1,""inscritos_vestibulando"":0,""inscritos"":1},{""codigo_curso"":""31"",""curso"":""Ciência da Computação"",""vagas_regular"":20,""vagas_vestibulando"":0,""vagas"":20,""inscritos_regular"":15,""inscritos_vestibulando"":0,""inscritos"":15}]",webscrap/turmas_2026_raw.csv + dados/processados/turmas_2026.csv
