id,semestre,curso,periodo,grupos_curriculares,codigo,disciplina,turma,turma_pdf,origem,alocacao,professores,capacidade,inscritos,obrigatoria,compartilhada_cc_si,compartilhada_vagas_cc_si,turma_url,metodo_vinculo
2026-2-TCC00242-SEM-TURMA,2026-2,CC;SI,,CC-OPT;SI-OPT,TCC00242,TÓPICOS EM COMPUTAÇÃO II - ÁLGEBRA LINEAR COMPUTACIONAL (GRAD. E PÓS),A1,,IC,Pedro,Pedro,21,16,False,True,False,/graduacao/quadrodehorarios/turmas/100000462772,encontros_exatos
2026-2-TCC00243-SEM-TURMA,2026-2,CC;SI,,CC-OPT;SI-OPT,TCC00243,TÓPICOS EM COMPUTAÇÃO III - ALGORITMOS E COMPLEXIDADE DE PROBLEMAS (GRAD. E PÓS),A1,,IC,Luis Felipe,Luis Felipe,18,7,False,True,True,/graduacao/quadrodehorarios/turmas/100000462773,encontros_exatos
2026-2-TCC00245-SEM-TURMA,2026-2,CC;SI,,CC-OPT;SI-OPT,TCC00245,TÓPICOS EM BANCO DE DADOS II - RASTREABILIDADE E GOVERNANÇA DE DADOS (GRAD. E PÓS),A1,,IC,Daniel,Daniel,19,16,False,True,True,/graduacao/quadrodehorarios/turmas/100000462771,encontros_exatos
2026-2-TCC00252-SEM-TURMA,2026-2,CC;SI,,CC-OPT;SI-OPT,TCC00252,TÓPICOS EM ENG DE SOFTWARE III - IA GENERATIVA (GRAD. E PÓS),A1,,IC,Vania,Vania,16,15,False,True,True,/graduacao/quadrodehorarios/turmas/100000462770,encontros_exatos
2026-2-TCC00259-SEM-TURMA,2026-2,CC;SI,,CC-OPT;SI-OPT,TCC00259,TÓPICOS EM IA I - APRENDIZADO PROFUNDO (GRAD. E PÓS),A1,,IC,Anselmo,Anselmo,40,17,False,True,False,/graduacao/quadrodehorarios/turmas/100000462769,encontros_exatos
2026-2-TCC00265-SEM-TURMA,2026-2,CC;SI,,CC-OPT;SI-OPT,TCC00265,TÓPICOS EM INTERFACE HOMEM MÁQUINA (GRAD. E PÓS),A1,,IC,Luciana,Luciana,10,5,False,True,True,/graduacao/quadrodehorarios/turmas/100000462768,encontros_exatos
2026-2-TCC00271-SEM-TURMA,2026-2,CC;SI,,CC-OPT;SI-OPT,TCC00271,TÓPICOSS EM LINGUAGEM DE PROGRAMAÇÃO I - LÓGICA NEBULOSA (GRAD. E PÓS),A1,,IC,Patrick,Patrick,30,30,False,True,True,/graduacao/quadrodehorarios/turmas/100000462779,encontros_exatos
2026-2-TCC00284-A1,2026-2,CC,,CC-P6,TCC00284,ALGORITMOS EM GRAFOS,A1,A1,IC,Fabio,Fabio,60,60,True,False,False,/graduacao/quadrodehorarios/turmas/100000457653,turma_e_encontros_exatos
2026-2-TCC00285-A1,2026-2,CC,,CC-P5,TCC00285,ANÁLISE E PROJETO DE ALGORITMOS,A1,A1,IC,,Martinhon;Raquel,50,50,True,False,False,/graduacao/quadrodehorarios/turmas/100000457654,turma_e_encontros_exatos
2026-2-TCC00285-X1,2026-2,CC,,CC-P5,TCC00285,ANÁLISE E PROJETO DE ALGORITMOS,X1,X1,IC,Luis Felipe,Luis Felipe,45,25,True,False,False,/graduacao/quadrodehorarios/turmas/100000464007,turma_e_encontros_exatos
2026-2-TCC00286-A1,2026-2,CC,,CC-P3,TCC00286,ARQUITETURAS DE COMPUTADORES,A1,A1,IC,Vinod,Vinod,50,50,True,False,False,/graduacao/quadrodehorarios/turmas/100000457655,turma_e_encontros_exatos
2026-2-TCC00286-B1,2026-2,CC,,CC-P3,TCC00286,ARQUITETURAS DE COMPUTADORES,B1,B1,IC,Cristina Boeres,Cristina Boeres,50,47,True,False,False,/graduacao/quadrodehorarios/turmas/100000457656,turma_e_encontros_exatos
2026-2-TCC00287-A1,2026-2,CC,,CC-P4,TCC00287,BANCO DE DADOS I,A1,A1,IC,Vanessa,Vanessa,60,57,True,False,False,/graduacao/quadrodehorarios/turmas/100000457659,turma_e_encontros_exatos
2026-2-TCC00288-A1,2026-2,CC,,CC-P5,TCC00288,BANCO DE DADOS II,A1,A1,IC,Rodrigo,Rodrigo,61,61,True,False,False,/graduacao/quadrodehorarios/turmas/100000457660,turma_e_encontros_exatos
2026-2-TCC00289-A1,2026-2,CC,,CC-P7,TCC00289,COMPILADORES,A1,A1,IC,Flavia Bernardini,Flavia Bernardini,60,53,True,False,False,/graduacao/quadrodehorarios/turmas/100000457661,turma_e_encontros_exatos
2026-2-TCC00290-A1,2026-2,CC,,CC-P8,TCC00290,COMPUTAÇÃO E SOCIEDADE,A1,A1,IC,Jose Raphael,Jose Raphael,55,54,True,False,False,/graduacao/quadrodehorarios/turmas/100000457761,turma_e_encontros_exatos
2026-2-TCC00291-A1,2026-2,CC,,CC-P6,TCC00291,COMPUTAÇÃO GRÁFICA,A1,A1,IC,Marcos Lage,Marcos Lage,62,61,True,False,True,/graduacao/quadrodehorarios/turmas/100000457763,turma_e_encontros_exatos
2026-2-TCC00292-A1,2026-2,CC,,CC-P4,TCC00292,ENGENHARIA DE SOFTWARE I,A1,A1,IC,Leo Murta,Leo Murta,60,60,True,False,False,/graduacao/quadrodehorarios/turmas/100000462002,turma_e_encontros_exatos
2026-2-TCC00293-A1,2026-2,CC,,CC-P6,TCC00293,ENGENHARIA DE SOFTWARE II,A1,A1,IC,Leo Murta,Leo Murta,60,60,True,False,True,/graduacao/quadrodehorarios/turmas/100000462003,turma_e_encontros_exatos
2026-2-TCC00296-A1,2026-2,CC,,CC-P1,TCC00296,FUNDAMENTOS DE ARQUITETURAS DE COMPUTADORES,A1,A1,IC,Aline Nascimento,Aline Nascimento,52,38,True,False,False,/graduacao/quadrodehorarios/turmas/100000462015,turma_e_encontros_exatos
2026-2-TCC00296-B1,2026-2,CC,,CC-P1,TCC00296,FUNDAMENTOS DE ARQUITETURAS DE COMPUTADORES,B1,B1,IC,Vinod,Vinod,57,56,True,False,False,/graduacao/quadrodehorarios/turmas/100000462020,turma_e_encontros_exatos
2026-2-TCC00297-A1,2026-2,CC,,CC-P7,TCC00297,INTELIGÊNCIA ARTIFICIAL,A1,A1,IC,Flavia Bernardini,Flavia Bernardini,61,28,True,False,False,/graduacao/quadrodehorarios/turmas/100000462039,turma_e_encontros_exatos
2026-2-TCC00298-A1,2026-2,CC,,CC-P7,TCC00298,INTERFACE HOMEM MAQUINA,A1,A1,IC,Luciana,Luciana,60,50,True,False,False,/graduacao/quadrodehorarios/turmas/100000462040,turma_e_encontros_exatos
2026-2-TCC00301-AA,2026-2,CC;SI,,CC-OPT;CC-P2;SI-OPT,TCC00301,LAB. DE PROGRAMAÇÃO DE JOGOS,AA,A-A/B-A,IC,Esteban,Esteban,35,35,True,True,False,/graduacao/quadrodehorarios/turmas/100000462109,turma_contida_e_encontros_contidos
2026-2-TCC00301-BA,2026-2,CC;SI,,CC-OPT;CC-P2;SI-OPT,TCC00301,LAB. DE PROGRAMAÇÃO DE JOGOS,BA,A-A/B-A,IC,Esteban,Esteban,35,27,True,True,True,/graduacao/quadrodehorarios/turmas/100000462110,turma_contida_e_encontros_contidos
2026-2-TCC00304-A1,2026-2,CC,,CC-P4,TCC00304,LINGUAGENS DE PROGRAMAÇÃO,A1,A1,IC,Bruno,Bruno,62,61,True,False,False,/graduacao/quadrodehorarios/turmas/100000462043,turma_e_encontros_exatos
2026-2-TCC00305-A1,2026-2,CC,,CC-P6,TCC00305,LINGUAGENS FORMAIS E TEORIA DA COMPUTAÇÃO,A1,A1,IC,Mario,Mario,60,59,True,False,False,/graduacao/quadrodehorarios/turmas/100000462044,turma_e_encontros_exatos
2026-2-TCC00305-X1,2026-2,CC,,CC-P6,TCC00305,LINGUAGENS FORMAIS E TEORIA DA COMPUTAÇÃO,X1,X1,IC,Kowada,Kowada,60,60,True,False,False,/graduacao/quadrodehorarios/turmas/100000464005,turma_e_encontros_exatos
2026-2-TCC00306-A1,2026-2,CC,,CC-P4,TCC00306,METODOS NUMERICOS,A1,A1,IC,Ricardo,Ricardo,61,60,True,False,False,/graduacao/quadrodehorarios/turmas/100000462045,turma_e_encontros_exatos
2026-2-TCC00307-A1,2026-2,CC,,CC-P6,TCC00307,PROGRAMAÇÃO CIENTÍFICA,A1,A1,IC,Andre Brabo,Andre Brabo,65,65,True,False,False,/graduacao/quadrodehorarios/turmas/100000462049,turma_e_encontros_exatos
2026-2-TCC00308-A1,2026-2,CC,,CC-P1,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,A1,A1,IC,Mario,Mario,49,42,True,False,False,/graduacao/quadrodehorarios/turmas/100000462055,turma_e_encontros_exatos
2026-2-TCC00308-B1,2026-2,CC,,CC-P1,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,B1,B1,IC,Luiz Bez,Luiz Bez,49,38,True,False,False,/graduacao/quadrodehorarios/turmas/100000462054,turma_e_encontros_exatos
2026-2-TCC00312-A1,2026-2,CC,,CC-P5,TCC00312,PROJETO DE SOFTWARE,A1,A1,IC,Troy,Troy,61,61,True,False,False,/graduacao/quadrodehorarios/turmas/100000462074,turma_e_encontros_exatos
2026-2-TCC00313-A1,2026-2,CC,,CC-P5,TCC00313,REDES DE COMPUTADORES I,A1,A1,IC,Celio,Celio,62,43,True,False,True,/graduacao/quadrodehorarios/turmas/100000462084,turma_e_encontros_exatos
2026-2-TCC00314-A1,2026-2,CC,,CC-P6,TCC00314,REDES DE COMPUTADORES II,A1,A1,IC,Celio,Celio,60,49,True,False,False,/graduacao/quadrodehorarios/turmas/100000462085,turma_e_encontros_exatos
2026-2-TCC00315-A1,2026-2,CC,,CC-P7,TCC00315,SISTEMAS DISTRIBUÍDOS,A1,A1,IC,Flavia Delicato,Flavia Delicato,60,53,True,False,True,/graduacao/quadrodehorarios/turmas/100000462095,turma_e_encontros_exatos
2026-2-TCC00316-A1,2026-2,CC,,CC-P4,TCC00316,SISTEMAS OPERACIONAIS,A1,A1,IC,Aline Nascimento,Aline Nascimento,60,59,True,False,False,/graduacao/quadrodehorarios/turmas/100000462101,turma_e_encontros_exatos
2026-2-TCC00318-A1,2026-2,CC,,CC-P7,TCC00318,PESQUISA OPERACIONAL,A1,A1,IC,Satoru,Satoru,60,60,True,False,False,/graduacao/quadrodehorarios/turmas/100000462047,turma_e_encontros_exatos
2026-2-TCC00324-A1,2026-2,SI,,SI-P8,TCC00324,GOVERNANÇA EM TECNOLOGIA DA INFORMAÇÃO,A1,A1,IC,Marcelo Fornazin,Marcelo Fornazin,60,55,True,False,False,/graduacao/quadrodehorarios/turmas/100000462038,turma_e_encontros_exatos
2026-2-TCC00328-A1,2026-2,CC,,CC-P3,TCC00328,PROG. ORIENTADA A OBJETOS,A1,A1,IC,Anselmo,Anselmo,47,34,True,False,True,/graduacao/quadrodehorarios/turmas/100000462060,turma_e_encontros_exatos
2026-2-TCC00328-B1,2026-2,CC,,CC-P3,TCC00328,PROG. ORIENTADA A OBJETOS,B1,B1,IC,Carlos Ribeiro,Carlos Ribeiro,47,34,True,False,True,/graduacao/quadrodehorarios/turmas/100000463834,turma_e_encontros_exatos
2026-2-TCC00330-A1,2026-2,SI,,SI-P7,TCC00330,MODELAGEM DE PROCESSO DE NEGÓCIOS,A1,A1,IC,Flavio Seixas,Flavio Seixas,64,59,True,False,True,/graduacao/quadrodehorarios/turmas/100000462046,turma_e_encontros_exatos
2026-2-TCC00331-A1,2026-2,SI,,SI-P3,TCC00331,ESTRUTURAS DE DADOS PARA SI,A1,A1,IC,Raphael Machado,Raphael Machado,45,38,True,False,False,/graduacao/quadrodehorarios/turmas/100000462010,turma_e_encontros_exatos
2026-2-TCC00331-B1,2026-2,SI,,SI-P3,TCC00331,ESTRUTURAS DE DADOS PARA SI,B1,B1,IC,Taiane,Taiane,45,38,True,False,False,/graduacao/quadrodehorarios/turmas/100000462008,turma_e_encontros_exatos
2026-2-TCC00332-A1,2026-2,SI,,SI-P1,TCC00332,FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO,A1,A1,IC,Leo Cruz,Leo Cruz,44,37,True,False,False,/graduacao/quadrodehorarios/turmas/100000462025,turma_e_encontros_exatos
2026-2-TCC00332-B1,2026-2,SI,,SI-P1,TCC00332,FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO,B1,B1,IC,Leo Cruz,Leo Cruz,42,32,True,False,False,/graduacao/quadrodehorarios/turmas/100000462023,turma_e_encontros_exatos
2026-2-TCC00334-A1,2026-2,SI,,SI-P4,TCC00334,PRINCIPIO DE BANCO DE DADOS,A1,A1,IC,Daniel,Daniel,62,59,True,False,False,/graduacao/quadrodehorarios/turmas/100000462048,turma_e_encontros_exatos
2026-2-TCC00335-A1,2026-2,SI,,SI-P5,TCC00335,PROJETO DE BANCO DE DADOS,A1,A1,IC,Marcos Bedo,Marcos Bedo,55,50,True,False,False,/graduacao/quadrodehorarios/turmas/100000462068,turma_e_encontros_exatos
2026-2-TCC00336-A1,2026-2,SI,,SI-P6,TCC00336,BANCO DE DADOS NÃO CONVENCIONAIS,A1,A1,IC,Daniel,Daniel,52,51,True,False,False,/graduacao/quadrodehorarios/turmas/100000457658,turma_e_encontros_exatos
2026-2-TCC00337-A1,2026-2,SI,,SI-P5,TCC00337,INTRODUÇÃO A INTERAÇÃO HUMANO-COMPUTADOR,A1,A1,IC,Daniela,Daniela,62,58,True,False,True,/graduacao/quadrodehorarios/turmas/100000462041,turma_e_encontros_exatos
2026-2-TCC00338-A1,2026-2,SI,,SI-P6,TCC00338,PROJETO DE SOFTWARE,A1,A1,IC,Paulo Pires,Paulo Pires,61,48,True,False,False,/graduacao/quadrodehorarios/turmas/100000462075,turma_e_encontros_exatos
2026-2-TCC00341-A1,2026-2,SI,,SI-P7,TCC00341,SEGURANÇA DA INFORMAÇÃO,A1,A1,IC,Raphael Machado,Raphael Machado,65,61,True,False,False,/graduacao/quadrodehorarios/turmas/100000462086,turma_e_encontros_exatos
2026-2-TCC00344-A1,2026-2,CC,,CC-P7,TCC00344,LAB. DE PROGRAMAÇÃO PARALELA,AA,A1,IC,Lucia,Lucia,60,55,True,False,False,/graduacao/quadrodehorarios/turmas/100000462111,encontros_exatos
2026-2-TCC00346-AA,2026-2,CC,,CC-P1,TCC00346,LAB. DE RESOLUÇÃO DE PROBLEMAS,AA,A-A/C-A,IC,Andre Renato,Andre Renato,36,35,True,False,False,/graduacao/quadrodehorarios/turmas/100000462112,turma_contida_e_encontros_contidos
2026-2-TCC00346-BA,2026-2,CC,,CC-P1,TCC00346,LAB. DE RESOLUÇÃO DE PROBLEMAS,BA,A-A/C-A,IC,Andre Renato,Andre Renato,35,31,True,False,False,/graduacao/quadrodehorarios/turmas/100000462113,encontros_contidos
2026-2-TCC00347-A1,2026-2,CC,,CC-P2,TCC00347,PROGRAMAÇÃO ESTRUTURADA,A1,A1,IC,Aline Paes,Aline Paes,50,50,True,False,False,/graduacao/quadrodehorarios/turmas/100000462059,turma_e_encontros_exatos
2026-2-TCC00347-B1,2026-2,CC,,CC-P2,TCC00347,PROGRAMAÇÃO ESTRUTURADA,B1,B1,IC,Rosseti,Rosseti,50,46,True,False,False,/graduacao/quadrodehorarios/turmas/100000462058,turma_e_encontros_exatos
2026-2-TCC00348-A1,2026-2,CC,,CC-P3,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITMOS,A1,A1,IC,Rosseti,Rosseti,54,50,True,False,True,/graduacao/quadrodehorarios/turmas/100000462005,turma_e_encontros_exatos
2026-2-TCC00348-B1,2026-2,CC,,CC-P3,TCC00348,ESTRUTURAS DE DADOS E SEUS ALGORITMOS,B1,B1,IC,Vanessa,Vanessa,50,50,True,False,False,/graduacao/quadrodehorarios/turmas/100000462006,turma_e_encontros_exatos
2026-2-TCC00349-A1,2026-2,CC,,CC-P5,TCC00349,AVALIAÇÃO DE DESEMPENHO,A1,A1,IC,Guto,Guto,60,35,True,False,False,/graduacao/quadrodehorarios/turmas/100000457657,turma_e_encontros_exatos
2026-2-TCC00354-A1,2026-2,SI,,SI-P1,TCC00354,FUNDAMENTOS MATEMÁTICOS PARA COMP.,A1,A1,IC,,Martinhon;Raquel,45,42,True,False,False,/graduacao/quadrodehorarios/turmas/100000462029,turma_e_encontros_exatos
2026-2-TCC00354-B1,2026-2,SI,,SI-P1,TCC00354,FUNDAMENTOS MATEMÁTICOS PARA COMP.,B1,B1,IC,Thiago,Thiago,45,43,True,False,False,/graduacao/quadrodehorarios/turmas/100000462031,turma_e_encontros_exatos
2026-2-TCC00355-E-A,2026-2,SI,,SI-P1,TCC00355,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,EA,E-A,IC,Miguel,Miguel,47,42,True,False,False,/graduacao/quadrodehorarios/turmas/100000462105,turma_e_encontros_exatos
2026-2-TCC00355-F-A,2026-2,SI,,SI-P1,TCC00355,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,FA,F-A,IC,Andre Silveira,Andre Silveira,45,39,True,False,False,/graduacao/quadrodehorarios/turmas/100000462107,turma_e_encontros_exatos
2026-2-TCC00356-A1,2026-2,SI,,SI-P2,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,A1,A1,IC,Patrick,Patrick,47,30,True,False,False,/graduacao/quadrodehorarios/turmas/100000462056,turma_e_encontros_exatos
2026-2-TCC00356-B1,2026-2,SI,,SI-P2,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,B1,B1,IC,Patrick,Patrick,45,34,True,False,False,/graduacao/quadrodehorarios/turmas/100000462057,turma_e_encontros_exatos
2026-2-TCC00357-A1,2026-2,SI,,SI-P4,TCC00357,PROG. ORIENTADA A OBJETOS I,A1,A1,IC,Igor Machado,Igor Machado,66,62,True,False,False,/graduacao/quadrodehorarios/turmas/100000462063,turma_e_encontros_exatos
2026-2-TCC00358-A1,2026-2,SI,,SI-P3,TCC00358,SISTEMAS COMPUTACIONAIS,A1,A1,IC,Aline Nascimento,Aline Nascimento,40,37,True,False,False,/graduacao/quadrodehorarios/turmas/100000462087,turma_e_encontros_exatos
2026-2-TCC00358-B1,2026-2,SI,,SI-P3,TCC00358,SISTEMAS COMPUTACIONAIS,B1,B1,IC,Cristina Boeres,Cristina Boeres,40,29,True,False,False,/graduacao/quadrodehorarios/turmas/100000462094,turma_e_encontros_exatos
2026-2-TCC00359-A1,2026-2,SI,,SI-P4,TCC00359,REDES DE COMPUTADORES,A1,A1,IC,Igor Moraes,Igor Moraes,75,71,True,False,False,/graduacao/quadrodehorarios/turmas/100000462077,turma_e_encontros_exatos
2026-2-TCC00360-A1,2026-2,SI,,SI-P6,TCC00360,VISUALIZAÇÃO DE DADOS,A1,A1,IC,Marcos Lage,Marcos Lage,60,55,True,False,False,/graduacao/quadrodehorarios/turmas/100000462103,turma_e_encontros_exatos
2026-2-TCC00361-A1,2026-2,SI,,SI-P6,TCC00361,INTRODUÇÃO AO DESENVOLVIMENTO WEB,A1,A1,IC,Viterbo,Viterbo,87,76,True,False,True,/graduacao/quadrodehorarios/turmas/100000462042,turma_e_encontros_exatos
2026-2-TCC00362-A1,2026-2,SI,,SI-P5,TCC00362,SISTEMAS DISTRIBUÍDOS PARA SI,A1,A1,IC,Raphael Guerra,Raphael Guerra,63,61,True,False,False,/graduacao/quadrodehorarios/turmas/100000462099,turma_e_encontros_exatos
2026-2-TCC00363-A1,2026-2,SI,,SI-P7,TCC00363,GERÊNCIA DE PROJETOS E MANUT DE SOFTWARE,A1,A1,IC,Rebeca,Rebeca,61,60,True,False,False,/graduacao/quadrodehorarios/turmas/100000462036,turma_e_encontros_exatos
2026-2-TCC00365-A1,2026-2,SI,,SI-P8,TCC00365,QUALIDADE E TESTE DE SOFTWARE,A1,A1,IC,Vania,Vania,54,52,True,False,False,/graduacao/quadrodehorarios/turmas/100000462076,turma_e_encontros_exatos
2026-2-TCC00366-A1,2026-2,SI,,SI-P1,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,A1,A1,IC,Yuri,Yuri,44,31,True,False,False,/graduacao/quadrodehorarios/turmas/100000462052,turma_e_encontros_exatos
2026-2-TCC00366-B1,2026-2,SI,,SI-P1,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,B1,B1,IC,Leo Cruz,Leo Cruz,48,39,True,False,False,/graduacao/quadrodehorarios/turmas/100000462053,turma_e_encontros_exatos
2026-2-TCC00368-A1,2026-2,SI,,,TCC00368,P.O. PARA S.I. (WEB AVANC.),A1,A1,IC,Andre Renato,Andre Renato,61,58,,False,False,/graduacao/quadrodehorarios/turmas/100000457765,turma_e_encontros_exatos
2026-2-TCC00371-A1,2026-2,CC,,,TCC00371,ÉTICA EM INT. ARTIFICIAL E CIÊNCIA DE DADOS,A1,A1,IC,Mariza,Mariza,52,32,,False,True,/graduacao/quadrodehorarios/turmas/100000462014,turma_e_encontros_exatos
